"date","lat","lon","region","site","band_id","species","sex","ageclass","mass","Massinacuracy","forearm","ear","repro_status","Comments","capture_time","release_time","month","season"
2011-05-25,60.09,-112.25,"Salt River","Thebacha cabins","UC0034","Myotis lucifugus","Female","Adult",7.099999905,NA,38.79999924,12,"NOP","taken off side of cabin; placed back","22:00",NA,5,"Spring"
2011-05-26,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0035","Myotis lucifugus","Female","Adult",7.599999905,NA,39.90000153,11,"NOP",NA,"22:58",NA,5,"Spring"
2011-05-26,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0036","Myotis lucifugus","Female","Adult",5.800000191,NA,36.90000153,12,"NOP",NA,"22:52",NA,5,"Spring"
2011-05-26,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0039","Myotis lucifugus","Female","Adult",8.199999809,NA,38,14,"NOP",NA,"23:50",NA,5,"Spring"
2011-05-29,60.04,-112.73,"Little Buffalo Falls","NTBP","UC0042","Myotis lucifugus","Female","Adult",6.800000191,NA,37.90000153,13,"NOP","fleas","0:18","1:05",5,"Spring"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0045","Myotis lucifugus","Female","Adult",7.099999905,NA,41,13,"NOP","mud on wings","11:25-12:25",NA,6,"Summer"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0046","Myotis lucifugus","Female","Adult",7.099999905,NA,38.40000153,14,"NOP","mud on wings","11:25-12:25",NA,6,"Summer"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0047","Myotis lucifugus","Female","Adult",8.600000381,NA,39.70000076,13,"NOP","mud on wings","11:25-12:25",NA,6,"Summer"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0048","Myotis lucifugus","Female","Adult",7.099999905,NA,40.59999847,13,"NOP",NA,"11:25-12:25",NA,6,"Summer"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0049","Myotis lucifugus","Female","Adult",6.699999809,NA,38.20000076,14,"NOP",NA,"11:25-12:25",NA,6,"Summer"
2011-06-05,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0051","Myotis lucifugus","Female","Adult",7.099999905,NA,38.79999924,12,"NOP","mud on wings","11:25-12:25",NA,6,"Summer"
2011-06-07,60.09,-112.25,"Salt River","SR Cutline","UC0015","Myotis lucifugus","Female","Adult",8.100000381,NA,38.20000076,13,"NOP","Recapture!","23:31","23:35",6,"Summer"
2011-06-07,60.09,-112.25,"Salt River","SR Cutline","UC0052","Myotis lucifugus","Female","Adult",7.599999905,NA,39.09999847,13,"NOP",NA,"23:47","0:00",6,"Summer"
2011-06-07,60.09,-112.25,"Salt River","SR Cutline","UC0053","Myotis lucifugus","Female","Adult",7.800000191,NA,39.20000076,13,"PREG","swollen nipples, rotund","23:47","0:14",6,"Summer"
2011-06-07,60.09,-112.25,"Salt River","SR Cutline","UC0054","Myotis lucifugus","Female","Adult",8.899999619,NA,39.20000076,12,"PREG","swollen nipples, rotund","23:49","0:19",6,"Summer"
2011-06-09,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0056","Myotis lucifugus","Female","Adult",8.399999619,NA,39.90000153,14,"NOP","orange mites","22:54","23:51",6,"Summer"
2011-06-09,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0062","Myotis lucifugus","Female","Adult",7.199999809,NA,37.29999924,12,"NOP","band placed on left arm","23:38","1:18",6,"Summer"
2011-06-09,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0067","Myotis lucifugus","Female","Adult",7.900000095,NA,38.40000153,13,"NOP",NA,"~00:30","1:59",6,"Summer"
2011-06-09,59.7,-112.2,"Wood Buffalo NP","Walk-in Cave","UC0069","Myotis lucifugus","Female","Adult",7.900000095,NA,38.29999924,13,"NOP","overlapped lip on band","~00:30","2:09",6,"Summer"
2011-06-11,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0072","Myotis lucifugus","Female","Adult",6.599999905,NA,38.5,13,"NOP",NA,"23:46","0:53",6,"Summer"
2011-06-11,59.74,-112.22,"Wood Buffalo NP","WBBP","UC0073","Myotis lucifugus","Female","Adult",7.199999809,NA,38.5,12,"NOP",NA,"0:27","1:28",6,"Summer"
2011-06-12,60.09,-112.25,"Salt River","Thebacha cabins","UC0080","Myotis lucifugus","Female","Adult",8.800000191,NA,40.40000153,13,"PREG","radio tagged","23:39","0:02",6,"Summer"
2011-06-12,60.09,-112.25,"Salt River","Thebacha cabins","UC0081","Myotis lucifugus","Female","Adult",9,NA,39,14,"PREG",NA,"23:39","0:02",6,"Summer"
2011-06-12,60.09,-112.25,"Salt River","Thebacha cabins","UC0082","Myotis lucifugus","Female","Adult",8.100000381,NA,38.70000076,13,"PREG",NA,"23:38","0:05",6,"Summer"
2011-06-12,60.09,-112.25,"Salt River","Thebacha cabins","UC0083","Myotis lucifugus","Female","Adult",7.199999809,NA,39.09999847,12,"PREG",NA,"23:57","0:10",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0021","Myotis lucifugus","Female","Adult",9,NA,37.70000076,12,"NOP",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0084","Myotis lucifugus","Female","Adult",7.599999905,NA,39.09999847,12,"NOP",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0085","Myotis lucifugus","Female","Adult",10.10000038,NA,39.20000076,11,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0086","Myotis lucifugus","Female","Adult",8.300000191,NA,40.90000153,13,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0087","Myotis lucifugus","Female","Adult",7.5,NA,39.20000076,13,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0088","Myotis lucifugus","Female","Adult",10.69999981,NA,39.5,13,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0089","Myotis lucifugus","Female","Adult",8.199999809,NA,40.40000153,14,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0090","Myotis lucifugus","Female","Adult",10.89999962,NA,40.5,13,"PREG","rotund","11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0091","Myotis lucifugus","Female","Adult",10.10000038,NA,36.70000076,12,"PREG","super fetus!","11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0092","Myotis lucifugus","Female","Adult",11,NA,41,13,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0094","Myotis lucifugus","Female","Adult",10,NA,39.40000153,12,"PREG",NA,"11:37 to 12:07","0:15",6,"Summer"
2011-06-19,60.09,-112.25,"Salt River","Thebacha cabins","UC0096","Myotis lucifugus","Female","Adult",11.60000038,NA,40.5,14,"PREG","ready to burst","11:37 to 12:07","0:15",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",8.5,NA,38.79999924,11,"LAC",NA,"11:45-12:03","0:59",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.600000381,NA,41.09999847,13,"NOP",NA,"11:45-12:03","0:43",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.300000191,NA,38.70000076,12,"NOP","rotund","11:45-12:03","0:28",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",8.699999809,NA,39.79999924,13,"NOP","rotund","11:45-12:03","0:18",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.600000381,NA,39.40000153,12,"PREG",NA,"11:45-12:03","0:21",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",10.39999962,NA,39.5,13,"PREG",NA,"11:45-12:03","0:14",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",10.69999981,NA,41.59999847,12,"PREG",NA,"11:45-12:03","0:05",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",11.89999962,NA,41.29999924,13,"PREG",NA,"11:45-12:03","0:40",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",8.600000381,NA,37.29999924,12,"PREG",NA,"11:45-12:03","0:57",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.100000381,NA,40,13,"PREG",NA,"11:45-12:03","0:49",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",10.39999962,NA,40.70000076,13,"PREG",NA,"11:45-12:03","0:56",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.899999619,NA,38,13,"PREG",NA,"11:45-12:03","0:36",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.399999619,NA,38.59999847,12,"PREG",NA,"11:45-12:03","0:53",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",8.300000191,NA,39.40000153,13,"PREG",NA,"11:45-12:03","0:32",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.800000191,NA,38.40000153,12,"PREG",NA,"11:45-12:03","0:30",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",10.80000019,NA,40.70000076,13,"PREG",NA,"11:45-12:03","0:28",6,"Summer"
2011-06-29,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",12.69999981,NA,40.40000153,13,"PREG","no tragus in left ear","11:45-12:03","0:45",6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0099","Myotis lucifugus","Female","Adult",10.19999981,NA,39.29999924,12,"PREG",NA,"23:20",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0100","Myotis lucifugus","Female","Adult",8.300000191,NA,40.59999847,12,"LAC",NA,"23:15",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0101","Myotis lucifugus","Female","Adult",12,NA,38.29999924,14,"PREG","very pregnant","23:28",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0102","Myotis lucifugus","Female","Adult",12.19999981,NA,41.40000153,12,"PREG","very pregnant","23:31",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0103","Myotis lucifugus","Female","Adult",8.399999619,NA,38.90000153,12,"NOP",NA,"23:33",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0104","Myotis lucifugus","Female","Adult",9.199999809,NA,39.29999924,13,"LAC",NA,"23:35",NA,6,"Summer"
2011-06-30,60.09,-112.25,"Salt River","Thebacha cabins","UC0105","Myotis lucifugus","Female","Adult",9,NA,38.79999924,13,"LAC",NA,"23:35",NA,6,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0106","Myotis lucifugus","Female","Adult",11.60000038,NA,38.70000076,13,"PREG","very pregnant","23:34","11:41",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0107","Myotis lucifugus","Female","Adult",11.30000019,NA,38.5,12,"PREG","very pregnant","23:30","11:57",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0108","Myotis lucifugus","Female","Adult",9.100000381,NA,41.59999847,12,"LAC","radio tagged with 151511; freq 173.360","23:30","0:11",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0109","Myotis lucifugus","Female","Adult",7.800000191,NA,39.70000076,12,"LAC",NA,"23:30","0:11",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0110","Myotis lucifugus","Female","Adult",8.300000191,NA,39.5,12,"LAC",NA,"23:42","0:14",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0111","Myotis lucifugus","Female","Adult",9.5,NA,39.09999847,13,"LAC",NA,"23:42","0:17",7,"Summer"
2011-07-06,60.09,-112.25,"Salt River","Thebacha cabins","UC0112","Myotis lucifugus","Female","Adult",12,NA,38.70000076,13,"PREG","very pregnant","23:58","12:21",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0113","Myotis lucifugus","Female","Adult",9.399999619,NA,41,12,"LAC",NA,"23:20","23:25",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0114","Myotis lucifugus","Female","Adult",7.699999809,NA,39.40000153,11,"LAC","radio tagged with 1515.7; freq 173.523","23:23","0:00",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0115","Myotis lucifugus","Female","Adult",9.100000381,"*",37.79999924,12,"NOP",NA,"0:50","1:10",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0116","Myotis lucifugus","Female","Adult",10.39999962,"*",40.40000153,14,"LAC",NA,"1:15","1:52",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0118","Myotis lucifugus","Female","Adult",9.899999619,"*",40.20000076,13,"LAC",NA,"1:38","2:09",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0119","Myotis lucifugus","Female","Adult",10.80000019,"*",39.20000076,14,"LAC",NA,"1:39","2:15",7,"Summer"
2011-07-08,60.09,-112.25,"Salt River","Thebacha cabins","UC0120","Myotis lucifugus","Female","Adult",9.199999809,"*",39.79999924,12,"LAC",NA,"1:54","2:20",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0121","Myotis lucifugus","Female","Adult",8.699999809,NA,38.5,14,"LAC",NA,"23:18","0:01",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0122","Myotis lucifugus","Female","Adult",9.199999809,NA,40.20000076,13,"LAC",NA,"23:18","0:10",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0123","Myotis lucifugus","Female","Adult",8.300000191,NA,38.40000153,13,"LAC","milk","23:21","0:11",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0124","Myotis lucifugus","Female","Adult",8.699999809,NA,38.59999847,13,"LAC",NA,"23:28","0:14",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0126","Myotis lucifugus","Female","Adult",9,NA,39.09999847,12,"LAC",NA,"23:36","0:20",7,"Summer"
2011-07-13,60.09,-112.25,"Salt River","Thebacha cabins","UC0128","Myotis lucifugus","Female","Adult",8.100000381,NA,39,13,"LAC",NA,"23:36","0:22",7,"Summer"
2011-07-14,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.5,NA,35.40000153,11,"LAC",NA,"23:41","23:48",7,"Summer"
2011-07-14,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",9.699999809,NA,39.5,13,"LAC",NA,"0:15","0:20",7,"Summer"
2011-07-14,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",13.60000038,NA,42,12,"PREG","very pregnant","0:05","0:10",7,"Summer"
2011-07-14,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",13.30000019,NA,41,11,"PREG","very pregnant","0:01","0:02",7,"Summer"
2011-07-14,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground",NA,"Myotis lucifugus","Female","Adult",11.10000038,NA,38.59999847,10,"PREG","very pregnant; **super rain storm","23:41","23:43",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0129","Myotis lucifugus","Female","Adult",8.100000381,NA,36.59999847,14,"LAC",NA,"23:37","0:07",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0130","Myotis lucifugus","Female","Adult",10.30000019,NA,40.40000153,11,"LAC",NA,"0:29","1:09",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0131","Myotis lucifugus","Female","Juvenile",7.099999905,NA,37.09999847,12,"JUV","juv hard time flying, sticky wings","0:55","1:28",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0132","Myotis lucifugus","Male","Juvenile",6.800000191,NA,35.79999924,11,"JUV","juv hard time flying, sticky wings; black fur, sticky poo","1:11","1:49",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0133","Myotis lucifugus","Female","Adult",8.600000381,NA,39.70000076,12,"NOP",NA,"1:08","1:57",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0135","Myotis lucifugus","Female","Adult",11.39999962,NA,40.59999847,12,"LAC",NA,"1:23","2:21",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0136","Myotis lucifugus","Female","Adult",9.300000191,NA,40,12,"LAC",NA,"1:40","2:25",7,"Summer"
2011-07-19,60.09,-112.25,"Salt River","Thebacha cabins - main lodge","UC0137","Myotis lucifugus","Female","Adult",11.30000019,NA,40.40000153,11,"LAC",NA,"2:05","2:40",7,"Summer"
2011-07-20,60.1,-112.2,"Salt River","DT11","UC0138","Myotis lucifugus","Female","Adult",8.800000191,NA,37.79999924,12,"LAC",NA,"23:30","0:01",7,"Summer"
2011-07-20,60.1,-112.2,"Salt River","DT11","UC0139","Myotis lucifugus","Female","Adult",8.300000191,NA,40.40000153,11,"LAC",NA,"23:30","0:05",7,"Summer"
2011-07-20,60.1,-112.2,"Salt River","DT11","UC0141","Myotis lucifugus","Female","Adult",10.19999981,NA,35.20000076,12,"LAC",NA,"1:08","1:42",7,"Summer"
2011-07-23,60.09,-112.25,"Salt River","Thebacha cabins","UC0142","Myotis lucifugus","Female","Adult",8.800000191,NA,38.29999924,12,"LAC","radio tagged with freq 173.102","22:50","23:14",7,"Summer"
2011-07-23,60.09,-112.25,"Salt River","Thebacha cabins","UC0146","Myotis lucifugus","Female","Juvenile",8.300000191,NA,35,11,"JUV",NA,"22:59","23:17",7,"Summer"
2011-07-23,60.09,-112.25,"Salt River","Thebacha cabins","UC0147","Myotis lucifugus","Female","Adult",8.899999619,NA,38.09999847,12,"LAC","radio tagged with freq 173.141","22:52","23:35",7,"Summer"
2011-07-23,60.09,-112.25,"Salt River","Thebacha cabins","UC0148","Myotis lucifugus","Male","Juvenile",8,NA,38.29999924,12,"JUV",NA,"22:57","23:40",7,"Summer"
2011-07-23,60.09,-112.25,"Salt River","Thebacha cabins","UC0149","Myotis lucifugus","Female","Adult",9.699999809,NA,38.70000076,11,"LAC",NA,"22:55","0:00",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0161","Myotis lucifugus","Female","Adult",10.10000038,NA,39.20000076,13,"LAC",NA,"0:15","2:09",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0162","Myotis lucifugus","Female","Adult",8.699999809,NA,39.90000153,12,"NOP",NA,"0:15","2:07",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0163","Myotis lucifugus","Female","Adult",10.30000019,NA,38.20000076,13,"LAC",NA,"0:15","2:04",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0164","Myotis lucifugus","Female","Juvenile",7.900000095,NA,36.09999847,10,"JUV",NA,"0:15","2:00",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0165","Myotis lucifugus","Female","Adult",10.19999981,NA,41.90000153,13,"LAC",NA,"23:17","1:57",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0166","Myotis lucifugus","Female","Adult",8.600000381,NA,38,10,"LAC",NA,"23:17","1:55",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0167","Myotis lucifugus","Female","Adult",10,NA,39.90000153,12,"LAC",NA,"0:20","1:51",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0168","Myotis lucifugus","Female","Adult",8.899999619,NA,41.5,13,"LAC",NA,"23:27","1:49",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0169","Myotis lucifugus","Female","Adult",9.199999809,NA,40.70000076,11,"LAC",NA,"23:27","1:43",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0170","Myotis lucifugus","Female","Adult",10.89999962,NA,38.59999847,12,"LAC",NA,"23:54","1:40",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0171","Myotis lucifugus","Female","Juvenile",8.399999619,NA,38.79999924,11,"JUV",NA,"23:54","1:38",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0172","Myotis lucifugus","Female","Adult",9.300000191,NA,41.09999847,11,"NOP",NA,"23:45","1:32",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0173","Myotis lucifugus","Female","Adult",8.600000381,NA,40.5,12,"NOP",NA,"23:45","1:28",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0174","Myotis lucifugus","Female","Adult",10.19999981,NA,39.79999924,11,"LAC",NA,"23:45","1:26",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0175","Myotis lucifugus","Female","Adult",9.300000191,NA,39.09999847,14,"NOP",NA,"23:45","1:25",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0176","Myotis lucifugus","Female","Adult",8.899999619,NA,40.5,12,"NOP",NA,"23:54","1:21",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0177","Myotis lucifugus","Female","Adult",9,NA,38.59999847,12,"LAC",NA,"23:45","1:16",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0179","Myotis lucifugus","Female","Adult",9.5,NA,39.70000076,13,"NOP",NA,"23:23","1:10",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0180","Myotis lucifugus","Female","Adult",10.30000019,NA,39.59999847,13,"LAC",NA,"23:23","1:06",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0181","Myotis lucifugus","Female","Adult",10.30000019,NA,40,13,"LAC",NA,"0:15","1:02",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0182","Myotis lucifugus","Female","Adult",9.699999809,NA,39.40000153,12,"LAC",NA,"0:17","0:58",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0183","Myotis lucifugus","Female","Adult",10.60000038,NA,41.20000076,13,"LAC",NA,"0:20","0:56",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0184","Myotis lucifugus","Female","Adult",11.39999962,NA,39.70000076,12,"LAC",NA,"0:18","0:53",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0185","Myotis lucifugus","Female","Adult",10.30000019,NA,39.90000153,13,"LAC",NA,"0:15","0:49",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0186","Myotis lucifugus","Male","Juvenile",7,NA,38.20000076,11,"JUV",NA,"23:20","0:46",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0189","Myotis lucifugus","Female","Adult",9.300000191,NA,38.09999847,13,"LAC",NA,"23:13","0:31",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0190","Myotis lucifugus","Female","Adult",10.30000019,NA,39.70000076,13,"LAC",NA,"23:10","0:28",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0191","Myotis lucifugus","Female","Adult",9.5,NA,40.29999924,13,"LAC",NA,"23:10","0:26",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0192","Myotis lucifugus","Female","Adult",10.10000038,NA,38.79999924,13,"LAC",NA,"23:10","0:20",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0193","Myotis lucifugus","Female","Adult",9.699999809,NA,40.79999924,12,"LAC",NA,"23:10","0:10",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0194","Myotis lucifugus","Female","Adult",10.5,NA,40.59999847,14,"LAC",NA,"23:05","0:08",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0195","Myotis lucifugus","Female","Adult",9.100000381,NA,40.59999847,12,"LAC",NA,"23:05","0:01",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0196","Myotis lucifugus","Female","Adult",9.199999809,NA,37.40000153,12,"LAC",NA,"23:05","0:00",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0197","Myotis lucifugus","Female","Adult",9.199999809,NA,38.70000076,12,"LAC",NA,"23:05","23:58",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0198","Myotis lucifugus","Female","Adult",9.199999809,NA,40.20000076,12,"LAC",NA,"23:03","23:38",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0199","Myotis lucifugus","Female","Adult",9.600000381,NA,39,13,"LAC",NA,"23:02","23:36",7,"Summer"
2011-07-27,60.96,-117.33,"Kakisa","Lady Evelyn Falls campground","UC0200","Myotis lucifugus","Female","Adult",9,NA,38.5,13,"LAC",NA,"23:02","23:32",7,"Summer"
2011-08-01,60.04,-112.7,"Little Buffalo Falls","Little Buffalo Falls","UC0155","Myotis lucifugus","Female","Adult",8.399999619,NA,38.59999847,11,"LAC",NA,"23:16","0:11",8,"Summer"
