Night_date,Latitude,Longitude,Region,Site,BandID,Species,Sex,Ageclass,Massg,Massinacuracy,Forearmlengthmm,Earlengthmm,Reproductivestatus,Comments,Capturetime,Releasetime
6/6/11,60.1,-112.2,Salt River,DT11,UC0050,Myotis lucifugus,Male,Adult,7.099999905,,38,12,,,23:45,0:45
6/7/11,60.09,-112.25,Salt River,SR Cutline,UC0015,Myotis lucifugus,Female,Adult,8.100000381,,38.20000076,13,NOP,Recapture!,23:31,23:35
6/7/11,60.09,-112.25,Salt River,SR Cutline,UC0052,Myotis lucifugus,Female,Adult,7.599999905,,39.09999847,13,NOP,,23:47,0:00
6/7/11,60.09,-112.25,Salt River,SR Cutline,UC0053,Myotis lucifugus,Female,Adult,7.800000191,,39.20000076,13,PREG,"swollen nipples, rotund",23:47,0:14
6/7/11,60.09,-112.25,Salt River,SR Cutline,UC0054,Myotis lucifugus,Female,Adult,8.899999619,,39.20000076,12,PREG,"swollen nipples, rotund",23:49,0:19
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0055,Myotis lucifugus,Male,Adult,7.300000191,,40.40000153,13,,,22:03,23:33
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0056,Myotis lucifugus,Female,Adult,8.399999619,,39.90000153,14,NOP,orange mites,22:54,23:51
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0057,Myotis lucifugus,Male,Adult,6.800000191,,37.5,13,,,22:21,0:01
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0058,Myotis lucifugus,Male,Adult,8.300000191,,38.20000076,15,,,23:15,0:07
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0059,Myotis lucifugus,Male,Adult,8.899999619,,40.09999847,14,,,0:14,0:55
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0060,Myotis lucifugus,Male,Adult,7.699999809,,39.59999847,14,,,0:14,0:03
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0061,Myotis lucifugus,Male,Adult,6.800000191,,39.79999924,14,,orange mites,23:38,0:11
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0062,Myotis lucifugus,Female,Adult,7.199999809,,37.29999924,12,NOP,band placed on left arm,23:38,1:18
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0063,Myotis lucifugus,Male,Adult,7.400000095,,38.70000076,13,,,23:38,1:26
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0064,Myotis lucifugus,Male,Adult,7.099999905,,39.5,13,,,23:54,1:33
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0065,Myotis lucifugus,Female,Adult,8.300000191,,38.09999847,13,,,1:25,1:41
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0066,Myotis lucifugus,Male,Adult,7.099999905,,38,12,,,0:42,1:50
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0067,Myotis lucifugus,Female,Adult,7.900000095,,38.40000153,13,NOP,,~00:30,1:59
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0068,Myotis lucifugus,Male,Adult,8.5,,39.20000076,14,,,~00:30,2:03
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0069,Myotis lucifugus,Female,Adult,7.900000095,,38.29999924,13,NOP,overlapped lip on band,~00:30,2:09
6/9/11,59.7,-112.2,Wood Buffalo NP,Walk-in Cave,UC0070,Myotis lucifugus,Male,Adult,7.400000095,,38.59999847,14,,,~00:30,2:12
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0072,Myotis lucifugus,Female,Adult,6.599999905,,38.5,13,NOP,,23:46,0:53
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0073,Myotis lucifugus,Female,Adult,7.199999809,,38.5,12,NOP,,0:27,1:28
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0074,Myotis lucifugus,Male,Adult,7.900000095,,39,13,,mud on wings,0:37,1:38
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0075,Myotis lucifugus,Male,Adult,6.599999905,,37.79999924,15,,,0:35,1:48
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0076,Myotis lucifugus,Male,Adult,7.099999905,,39.29999924,11,,mud on wings,0:37,2:03
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0077,Myotis lucifugus,Male,Adult,6.599999905,,38.20000076,13,,,0:46,2:06
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0078,Myotis lucifugus,Male,Adult,7.099999905,,38.90000153,14,,mud on wings,1:40,2:14
6/11/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0079,Myotis lucifugus,Male,Adult,7,,38.79999924,13,,mud on wings,1:42,2:22
6/12/11,60.09,-112.25,Salt River,Thebacha cabins,UC0080,Myotis lucifugus,Female,Adult,8.800000191,,40.40000153,13,PREG,radio tagged,23:39,0:02
6/12/11,60.09,-112.25,Salt River,Thebacha cabins,UC0081,Myotis lucifugus,Female,Adult,9,,39,14,PREG,,23:39,0:02
6/12/11,60.09,-112.25,Salt River,Thebacha cabins,UC0082,Myotis lucifugus,Female,Adult,8.100000381,,38.70000076,13,PREG,,23:38,0:05
6/12/11,60.09,-112.25,Salt River,Thebacha cabins,UC0083,Myotis lucifugus,Female,Adult,7.199999809,,39.09999847,12,PREG,,23:57,0:10
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0021,Myotis lucifugus,Female,Adult,9,,37.70000076,12,NOP,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0084,Myotis lucifugus,Female,Adult,7.599999905,,39.09999847,12,NOP,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0085,Myotis lucifugus,Female,Adult,10.10000038,,39.20000076,11,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0086,Myotis lucifugus,Female,Adult,8.300000191,,40.90000153,13,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0087,Myotis lucifugus,Female,Adult,7.5,,39.20000076,13,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0088,Myotis lucifugus,Female,Adult,10.69999981,,39.5,13,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0089,Myotis lucifugus,Female,Adult,8.199999809,,40.40000153,14,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0090,Myotis lucifugus,Female,Adult,10.89999962,,40.5,13,PREG,rotund,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0091,Myotis lucifugus,Female,Adult,10.10000038,,36.70000076,12,PREG,super fetus!,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0092,Myotis lucifugus,Female,Adult,11,,41,13,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0093,Myotis lucifugus,Male,Adult,8.699999809,,40.09999847,13,,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0094,Myotis lucifugus,Female,Adult,10,,39.40000153,12,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0095,Myotis lucifugus,Female,Adult,8.300000191,,39.29999924,15,PREG,,11:37 to 12:07,0:15
6/19/11,60.09,-112.25,Salt River,Thebacha cabins,UC0096,Myotis lucifugus,Female,Adult,11.60000038,,40.5,14,PREG,ready to burst,11:37 to 12:07,0:15
6/23/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0097,Myotis lucifugus,Male,Adult,7.5,,38.29999924,12,,mud on wings,0:50,1:20
6/23/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0098,Myotis lucifugus,Male,Adult,8.100000381,,39.09999847,13,,mud on wings,1:00,1:45
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,8.5,,38.79999924,11,LAC,,11:45-12:03,0:59
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.600000381,,41.09999847,13,NOP,,11:45-12:03,0:43
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.300000191,,38.70000076,12,NOP,rotund,11:45-12:03,0:28
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,8.699999809,,39.79999924,13,NOP,rotund,11:45-12:03,0:18
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.600000381,,39.40000153,12,PREG,,11:45-12:03,0:21
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,10.39999962,,39.5,13,PREG,,11:45-12:03,0:14
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,10.69999981,,41.59999847,12,PREG,,11:45-12:03,0:05
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,11.89999962,,41.29999924,13,PREG,,11:45-12:03,0:40
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,8.600000381,,37.29999924,12,PREG,,11:45-12:03,0:57
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.100000381,,40,13,PREG,,11:45-12:03,0:49
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,10.39999962,,40.70000076,13,PREG,,11:45-12:03,0:56
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.899999619,,38,13,PREG,,11:45-12:03,0:36
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.399999619,,38.59999847,12,PREG,,11:45-12:03,0:53
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,8.300000191,,39.40000153,13,PREG,,11:45-12:03,0:32
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.800000191,,38.40000153,12,PREG,,11:45-12:03,0:30
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,10.80000019,,40.70000076,13,PREG,,11:45-12:03,0:28
6/29/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,12.69999981,,40.40000153,13,PREG,no tragus in left ear,11:45-12:03,0:45
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0093,Myotis lucifugus,Male,Adult,9.100000381,,40.09999847,13,,recapture,23:39,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0099,Myotis lucifugus,Female,Adult,10.19999981,,39.29999924,12,PREG,,23:20,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0100,Myotis lucifugus,Female,Adult,8.300000191,,40.59999847,12,LAC,,23:15,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0101,Myotis lucifugus,Female,Adult,12,,38.29999924,14,PREG,very pregnant,23:28,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0102,Myotis lucifugus,Female,Adult,12.19999981,,41.40000153,12,PREG,very pregnant,23:31,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0103,Myotis lucifugus,Female,Adult,8.399999619,,38.90000153,12,NOP,,23:33,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0104,Myotis lucifugus,Female,Adult,9.199999809,,39.29999924,13,LAC,,23:35,
6/30/11,60.09,-112.25,Salt River,Thebacha cabins,UC0105,Myotis lucifugus,Female,Adult,9,,38.79999924,13,LAC,,23:35,
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0106,Myotis lucifugus,Female,Adult,11.60000038,,38.70000076,13,PREG,very pregnant,23:34,11:41
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0107,Myotis lucifugus,Female,Adult,11.30000019,,38.5,12,PREG,very pregnant,23:30,11:57
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0108,Myotis lucifugus,Female,Adult,9.100000381,,41.59999847,12,LAC,radio tagged with 151511; freq 173.360,23:30,0:11
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0109,Myotis lucifugus,Female,Adult,7.800000191,,39.70000076,12,LAC,,23:30,0:11
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0110,Myotis lucifugus,Female,Adult,8.300000191,,39.5,12,LAC,,23:42,0:14
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0111,Myotis lucifugus,Female,Adult,9.5,,39.09999847,13,LAC,,23:42,0:17
7/6/11,60.09,-112.25,Salt River,Thebacha cabins,UC0112,Myotis lucifugus,Female,Adult,12,,38.70000076,13,PREG,very pregnant,23:58,12:21
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0113,Myotis lucifugus,Female,Adult,9.399999619,,41,12,LAC,,23:20,23:25
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0114,Myotis lucifugus,Female,Adult,7.699999809,,39.40000153,11,LAC,radio tagged with 1515.7; freq 173.523,23:23,0:00
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0115,Myotis lucifugus,Female,Adult,9.100000381,*,37.79999924,12,NOP,,0:50,1:10
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0116,Myotis lucifugus,Female,Adult,10.39999962,*,40.40000153,14,LAC,,1:15,1:52
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0117,Myotis lucifugus,Male,Adult,9.600000381,,39.20000076,14,,,1:25,1:56
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0118,Myotis lucifugus,Female,Adult,9.899999619,*,40.20000076,13,LAC,,1:38,2:09
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0119,Myotis lucifugus,Female,Adult,10.80000019,*,39.20000076,14,LAC,,1:39,2:15
7/8/11,60.09,-112.25,Salt River,Thebacha cabins,UC0120,Myotis lucifugus,Female,Adult,9.199999809,*,39.79999924,12,LAC,,1:54,2:20
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,9.300000191,,37.59999847,12,,,23:55,1:13
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,9.5,,39.20000076,12,,,0:58,2:13
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.899999619,,39.79999924,11,,,0:38,1:58
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,7.800000191,,41.40000153,13,,,0:05,1:26
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.399999619,,39.29999924,13,,,23:50,1:02
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.100000381,*,37,12,,,2:00,2:24
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.600000381,,38.90000153,11,,,0:00,1:21
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.899999619,,42.40000153,13,,,0:11,1:41
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,8.800000191,,42.59999847,14,,,0:15,1:37
7/11/11,60.04,-112.73,Little Buffalo Falls,NTBP,,Myotis lucifugus,Male,Adult,7.599999905,,36.70000076,12,,,0:05,2:05
7/12/11,59.74,-112.21,Wood Buffalo NP,South Parson Road,,Myotis lucifugus,Male,Adult,8.5,,37.59999847,12,,,2:08,2:37
7/12/11,59.74,-112.21,Wood Buffalo NP,South Parson Road,,Myotis lucifugus,Male,Adult,9.5,,37.70000076,12,,,1:41,2:24
7/12/11,59.74,-112.21,Wood Buffalo NP,South Parson Road,,Myotis lucifugus,Male,Adult,7.699999809,,34.70000076,13,,,1:43,2:29
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0093,Myotis lucifugus,Male,Adult,8.800000191,,40.09999847,13,,*recapture (2nd time),23:28,0:18
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0121,Myotis lucifugus,Female,Adult,8.699999809,,38.5,14,LAC,,23:18,0:01
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0122,Myotis lucifugus,Female,Adult,9.199999809,,40.20000076,13,LAC,,23:18,0:10
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0123,Myotis lucifugus,Female,Adult,8.300000191,,38.40000153,13,LAC,milk,23:21,0:11
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0124,Myotis lucifugus,Female,Adult,8.699999809,,38.59999847,13,LAC,,23:28,0:14
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0126,Myotis lucifugus,Female,Adult,9,,39.09999847,12,LAC,,23:36,0:20
7/13/11,60.09,-112.25,Salt River,Thebacha cabins,UC0128,Myotis lucifugus,Female,Adult,8.100000381,,39,13,LAC,,23:36,0:22
7/14/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.5,,35.40000153,11,LAC,,23:41,23:48
7/14/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,9.699999809,,39.5,13,LAC,,0:15,0:20
7/14/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,13.60000038,,42,12,PREG,very pregnant,0:05,0:10
7/14/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,13.30000019,,41,11,PREG,very pregnant,0:01,0:02
7/14/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,,Myotis lucifugus,Female,Adult,11.10000038,,38.59999847,10,PREG,very pregnant; **super rain storm,23:41,23:43
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0127,Myotis lucifugus,Male,Adult,8.300000191,,37.90000153,11,,,23:21,23:52
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0129,Myotis lucifugus,Female,Adult,8.100000381,,36.59999847,14,LAC,,23:37,0:07
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0130,Myotis lucifugus,Female,Adult,10.30000019,,40.40000153,11,LAC,,0:29,1:09
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0131,Myotis lucifugus,Female,Juvenile,7.099999905,,37.09999847,12,JUV,"juv hard time flying, sticky wings",0:55,1:28
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0132,Myotis lucifugus,Male,Juvenile,6.800000191,,35.79999924,11,JUV,"juv hard time flying, sticky wings; black fur, sticky poo",1:11,1:49
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0133,Myotis lucifugus,Female,Adult,8.600000381,,39.70000076,12,NOP,,1:08,1:57
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0135,Myotis lucifugus,Female,Adult,11.39999962,,40.59999847,12,LAC,,1:23,2:21
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0136,Myotis lucifugus,Female,Adult,9.300000191,,40,12,LAC,,1:40,2:25
7/19/11,60.09,-112.25,Salt River,Thebacha cabins - main lodge,UC0137,Myotis lucifugus,Female,Adult,11.30000019,,40.40000153,11,LAC,,2:05,2:40
7/20/11,60.1,-112.2,Salt River,DT11,UC0138,Myotis lucifugus,Female,Adult,8.800000191,,37.79999924,12,LAC,,23:30,0:01
7/20/11,60.1,-112.2,Salt River,DT11,UC0139,Myotis lucifugus,Female,Adult,8.300000191,,40.40000153,11,LAC,,23:30,0:05
7/20/11,60.1,-112.2,Salt River,DT11,UC0140,Myotis lucifugus,Male,Adult,8.600000381,,39.09999847,12,,,23:30,0:10
7/20/11,60.1,-112.2,Salt River,DT11,UC0141,Myotis lucifugus,Female,Adult,10.19999981,,35.20000076,12,LAC,,1:08,1:42
7/20/11,60.1,-112.2,Salt River,DT11,UC0142,Myotis lucifugus,Male,Adult,10.19999981,,39.5,12,,,1:08,1:53
7/20/11,60.1,-112.2,Salt River,DT11,UC0143,Myotis lucifugus,Male,Adult,8.100000381,,38,11,,,1:10,1:55
7/20/11,60.1,-112.2,Salt River,DT11,UC0144,Myotis lucifugus,Male,Adult,8.899999619,,40.09999847,14,,,1:33,2:02
7/23/11,60.09,-112.25,Salt River,Thebacha cabins,UC0142,Myotis lucifugus,Female,Adult,8.800000191,,38.29999924,12,LAC,radio tagged with freq 173.102,22:50,23:14
7/23/11,60.09,-112.25,Salt River,Thebacha cabins,UC0146,Myotis lucifugus,Female,Juvenile,8.300000191,,35,11,JUV,,22:59,23:17
7/23/11,60.09,-112.25,Salt River,Thebacha cabins,UC0147,Myotis lucifugus,Female,Adult,8.899999619,,38.09999847,12,LAC,radio tagged with freq 173.141,22:52,23:35
7/23/11,60.09,-112.25,Salt River,Thebacha cabins,UC0148,Myotis lucifugus,Male,Juvenile,8,,38.29999924,12,JUV,,22:57,23:40
7/23/11,60.09,-112.25,Salt River,Thebacha cabins,UC0149,Myotis lucifugus,Female,Adult,9.699999809,,38.70000076,11,LAC,,22:55,0:00
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0161,Myotis lucifugus,Female,Adult,10.10000038,,39.20000076,13,LAC,,0:15,2:09
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0162,Myotis lucifugus,Female,Adult,8.699999809,,39.90000153,12,NOP,,0:15,2:07
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0163,Myotis lucifugus,Female,Adult,10.30000019,,38.20000076,13,LAC,,0:15,2:04
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0164,Myotis lucifugus,Female,Juvenile,7.900000095,,36.09999847,10,JUV,,0:15,2:00
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0165,Myotis lucifugus,Female,Adult,10.19999981,,41.90000153,13,LAC,,23:17,1:57
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0166,Myotis lucifugus,Female,Adult,8.600000381,,38,10,LAC,,23:17,1:55
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0167,Myotis lucifugus,Female,Adult,10,,39.90000153,12,LAC,,0:20,1:51
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0168,Myotis lucifugus,Female,Adult,8.899999619,,41.5,13,LAC,,23:27,1:49
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0169,Myotis lucifugus,Female,Adult,9.199999809,,40.70000076,11,LAC,,23:27,1:43
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0170,Myotis lucifugus,Female,Adult,10.89999962,,38.59999847,12,LAC,,23:54,1:40
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0171,Myotis lucifugus,Female,Juvenile,8.399999619,,38.79999924,11,JUV,,23:54,1:38
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0172,Myotis lucifugus,Female,Adult,9.300000191,,41.09999847,11,NOP,,23:45,1:32
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0173,Myotis lucifugus,Female,Adult,8.600000381,,40.5,12,NOP,,23:45,1:28
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0174,Myotis lucifugus,Female,Adult,10.19999981,,39.79999924,11,LAC,,23:45,1:26
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0175,Myotis lucifugus,Female,Adult,9.300000191,,39.09999847,14,NOP,,23:45,1:25
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0176,Myotis lucifugus,Female,Adult,8.899999619,,40.5,12,NOP,,23:54,1:21
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0177,Myotis lucifugus,Female,Adult,9,,38.59999847,12,LAC,,23:45,1:16
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0178,Myotis lucifugus,Male,Adult,8.399999619,,38.09999847,14,,,23:45,1:12
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0179,Myotis lucifugus,Female,Adult,9.5,,39.70000076,13,NOP,,23:23,1:10
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0180,Myotis lucifugus,Female,Adult,10.30000019,,39.59999847,13,LAC,,23:23,1:06
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0181,Myotis lucifugus,Female,Adult,10.30000019,,40,13,LAC,,0:15,1:02
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0182,Myotis lucifugus,Female,Adult,9.699999809,,39.40000153,12,LAC,,0:17,0:58
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0183,Myotis lucifugus,Female,Adult,10.60000038,,41.20000076,13,LAC,,0:20,0:56
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0184,Myotis lucifugus,Female,Adult,11.39999962,,39.70000076,12,LAC,,0:18,0:53
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0185,Myotis lucifugus,Female,Adult,10.30000019,,39.90000153,13,LAC,,0:15,0:49
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0186,Myotis lucifugus,Male,Juvenile,7,,38.20000076,11,JUV,,23:20,0:46
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0187,Myotis lucifugus,Male,Adult,8.100000381,,38.40000153,12,,,23:13,0:41
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0188,Myotis lucifugus,Female,Adult,8.5,,39.40000153,15,NOP,,23:13,0:37
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0189,Myotis lucifugus,Female,Adult,9.300000191,,38.09999847,13,LAC,,23:13,0:31
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0190,Myotis lucifugus,Female,Adult,10.30000019,,39.70000076,13,LAC,,23:10,0:28
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0191,Myotis lucifugus,Female,Adult,9.5,,40.29999924,13,LAC,,23:10,0:26
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0192,Myotis lucifugus,Female,Adult,10.10000038,,38.79999924,13,LAC,,23:10,0:20
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0193,Myotis lucifugus,Female,Adult,9.699999809,,40.79999924,12,LAC,,23:10,0:10
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0194,Myotis lucifugus,Female,Adult,10.5,,40.59999847,14,LAC,,23:05,0:08
7/27/11,60.96,-117.33,Kakisa,Lady Evelyn Falls campground,UC0195,Myotis lucifugus,Female,Adult,9.100000381,,40.59999847,12,LAC,,23:05,0:01
