Night_date,Latitude,Longitude,Region,Site,BandID,Species,Sex,Ageclass,Massg,Massinacuracy,Forearmlengthmm,Earlengthmm,Reproductivestatus,Comments,Capturetime,Releasetime
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0045,Myotis lucifugus,Female,Adult,7.099999905,,41,13,NOP,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0046,Myotis lucifugus,Female,Adult,7.099999905,,38.40000153,14,NOP,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0047,Myotis lucifugus,Female,Adult,8.600000381,,39.70000076,13,NOP,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0048,Myotis lucifugus,Female,Adult,7.099999905,,40.59999847,13,NOP,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0049,Myotis lucifugus,Female,Adult,6.699999809,,38.20000076,14,NOP,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,UC0051,Myotis lucifugus,Female,Adult,7.099999905,,38.79999924,12,NOP,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.300000191,,37.59999847,13,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,,,38.5,14,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,6.900000095,,38.40000153,12,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.099999905,,38.70000076,12,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.900000095,,38.5,14,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.099999905,,38.40000153,13,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.199999809,,38.20000076,14,,,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,8.300000191,,37.90000153,12,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7,,39.59999847,12,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.5,,36.70000076,14,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,6.699999809,,38.20000076,14,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.800000191,,39.29999924,13,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,6.599999905,,37.5,13,,mud on wings,11:25-12:25,
6/5/11,59.74,-112.22,Wood Buffalo NP,WBBP,,Myotis lucifugus,Male,Adult,7.300000191,,36,12,,mud on wings,11:25-12:25,
