Site,Lat,Lon,night_date,Myotis,Detector Active,Site type
Walk-in Cave,59.7,-112.2,7/31/2012,240,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/1/2012,221,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/2/2012,344,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/3/2012,458,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/4/2012,227,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/5/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/6/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/7/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/8/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/9/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/10/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/11/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/12/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/13/2012,51,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/14/2012,31,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/15/2012,86,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/16/2012,281,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/17/2012,648,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/18/2012,1020,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/19/2012,776,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/20/2012,847,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/21/2012,879,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/22/2012,743,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/23/2012,315,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/24/2012,162,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/25/2012,290,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/26/2012,790,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/27/2012,751,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/28/2012,560,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/29/2012,342,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/30/2012,57,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,8/31/2012,122,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/1/2012,417,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/2/2012,125,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/3/2012,159,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/4/2012,452,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/5/2012,229,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/6/2012,578,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/7/2012,355,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/8/2012,430,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/9/2012,532,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/10/2012,16,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/11/2012,14,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/12/2012,60,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/13/2012,113,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/14/2012,57,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/15/2012,52,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/16/2012,73,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/17/2012,115,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/18/2012,116,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/19/2012,93,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/20/2012,97,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/21/2012,236,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/22/2012,160,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/23/2012,156,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/24/2012,260,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/25/2012,140,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/26/2012,89,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/27/2012,108,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/28/2012,15,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/29/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,9/30/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/1/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/2/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/3/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/4/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/5/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/6/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/7/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/8/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/9/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/10/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/11/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/12/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/13/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/14/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/15/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/16/2012,44,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/17/2012,65,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/18/2012,32,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/19/2012,47,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/20/2012,33,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/21/2012,4,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/22/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/23/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/24/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/25/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/26/2012,0,Yes,Hibernaculum
Walk-in Cave,59.7,-112.2,10/27/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/28/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/29/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/30/2012,,No,Hibernaculum
Walk-in Cave,59.7,-112.2,10/31/2012,,No,Hibernaculum
WBBP,59.74,-112.22,4/1/2011,,No,Foraging site
WBBP,59.74,-112.22,4/2/2011,,No,Foraging site
WBBP,59.74,-112.22,4/3/2011,,No,Foraging site
WBBP,59.74,-112.22,4/4/2011,,No,Foraging site
WBBP,59.74,-112.22,4/5/2011,,No,Foraging site
WBBP,59.74,-112.22,4/6/2011,,No,Foraging site
WBBP,59.74,-112.22,4/7/2011,,No,Foraging site
WBBP,59.74,-112.22,4/8/2011,,No,Foraging site
WBBP,59.74,-112.22,4/9/2011,,No,Foraging site
WBBP,59.74,-112.22,4/10/2011,,No,Foraging site
WBBP,59.74,-112.22,4/11/2011,,No,Foraging site
WBBP,59.74,-112.22,4/12/2011,,No,Foraging site
WBBP,59.74,-112.22,4/13/2011,,No,Foraging site
WBBP,59.74,-112.22,4/14/2011,,No,Foraging site
WBBP,59.74,-112.22,4/15/2011,,No,Foraging site
WBBP,59.74,-112.22,4/16/2011,,No,Foraging site
WBBP,59.74,-112.22,4/17/2011,,No,Foraging site
WBBP,59.74,-112.22,4/18/2011,,No,Foraging site
WBBP,59.74,-112.22,4/19/2011,,No,Foraging site
WBBP,59.74,-112.22,4/20/2011,,No,Foraging site
WBBP,59.74,-112.22,4/21/2011,,No,Foraging site
WBBP,59.74,-112.22,4/22/2011,,No,Foraging site
WBBP,59.74,-112.22,4/23/2011,,No,Foraging site
WBBP,59.74,-112.22,4/24/2011,,No,Foraging site
WBBP,59.74,-112.22,4/25/2011,,No,Foraging site
WBBP,59.74,-112.22,4/26/2011,,No,Foraging site
WBBP,59.74,-112.22,4/27/2011,,No,Foraging site
WBBP,59.74,-112.22,4/28/2011,,No,Foraging site
WBBP,59.74,-112.22,4/29/2011,,No,Foraging site
WBBP,59.74,-112.22,4/30/2011,,No,Foraging site
WBBP,59.74,-112.22,5/1/2011,,No,Foraging site
WBBP,59.74,-112.22,5/2/2011,,No,Foraging site
WBBP,59.74,-112.22,5/3/2011,,No,Foraging site
WBBP,59.74,-112.22,5/4/2011,,No,Foraging site
WBBP,59.74,-112.22,5/5/2011,,No,Foraging site
WBBP,59.74,-112.22,5/6/2011,,No,Foraging site
WBBP,59.74,-112.22,5/7/2011,,No,Foraging site
WBBP,59.74,-112.22,5/8/2011,,No,Foraging site
WBBP,59.74,-112.22,5/9/2011,,No,Foraging site
WBBP,59.74,-112.22,5/10/2011,,No,Foraging site
WBBP,59.74,-112.22,5/11/2011,,No,Foraging site
WBBP,59.74,-112.22,5/12/2011,,No,Foraging site
WBBP,59.74,-112.22,5/13/2011,,No,Foraging site
WBBP,59.74,-112.22,5/14/2011,,No,Foraging site
WBBP,59.74,-112.22,5/15/2011,,No,Foraging site
WBBP,59.74,-112.22,5/16/2011,226,Yes,Foraging site
WBBP,59.74,-112.22,5/17/2011,347,Yes,Foraging site
WBBP,59.74,-112.22,5/18/2011,203,Yes,Foraging site
WBBP,59.74,-112.22,5/19/2011,168,Yes,Foraging site
WBBP,59.74,-112.22,5/20/2011,163,Yes,Foraging site
WBBP,59.74,-112.22,5/21/2011,67,Yes,Foraging site
WBBP,59.74,-112.22,5/22/2011,12,Yes,Foraging site
WBBP,59.74,-112.22,5/23/2011,33,Yes,Foraging site
WBBP,59.74,-112.22,5/24/2011,20,Yes,Foraging site
WBBP,59.74,-112.22,5/25/2011,55,Yes,Foraging site
WBBP,59.74,-112.22,5/26/2011,52,Yes,Foraging site
WBBP,59.74,-112.22,5/27/2011,81,Yes,Foraging site
WBBP,59.74,-112.22,5/28/2011,43,Yes,Foraging site
WBBP,59.74,-112.22,5/29/2011,45,Yes,Foraging site
WBBP,59.74,-112.22,5/30/2011,144,Yes,Foraging site
WBBP,59.74,-112.22,5/31/2011,425,Yes,Foraging site
WBBP,59.74,-112.22,6/1/2011,383,Yes,Foraging site
WBBP,59.74,-112.22,6/2/2011,2,Yes,Foraging site
WBBP,59.74,-112.22,6/3/2011,8,Yes,Foraging site
WBBP,59.74,-112.22,6/4/2011,11,Yes,Foraging site
WBBP,59.74,-112.22,6/5/2011,19,Yes,Foraging site
WBBP,59.74,-112.22,6/6/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,6/7/2011,,No,Foraging site
WBBP,59.74,-112.22,6/8/2011,,No,Foraging site
WBBP,59.74,-112.22,6/9/2011,323,Yes,Foraging site
WBBP,59.74,-112.22,6/10/2011,225,Yes,Foraging site
WBBP,59.74,-112.22,6/11/2011,81,Yes,Foraging site
WBBP,59.74,-112.22,6/12/2011,143,Yes,Foraging site
WBBP,59.74,-112.22,6/13/2011,138,Yes,Foraging site
WBBP,59.74,-112.22,6/14/2011,136,Yes,Foraging site
WBBP,59.74,-112.22,6/15/2011,192,Yes,Foraging site
WBBP,59.74,-112.22,6/16/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,6/17/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,6/18/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,6/19/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,6/20/2011,145,Yes,Foraging site
WBBP,59.74,-112.22,6/21/2011,122,Yes,Foraging site
WBBP,59.74,-112.22,6/22/2011,43,Yes,Foraging site
WBBP,59.74,-112.22,6/23/2011,59,Yes,Foraging site
WBBP,59.74,-112.22,6/24/2011,71,Yes,Foraging site
WBBP,59.74,-112.22,6/25/2011,45,Yes,Foraging site
WBBP,59.74,-112.22,6/26/2011,24,Yes,Foraging site
WBBP,59.74,-112.22,6/27/2011,45,Yes,Foraging site
WBBP,59.74,-112.22,6/28/2011,74,Yes,Foraging site
WBBP,59.74,-112.22,6/29/2011,39,Yes,Foraging site
WBBP,59.74,-112.22,6/30/2011,10,Yes,Foraging site
WBBP,59.74,-112.22,7/1/2011,11,Yes,Foraging site
WBBP,59.74,-112.22,7/2/2011,15,Yes,Foraging site
WBBP,59.74,-112.22,7/3/2011,34,Yes,Foraging site
WBBP,59.74,-112.22,7/4/2011,57,Yes,Foraging site
WBBP,59.74,-112.22,7/5/2011,21,Yes,Foraging site
WBBP,59.74,-112.22,7/6/2011,42,Yes,Foraging site
WBBP,59.74,-112.22,7/7/2011,32,Yes,Foraging site
WBBP,59.74,-112.22,7/8/2011,57,Yes,Foraging site
WBBP,59.74,-112.22,7/9/2011,67,Yes,Foraging site
WBBP,59.74,-112.22,7/10/2011,93,Yes,Foraging site
WBBP,59.74,-112.22,7/11/2011,147,Yes,Foraging site
WBBP,59.74,-112.22,7/12/2011,152,Yes,Foraging site
WBBP,59.74,-112.22,7/13/2011,149,Yes,Foraging site
WBBP,59.74,-112.22,7/14/2011,111,Yes,Foraging site
WBBP,59.74,-112.22,7/15/2011,70,Yes,Foraging site
WBBP,59.74,-112.22,7/16/2011,54,Yes,Foraging site
WBBP,59.74,-112.22,7/17/2011,102,Yes,Foraging site
WBBP,59.74,-112.22,7/18/2011,124,Yes,Foraging site
WBBP,59.74,-112.22,7/19/2011,181,Yes,Foraging site
WBBP,59.74,-112.22,7/20/2011,122,Yes,Foraging site
WBBP,59.74,-112.22,7/21/2011,93,Yes,Foraging site
WBBP,59.74,-112.22,7/22/2011,184,Yes,Foraging site
WBBP,59.74,-112.22,7/23/2011,203,Yes,Foraging site
WBBP,59.74,-112.22,7/24/2011,243,Yes,Foraging site
WBBP,59.74,-112.22,7/25/2011,314,Yes,Foraging site
WBBP,59.74,-112.22,7/26/2011,275,Yes,Foraging site
WBBP,59.74,-112.22,7/27/2011,181,Yes,Foraging site
WBBP,59.74,-112.22,7/28/2011,154,Yes,Foraging site
WBBP,59.74,-112.22,7/29/2011,137,Yes,Foraging site
WBBP,59.74,-112.22,7/30/2011,172,Yes,Foraging site
WBBP,59.74,-112.22,7/31/2011,162,Yes,Foraging site
WBBP,59.74,-112.22,8/1/2011,154,Yes,Foraging site
WBBP,59.74,-112.22,8/2/2011,179,Yes,Foraging site
WBBP,59.74,-112.22,8/3/2011,127,Yes,Foraging site
WBBP,59.74,-112.22,8/4/2011,397,Yes,Foraging site
WBBP,59.74,-112.22,8/5/2011,560,Yes,Foraging site
WBBP,59.74,-112.22,8/6/2011,573,Yes,Foraging site
WBBP,59.74,-112.22,8/7/2011,664,Yes,Foraging site
WBBP,59.74,-112.22,8/8/2011,744,Yes,Foraging site
WBBP,59.74,-112.22,8/9/2011,448,Yes,Foraging site
WBBP,59.74,-112.22,8/10/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/11/2011,121,Yes,Foraging site
WBBP,59.74,-112.22,8/12/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/13/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/14/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/15/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/16/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/17/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/18/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/19/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/20/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/21/2011,148,Yes,Foraging site
WBBP,59.74,-112.22,8/22/2011,190,Yes,Foraging site
WBBP,59.74,-112.22,8/23/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/24/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/25/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/26/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,8/27/2011,,No,Foraging site
WBBP,59.74,-112.22,8/28/2011,109,Yes,Foraging site
WBBP,59.74,-112.22,8/29/2011,80,Yes,Foraging site
WBBP,59.74,-112.22,8/30/2011,29,Yes,Foraging site
WBBP,59.74,-112.22,8/31/2011,14,Yes,Foraging site
WBBP,59.74,-112.22,9/1/2011,3,Yes,Foraging site
WBBP,59.74,-112.22,9/2/2011,23,Yes,Foraging site
WBBP,59.74,-112.22,9/3/2011,112,Yes,Foraging site
WBBP,59.74,-112.22,9/4/2011,202,Yes,Foraging site
WBBP,59.74,-112.22,9/5/2011,80,Yes,Foraging site
WBBP,59.74,-112.22,9/6/2011,192,Yes,Foraging site
WBBP,59.74,-112.22,9/7/2011,23,Yes,Foraging site
WBBP,59.74,-112.22,9/8/2011,17,Yes,Foraging site
WBBP,59.74,-112.22,9/9/2011,55,Yes,Foraging site
WBBP,59.74,-112.22,9/10/2011,6,Yes,Foraging site
WBBP,59.74,-112.22,9/11/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,9/12/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,9/13/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,9/14/2011,7,Yes,Foraging site
WBBP,59.74,-112.22,9/15/2011,2,Yes,Foraging site
WBBP,59.74,-112.22,9/16/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,9/17/2011,7,Yes,Foraging site
WBBP,59.74,-112.22,9/18/2011,4,Yes,Foraging site
WBBP,59.74,-112.22,9/19/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,9/20/2011,5,Yes,Foraging site
WBBP,59.74,-112.22,9/21/2011,4,Yes,Foraging site
WBBP,59.74,-112.22,9/22/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,9/23/2011,4,Yes,Foraging site
WBBP,59.74,-112.22,9/24/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,9/25/2011,15,Yes,Foraging site
WBBP,59.74,-112.22,9/26/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,9/27/2011,4,Yes,Foraging site
WBBP,59.74,-112.22,9/28/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,9/29/2011,2,Yes,Foraging site
WBBP,59.74,-112.22,9/30/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/1/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/2/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/3/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/4/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/5/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/6/2011,1,Yes,Foraging site
WBBP,59.74,-112.22,10/7/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/8/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/9/2011,0,Yes,Foraging site
WBBP,59.74,-112.22,10/10/2011,,No,Foraging site
WBBP,59.74,-112.22,10/11/2011,,No,Foraging site
WBBP,59.74,-112.22,10/12/2011,,No,Foraging site
WBBP,59.74,-112.22,10/13/2011,,No,Foraging site
WBBP,59.74,-112.22,10/14/2011,,No,Foraging site
WBBP,59.74,-112.22,10/15/2011,,No,Foraging site
WBBP,59.74,-112.22,10/16/2011,,No,Foraging site
WBBP,59.74,-112.22,10/17/2011,,No,Foraging site
WBBP,59.74,-112.22,10/18/2011,,No,Foraging site
WBBP,59.74,-112.22,10/19/2011,,No,Foraging site
WBBP,59.74,-112.22,10/20/2011,,No,Foraging site
WBBP,59.74,-112.22,10/21/2011,,No,Foraging site
WBBP,59.74,-112.22,10/22/2011,,No,Foraging site
WBBP,59.74,-112.22,10/23/2011,,No,Foraging site
WBBP,59.74,-112.22,10/24/2011,,No,Foraging site
WBBP,59.74,-112.22,10/25/2011,,No,Foraging site
WBBP,59.74,-112.22,10/26/2011,,No,Foraging site
WBBP,59.74,-112.22,10/27/2011,,No,Foraging site
WBBP,59.74,-112.22,10/28/2011,,No,Foraging site
WBBP,59.74,-112.22,10/29/2011,,No,Foraging site
WBBP,59.74,-112.22,10/30/2011,,No,Foraging site
WBBP,59.74,-112.22,10/31/2011,,No,Foraging site
