D:\Agilent\ICPMH\1\DATA\Rachel Johnson\PC_LGH_20230328.b\PCBM.d
Intensity Vs Time,CPS
Acquired      : 2023-03-28 13:54:37 using Batch PC_LGH_20230328.b
Time [Sec],Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137
0.9846,20.00,133.33,470806.23,15543.02,393.34,0.00,0.00
1.9599,60.00,66.67,474290.51,16106.82,463.34,20.00,0.00
2.9348,40.00,66.67,492473.42,16153.53,426.67,0.00,0.00
3.9096,80.00,0.00,460971.72,16000.07,526.67,0.00,0.00
4.8850,50.00,100.00,498663.55,15869.96,486.67,0.00,0.00
5.8598,160.00,66.67,484371.01,16210.24,503.34,0.00,0.00
6.8347,150.00,100.00,482422.86,16263.62,413.34,20.00,0.00
7.8095,40.00,66.67,479791.38,16417.09,450.01,0.00,0.00
8.7849,130.00,0.00,469884.06,16180.22,476.67,0.00,0.00
9.7597,100.00,0.00,489190.99,15589.73,456.67,20.00,0.00
10.7346,50.00,66.67,487584.19,16110.16,380.00,30.00,0.00
11.7100,120.00,0.00,483072.18,16026.76,426.67,10.00,0.00
12.6848,100.00,33.33,479107.99,15826.59,400.00,0.00,0.00
13.6596,90.00,66.67,472035.92,16086.81,476.67,10.00,0.00
14.6345,30.00,0.00,486524.49,15566.37,490.01,0.00,0.00
15.6099,110.00,0.00,484541.91,15469.63,520.01,10.00,0.00
16.5847,40.00,0.00,472377.45,16060.12,516.67,0.00,0.00
17.5596,160.00,0.00,495345.97,15589.73,553.34,60.00,0.00
18.5349,30.00,33.33,482730.45,15726.50,470.01,20.00,0.00
19.5098,60.00,300.00,474222.15,15669.79,493.34,20.00,0.00
20.4846,70.00,0.00,467903.17,16233.60,413.34,30.00,0.00
21.4600,160.00,0.00,456090.44,15696.48,476.67,0.00,0.00
22.4348,180.00,66.67,469405.87,15966.71,470.01,10.00,0.00
23.4097,60.00,66.67,470601.31,16133.51,516.67,20.00,20.00
24.3845,70.00,100.00,464932.24,16296.99,463.34,30.00,0.00
25.3599,40.00,100.00,461210.69,15673.13,406.67,10.00,0.00
26.3347,10.00,66.67,466673.77,16023.42,433.34,0.00,0.00
27.3096,120.00,66.67,458889.33,15996.73,540.01,70.00,0.00
28.2849,40.00,133.33,474666.25,15716.50,476.67,10.00,0.00
29.2598,80.00,0.00,478732.11,16090.14,556.67,20.00,0.00
30.2346,130.00,200.00,478561.27,16313.67,553.34,0.00,0.00
31.2100,70.00,66.67,470908.70,16206.91,510.01,20.00,0.00
32.1848,40.00,133.33,465239.50,16246.94,510.01,0.00,0.00
33.1597,90.00,233.33,462699.98,15973.38,423.34,30.00,0.00
34.1345,110.00,100.00,428975.76,15496.31,380.00,10.00,0.00
35.1099,70.00,0.00,267586.29,13568.18,426.67,20.00,0.00
36.0847,30.00,166.67,253361.82,13197.92,390.00,20.00,0.00
37.0596,20.00,100.00,258563.86,13958.46,393.34,30.00,0.00
38.0349,70.00,0.00,334999.16,14242.00,343.34,0.00,0.00
39.0098,60.00,33.33,354342.03,14895.84,363.34,60.00,0.00
39.9846,70.00,66.67,350879.21,14135.25,436.67,0.00,10.00
40.9600,60.00,0.00,345618.40,14221.99,370.00,10.00,0.00
41.9348,80.00,133.33,324724.78,13704.94,406.67,10.00,0.00
42.9097,110.00,66.67,324453.56,13354.69,400.00,20.00,0.00
43.8845,50.00,66.67,339408.99,13568.18,390.00,40.00,0.00
44.8599,60.00,0.00,340901.80,13344.68,356.67,0.00,0.00
45.8348,120.00,66.67,349521.46,13454.76,456.67,0.00,0.00
46.8096,50.00,66.67,335711.50,14208.65,443.34,0.00,0.00
47.7850,80.00,66.67,334320.84,12774.29,430.00,0.00,0.00
48.7598,120.00,133.33,338255.57,13768.32,203.33,0.00,0.00
49.7347,70.00,100.00,341987.54,13928.44,333.34,0.00,0.00
50.7095,130.00,33.33,373160.43,14228.66,466.67,30.00,0.00
51.6849,60.00,0.00,415143.11,14572.25,446.67,0.00,0.00
52.6597,150.00,66.67,392541.48,14922.52,490.01,0.00,0.00
53.6346,70.00,200.00,400605.51,14231.99,373.34,30.00,0.00
54.6099,100.00,100.00,412827.22,14702.35,363.34,20.00,0.00
55.5848,70.00,33.33,404621.85,14268.69,396.67,20.00,0.00
56.5606,80.00,100.00,399652.65,14412.13,503.34,0.00,0.00
57.5360,90.00,66.67,409354.01,14872.48,473.34,0.00,0.00
58.5108,70.00,100.00,426385.62,14852.47,443.34,30.00,0.00
59.4857,120.00,100.00,409660.46,13825.03,446.67,20.00,0.00
60.4605,30.00,166.67,394106.36,14458.83,473.34,0.00,0.00
61.4359,70.00,33.33,410613.81,14969.23,403.34,0.00,0.00
62.4108,180.00,0.00,400877.81,14458.83,380.00,0.00,0.00
63.3856,430.00,1166.70,464454.21,568855.86,672604.35,2779547.15,362243.71
64.3610,2024127.94,825780.62,14582119.08,5825457.69,1575983.06,5323856.80,579406.59
65.3358,2858994.64,1167933.75,19410873.35,7173775.55,1810745.97,5927952.41,608973.19
66.3107,3225327.14,1263081.41,21068231.72,7607968.03,1821519.51,6042166.16,617511.08
67.2855,3336550.89,1278310.58,22168042.16,7488240.54,1822832.43,6141487.41,627668.70
68.2609,3291134.95,1305583.10,21938106.74,7626420.53,1776516.39,6024144.91,635241.40
69.2357,3308469.33,1289764.22,21425194.23,7505179.70,1794237.01,6042121.78,632091.79
70.2106,3290684.64,1341986.23,20840646.30,7625899.70,1814558.26,6093899.28,643563.62
71.1859,3310293.08,1272132.84,21247142.14,7697737.19,1803581.80,6280130.53,619995.65
72.1608,3342557.76,1307476.46,21734898.40,7525124.70,1821750.34,6302528.66,631687.72
73.1356,3208249.01,1298579.98,20772527.55,7679393.03,1845655.76,6096033.03,635863.12
74.1110,3380188.70,1275204.72,22193458.83,7765259.69,1828969.30,6212976.16,640205.22
75.0858,3349895.26,1292548.34,21068556.72,7609605.53,1860372.01,6190818.66,632557.92
76.0607,3342426.51,1285177.63,21599617.15,7767596.36,1852636.18,6358436.16,660447.88
77.0355,3351099.64,1349295.73,22844938.01,7870416.35,1847289.30,6064329.28,642765.38
78.0109,3421454.95,1370735.06,21916890.07,7724668.03,1831665.76,6252904.28,668864.83
78.9857,3317898.39,1373849.51,21654169.23,7696013.03,1857108.26,6302051.78,638795.73
79.9606,3232607.14,1326235.32,21514290.06,7618909.70,1868339.72,6447401.78,642102.10
80.9359,3424856.51,1282565.26,22095571.33,7685484.69,1861176.18,6565488.65,631397.57
81.9108,3528623.38,1382975.81,22691154.67,7537466.37,1815328.68,6300544.91,631552.96
82.8856,3296612.14,1300945.47,21081927.55,7787815.52,1858630.13,6278566.16,635738.78
83.8610,3261924.01,1381639.87,22159702.58,7616324.70,1853010.13,6162397.41,626829.76
84.8358,3312330.58,1330592.09,22662035.92,7744008.03,1889937.01,6111184.91,656754.52
85.8107,3510085.89,1272051.98,22011346.33,7753700.53,1876099.09,6344469.28,624188.98
86.7855,3389491.51,1281327.24,21980504.66,7709832.19,1857614.09,6095253.03,635376.12
87.7609,3307640.89,1318330.11,21890300.49,7795584.69,1867411.18,6150435.53,656681.79
88.7357,3323301.83,1282671.64,21464556.73,7630709.70,1805672.84,6127344.91,636142.92
89.7106,3396216.51,1337735.71,21676821.32,7694381.36,1872574.72,6344866.16,636940.77
90.6860,3350389.33,1475795.87,21782817.15,7834257.19,1849091.18,6117108.66,634775.15
91.6608,3351570.58,1338237.79,21877481.74,7780515.52,1883887.84,6196757.41,633324.64
92.6357,3429537.14,1350861.49,21967956.74,7750223.86,1900074.51,6332748.03,635096.40
93.6105,3524479.32,1318989.61,22411773.42,7939898.85,1925162.01,6329563.03,626436.20
94.5859,3380453.07,1312986.23,22145804.66,7820028.02,1898845.97,6195676.78,645927.30
95.5607,3492073.39,1427092.61,21898031.74,7842757.19,1899625.55,6138247.41,626104.76
96.5356,3388337.76,1339867.35,21892204.66,7775418.86,1907305.55,6226728.66,632257.53
97.5109,3319313.08,1256369.17,19661946.27,5620867.28,787814.40,1820797.32,152039.20
98.4858,599814.64,212131.87,3986597.22,888501.74,108290.65,341519.96,20712.09
99.4606,93895.14,49964.91,929636.09,157174.02,19239.83,48182.77,4270.51
100.4360,14315.24,5934.25,634934.58,34254.18,3253.61,9092.24,750.02
101.4108,4400.50,866.69,443125.27,19646.82,1430.05,1190.04,210.00
102.3857,590.01,333.34,416403.26,15756.53,543.34,1040.03,40.00
103.3605,180.00,300.00,411737.54,15789.89,470.01,110.00,0.00
104.3359,100.00,100.00,417152.61,15909.99,493.34,20.00,20.00
105.3107,160.00,100.00,403736.89,14972.56,893.35,30.00,0.00
106.2856,100.00,100.00,398189.40,15022.60,383.34,40.00,0.00
107.2609,1190.04,100.00,418208.60,25910.99,1043.36,13584.99,1990.11
108.2358,84653.04,52237.62,1632058.37,2031062.84,1767334.30,3935136.82,440987.69
109.2106,2619990.59,998254.64,16934474.34,6756912.65,1949296.80,5622551.79,594607.69
110.1860,3190733.08,1244207.06,19719362.94,7595283.86,1907305.55,5905333.04,615254.64
111.1608,3345039.95,1353282.32,21216150.47,7785571.36,2005125.75,6200077.41,645118.66
112.1357,3449609.95,1333898.08,22680363.01,7962272.18,1980975.34,6295732.41,648591.98
113.1105,3387293.07,1355967.09,22791213.01,7878784.69,1987428.25,6341911.78,636422.61
114.0859,3629094.32,1460172.69,22099006.74,8073066.35,2024590.34,6540585.53,652957.96
115.0607,3441174.95,1418689.62,23093769.27,8148525.51,1993863.05,6584467.40,670858.04
116.0356,3638630.26,1422254.98,22502363.00,8285370.50,2063169.08,6665503.03,684151.94
117.0109,3593476.51,1521572.04,24323102.63,8366220.50,2042148.88,6565753.65,704589.60
117.9858,3737380.88,1398696.78,23732460.95,8252607.17,2047217.84,6700851.15,675779.76
118.9606,3682223.38,1408980.37,23953044.29,8399173.00,2067552.42,6721431.15,689441.01
119.9360,3744829.63,1412260.71,23585152.61,8332643.00,2058859.08,6551846.15,670660.85
120.9109,3620306.51,1431883.37,23173298.43,8387623.83,2025280.75,6806038.02,692226.47
121.8857,3708092.76,1379431.67,24347275.54,8468273.83,2063621.38,6563478.03,695459.44
122.8605,3623614.95,1462836.10,24830263.05,8554486.33,2027391.38,6679369.90,686863.90
123.8359,3578844.95,1423982.45,24098660.96,8404728.83,2030561.59,6867828.02,690999.91
124.8108,3692493.69,1375789.61,23825473.45,8430671.33,2033380.96,6686927.40,691405.38
125.7856,3599177.45,1497792.61,24408902.63,8449270.50,2051468.88,6541178.65,687393.82
126.7610,3604006.51,1483424.51,24883354.72,8362998.83,2037027.63,6767704.27,661402.49
127.7358,3735800.57,1405589.48,24219525.54,8360235.50,2067795.13,6591853.65,681970.22
128.7107,3757851.19,1401504.98,23550196.36,8361259.67,2096933.88,6654073.03,660001.63
129.6855,3526260.57,1497835.19,24410338.05,8366848.00,2050133.88,6560837.40,691457.33
130.6609,3704925.57,1496392.87,24383350.55,8432556.33,2092652.21,6574735.53,672187.10
131.6357,3781641.51,1430232.58,24199081.79,8340087.17,2045912.84,6657837.40,679581.08
132.6106,3658660.57,1445106.93,24034358.87,8362833.83,2071248.04,6604791.78,658123.90
133.5859,3652480.26,1473298.47,24540831.80,8465462.16,2078243.04,6595473.65,659265.07
134.5608,3749256.51,1461925.68,22918494.26,8139289.68,2002242.42,6352703.03,676537.96
135.5356,3688010.57,1367744.04,22573188.00,8231794.67,2009952.63,6616323.03,659721.55
136.5110,3584969.01,1411026.85,24035915.12,8179828.84,2050831.38,6528411.15,670131.32
137.4858,3543906.20,1399300.94,23047183.85,8108898.84,2004492.63,6605860.53,659783.90
138.4607,3553022.76,1554992.61,23283998.44,8244117.17,1849900.34,4814600.55,434561.91
139.4355,1924530.44,676222.09,10263439.81,2712265.93,323623.89,751166.79,76806.02
140.4109,279085.25,105287.84,2133148.22,416494.85,55381.36,123692.85,10353.02
141.3857,53122.14,15139.30,789290.97,83546.60,10266.13,31657.11,1760.09
142.3606,8411.81,3466.98,484131.75,35376.24,2263.47,4650.59,490.01
143.3359,2390.15,933.36,453087.22,18285.46,1040.03,2570.18,90.00
144.3108,750.01,233.33,417731.68,16193.56,466.67,280.00,40.00
145.2856,270.00,66.67,441419.90,16306.99,460.01,40.00,0.00
146.2610,240.00,33.33,447423.25,16290.31,390.00,10.00,0.00
147.2369,140.00,166.67,425976.67,15886.64,513.34,50.00,0.00
148.2117,160.00,266.67,414087.31,15326.18,470.01,20.00,10.00
149.1866,1440.05,1633.40,496132.53,664409.40,1074737.77,2935541.52,344321.75
150.1619,2287147.62,897248.65,16927297.25,6253519.33,1810898.89,5310087.42,573209.95
151.1368,3233976.83,1272898.86,20061915.03,7539722.20,1936567.21,5779275.54,606459.29
152.1116,3364889.64,1280620.86,21016715.05,7668302.20,1924123.88,6100359.28,613371.05
153.0870,3315379.33,1251518.91,21693854.65,7702152.19,1953586.17,6086409.28,613991.94
154.0618,3521332.76,1300541.31,22029175.49,7842018.02,1941867.63,6197732.41,625131.32
155.0367,3564982.45,1335485.06,21618021.32,7829960.52,1936712.01,6533226.15,619892.06
156.0115,3446902.45,1305957.58,21071406.72,7767771.36,1906570.76,6050806.78,609666.51
156.9869,3480841.20,1310280.24,21794556.74,7842926.36,1975818.67,6199575.53,611808.43
157.9617,3411834.95,1351303.94,21533237.98,7896513.85,1928722.63,6174135.53,631936.28
158.9366,3489979.64,1385749.90,23076423.43,8141928.01,1938482.63,6313904.91,635396.87
159.9119,3516943.07,1358102.89,23213794.27,8096956.34,1997124.71,6598029.90,661319.60
160.8868,3624862.76,1364404.07,23052477.60,8242188.84,2001329.50,6528594.90,644227.06
161.8616,3599013.07,1418766.18,22721906.76,8295037.17,2014710.96,6514904.90,662357.26
162.8370,3714031.51,1454292.74,22931783.85,8179607.17,1994773.05,6769324.27,665294.13
163.8118,3682801.51,1447876.73,23694104.70,8419571.33,2011924.50,6561085.53,663768.51
164.7867,3589849.63,1449940.27,22958110.93,8269305.50,1993171.59,6527703.65,685616.94
165.7615,3562577.13,1488789.75,22947323.43,8370668.00,2023022.00,6672095.53,649017.18
166.7369,3724269.63,1393084.93,24381435.96,8481267.16,2036355.75,6629158.65,667588.04
167.7117,3672380.57,1436448.60,23575056.78,8485058.00,2000887.63,6580683.65,665584.83
168.6866,3905259.32,1495716.31,23522294.28,8479291.33,2003882.63,6685264.28,672934.52
169.6620,3896032.44,1451863.31,23062229.68,8289642.17,2082576.17,6545241.78,669072.49
170.6368,3694096.82,1446174.77,24221148.46,8508028.00,2006950.55,6595375.53,659534.76
171.6116,3668083.70,1478204.07,24662879.72,8332791.34,1958477.01,6737773.02,678261.94
172.5870,3787909.32,1498064.88,24371696.38,8409040.50,2011280.75,6714263.65,690480.22
173.5619,3861239.94,1445140.92,25920542.25,8557821.33,1994047.84,6785004.27,670577.80
174.5367,3854954.94,1479880.37,23887356.78,8546534.66,1968216.38,6790469.27,673941.79
175.5116,3694090.88,1431700.42,24240763.04,8513053.00,2009260.13,6935981.77,686604.05
176.4869,3819589.94,1538994.96,23986877.62,8611040.49,2050731.17,6961359.27,673879.52
177.4618,3845790.26,1456777.51,23989338.04,8673758.82,2018896.17,6871210.52,697632.41
178.4366,3901874.94,1533110.71,24622613.05,8373424.67,1931222.01,6701411.15,665647.10
179.4120,3649664.63,1491610.58,23556788.03,8138733.84,1939572.21,6676216.15,670951.47
180.3868,3685090.57,1447987.27,24421588.05,8218443.01,1447166.82,3689126.20,308592.79
181.3617,1376250.92,472299.46,8462283.52,1813081.80,225668.25,579652.53,55857.87
182.3365,228790.04,81104.23,1644546.26,323063.11,41813.06,107109.72,9712.66
183.3119,47968.83,15272.74,759384.85,84879.14,7684.90,28151.44,2100.12
184.2867,8241.74,1833.42,487481.65,34063.84,2186.79,3860.40,610.01
185.2616,2910.22,700.01,440942.49,18992.82,996.69,1070.03,160.00
186.2369,500.01,566.68,448787.97,17147.73,496.67,1300.05,20.00
187.2118,170.00,166.67,425022.57,16784.08,460.01,320.00,0.00
188.1866,250.00,133.33,445342.33,15589.73,470.01,80.00,0.00
189.1620,190.00,100.00,434225.17,15930.01,523.34,20.00,0.00
190.1368,110.00,0.00,435486.60,16053.44,556.67,5440.80,2480.17
191.1117,102638.96,225819.96,4200447.49,236944.78,109128.80,619892.14,38271.27
192.0865,369257.61,973778.15,16410540.99,549018.31,131773.02,746967.02,44225.10
193.0619,392014.60,1115976.46,19517444.19,576164.51,130873.45,754785.46,44154.92
194.0367,407241.48,1151695.73,18977379.59,585950.39,137124.40,777874.68,46430.73
195.0116,411213.39,1147664.61,19566050.44,605416.54,141043.18,802359.44,46731.51
195.9869,442311.87,1280941.70,21013815.05,593616.17,145849.60,815339.91,49188.14
196.9618,456502.81,1249430.50,20761450.46,627850.55,142735.87,823928.58,49699.57
197.9366,430665.89,1231066.17,20149135.87,619389.61,141738.39,815047.41,50241.10
198.9120,438804.02,1231350.03,20996862.97,624726.69,147801.43,830430.46,50993.24
199.8868,432424.10,1234652.50,20376969.21,640647.16,150912.62,825444.13,49438.84
200.8617,441176.56,1230320.47,20924087.97,631687.94,144079.37,827398.74,50070.61
201.8365,437351.99,1203321.25,19524498.35,620477.58,143424.41,809751.86,48285.67
202.8119,447119.41,1271262.53,19461831.69,621634.51,144915.78,829029.60,46190.10
203.7868,449083.78,1215237.53,20096931.70,618343.00,144892.26,792580.54,50311.29
204.7616,446546.63,1266068.91,20762094.21,626500.44,144149.93,818996.39,48215.48
205.7370,447313.82,1228155.11,19981254.61,628567.06,142910.53,830200.46,49759.74
206.7118,449503.24,1236818.78,20447952.54,615375.55,144569.80,829071.32,47232.84
207.6867,452501.32,1184716.17,20038785.86,626565.81,142729.15,820814.44,46641.28
208.6615,441687.96,1201867.60,19920383.78,615878.10,141117.06,817262.02,48275.65
209.6369,445093.98,1205696.77,19623679.61,629745.03,143034.81,828454.68,48877.29
210.6117,469270.03,1232699.38,21373646.31,628160.60,139411.09,828339.68,51905.88
211.5866,493479.95,1298524.64,21002881.72,640171.54,136946.44,837091.16,53129.50
212.5619,485233.08,1193744.56,20706867.13,642505.03,137186.65,853643.74,51364.31
213.5368,502922.14,1249572.68,20350658.79,648976.12,137087.46,829520.93,50511.86
214.5116,469628.47,1149291.04,20742579.63,633093.62,145789.15,858972.41,49438.84
215.4870,440900.42,1239553.54,19867146.28,614091.69,143592.34,810900.61,48355.86
216.4618,439100.58,1251740.65,20071029.62,621865.24,144556.36,806796.71,48827.15
217.4367,450505.97,1165527.11,20409254.62,623166.69,143931.61,804478.82,47854.51
218.4115,545276.12,1170021.77,20242242.12,619468.83,142185.06,805219.99,45769.01
219.3869,445032.61,1228865.00,19741104.61,628811.59,142413.44,803539.21,47694.07
220.3617,457352.30,1221730.76,20617956.71,630957.68,141264.84,820260.69,49208.20
221.3366,473213.43,1217224.38,20646358.79,631918.78,142275.75,814733.89,50401.55
222.3119,455028.98,1264112.79,21035590.05,607556.64,112515.31,487418.55,23465.52
223.2868,186526.34,448237.38,7541328.81,159654.58,17351.33,68888.25,3670.38
224.2616,30073.13,63805.82,1386405.11,35860.47,2773.54,10292.87,430.01
225.2370,3790.37,8068.36,679069.81,18262.11,840.02,1810.09,140.00
226.2118,760.01,966.69,454861.83,16777.40,496.67,530.01,20.00
227.1867,150.00,366.67,441658.67,16327.01,483.34,40.00,0.00
228.1615,150.00,166.67,458206.65,16276.97,430.00,840.02,60.00
229.1369,80.00,100.00,449026.70,16103.49,456.67,40.00,0.00
230.1117,60.00,66.67,441590.47,16423.76,490.01,20.00,0.00
231.0866,180.00,66.67,447116.25,16040.10,483.34,80.00,0.00
232.0620,140.00,166.67,439305.58,15779.88,363.34,50.00,20.00
233.0368,170.00,233.33,439544.22,16513.84,49093.94,194994.04,17508.64
234.0116,249077.98,610037.77,11111821.08,446832.53,141338.73,687357.88,40816.94
234.9870,404852.53,985171.12,16584919.12,554003.31,141362.25,729831.86,41999.69
235.9619,387108.24,1067535.83,18006250.40,600029.56,137423.24,726910.07,44215.07
236.9367,408262.45,1095267.21,19703765.02,578267.01,145590.93,738496.40,44666.21
237.9126,408078.63,1064930.30,18253581.66,602585.34,142305.98,754827.25,42571.05
238.8879,425075.46,1097100.81,18580956.67,580108.52,142601.52,739328.74,44555.92
239.8628,405934.68,1078384.07,18908769.17,589556.02,141557.03,735157.10,46059.76
240.8376,406230.78,1117988.57,17760571.23,611266.07,146430.75,752578.11,43182.53
241.8130,422735.42,1062536.29,19962806.70,601587.84,149938.21,738579.60,46139.97
242.7878,424973.27,1169667.86,17763892.06,605753.78,148496.87,752484.36,42982.05
243.7627,404127.77,1131231.28,17934073.32,583104.82,146212.40,733430.30,44255.17
244.7375,400698.20,1045821.96,18570210.83,596483.99,143269.90,751942.96,45357.96
245.7129,418046.13,1136177.50,19032781.68,597302.42,143760.29,715237.25,43212.61
246.6877,393442.88,1025115.71,17476942.06,618246.59,145433.08,751672.33,41769.15
247.6626,397381.48,1136530.75,18676144.17,607126.59,151362.91,741316.16,45187.52
248.6380,419067.69,1077362.46,19541015.02,606207.89,148889.97,723967.80,44375.47
249.6128,436441.99,1089590.84,18772337.92,601598.10,146229.20,706022.65,44044.65
250.5876,405618.20,1093398.46,18940910.84,587129.30,149467.82,745145.61,43633.64
251.5630,394340.78,1037909.59,17903450.40,590102.68,145574.15,723884.60,44034.62
252.5379,411131.63,1096501.33,17692483.73,604522.16,147374.76,770161.16,42360.55
253.5127,392688.00,1153570.08,18141717.07,588373.47,143672.96,755326.94,42921.90
254.4875,409742.92,1079687.72,18979848.34,598399.40,142386.58,731911.79,46530.99
255.4629,410621.13,1038858.81,18711012.92,596188.26,143246.39,737726.55,44525.85
256.4377,425269.60,1098934.79,17336429.55,606214.82,143031.45,730570.30,43232.66
257.4126,404168.59,1153888.18,18477523.33,619702.84,144207.03,731350.22,41929.53
258.3880,414379.29,1052224.50,18036737.90,589201.96,142101.11,729031.24,44094.77
259.3628,406863.67,1131054.84,18737185.84,574419.61,140173.39,737081.47,43723.86
260.3377,404342.14,1124132.19,18213756.66,592911.38,140133.09,726816.40,43974.48
261.3125,410498.55,1053561.48,19014117.09,604718.15,140781.24,735344.13,46200.13
262.2879,411979.29,1095937.13,20233623.37,600070.97,140452.13,740889.44,45949.48
263.2627,406506.36,1069226.07,18695796.25,602372.11,141738.39,770348.82,44395.52
264.2376,393626.60,1046314.28,17101850.38,411249.20,53455.80,211362.69,9372.48
265.2129,74572.08,179333.43,3348785.23,77300.24,8181.78,28461.91,1330.05
266.1878,11173.19,27386.18,870246.83,23971.78,1490.06,3740.38,160.00
267.1626,1880.09,2700.19,498389.92,17394.62,553.34,540.01,0.00
268.1380,390.00,433.34,453667.39,16186.89,510.01,70.00,0.00
269.1128,250.00,0.00,424886.24,16280.30,460.01,40.00,0.00
270.0877,180.00,333.34,416130.80,15940.02,356.67,30.00,0.00
271.0625,110.00,66.67,438487.22,15372.88,430.00,70.00,20.00
272.0379,100.00,233.33,423455.09,15816.58,436.67,20.00,0.00
273.0127,130.00,133.33,439544.22,16457.12,503.34,40.00,10.00
273.9876,100.00,233.33,457592.20,16357.04,556.67,5630.86,1880.10
274.9630,86310.27,149580.28,3942930.04,263514.57,117928.32,566373.78,38371.49
275.9378,367525.35,972831.99,17961587.90,567283.26,140210.33,702024.52,44716.33
276.9126,407455.85,1049726.52,19374067.10,568756.23,139004.77,723988.58,45708.86
277.8880,430931.71,1163333.23,17746758.73,586727.16,140986.10,734741.00,44114.82
278.8629,390484.45,1063662.98,19176742.10,598853.47,137822.81,736665.30,43072.26
279.8377,397391.67,1064859.85,18858677.50,585850.71,142776.17,751110.07,45137.39
280.8125,418464.95,1092058.62,18701842.08,598437.32,140583.09,744542.02,44425.60
281.7879,420160.77,1138651.20,19184056.68,588036.75,146393.81,765784.68,44746.40
282.7628,418117.61,1155833.36,19347100.43,611042.42,140136.48,732119.75,44024.59
283.7376,408425.78,1203888.44,18762985.84,592244.40,141536.87,753098.58,47944.75
284.7130,396259.06,1194849.38,18692796.25,611008.00,150586.71,747081.55,44836.63
285.6878,412326.44,1113576.20,18680350.42,603538.15,144106.26,751047.65,47132.57
286.6627,431626.79,1131584.66,19197915.01,596312.06,146810.37,746613.19,43804.05
287.6380,420314.02,1165102.37,18691279.58,603077.22,146665.92,747237.57,45207.57
288.6129,417555.81,1151695.73,18438219.16,597285.29,146239.29,753629.75,44064.70
289.5877,413980.93,1127769.95,19028731.68,613386.12,145799.23,757649.29,45077.24
290.5626,415226.95,1058066.04,18309767.08,602461.49,146625.61,783724.29,45247.67
291.5379,434141.56,1153640.78,17891748.32,598327.16,145678.30,750173.11,44205.05
292.5128,408487.06,1133032.97,18437804.58,601990.29,146588.65,762242.64,42901.85
293.4876,431330.38,1138333.10,20137608.78,608912.27,151702.26,742325.38,45177.49
294.4630,430461.48,1100839.35,18736442.09,597374.72,150479.16,791276.32,44465.70
295.4378,423552.85,1153004.06,18465040.00,606132.22,142490.70,760148.82,45999.60
296.4127,414287.34,1115341.17,17912921.23,585830.08,145695.10,763117.64,44997.04
297.3875,401157.45,1160042.86,19173225.43,634137.58,140898.78,745874.21,44235.12
298.3629,423144.13,1086629.97,18575537.92,602784.92,140559.58,745436.94,44425.60
299.3377,410130.97,1194140.39,18518769.16,597838.93,140801.39,761930.14,43763.95
300.3126,420048.43,1112976.46,19044617.09,581610.08,145930.24,765232.49,45929.42
301.2879,423123.74,1149715.26,18415806.66,582094.51,141956.69,737705.77,42761.51
302.2628,433569.06,1176570.86,18183021.24,590391.33,143612.51,764940.77,46310.41
303.2376,415145.27,1150634.66,18735075.42,601426.12,141258.12,757368.04,44184.99
304.2130,438742.69,1162342.60,19571567.10,593464.92,142326.13,771453.43,45899.35
305.1878,435235.50,1189463.18,19473146.27,597078.93,110651.00,469605.77,24947.54
306.1627,177967.05,436164.14,6827195.99,155833.04,16920.94,64923.92,3830.41
307.1375,25476.60,55714.04,1233584.79,33923.58,2730.20,10883.21,470.01
308.1129,3940.40,7534.81,436338.97,18782.61,823.35,2060.11,30.00
309.0877,710.01,2166.79,340867.85,13638.22,490.01,860.02,50.00
310.0626,180.00,700.01,315099.62,13694.93,473.34,130.00,0.00
311.0380,200.00,266.67,377952.91,15239.44,476.67,100.00,0.00
312.0128,100.00,100.00,471147.80,15956.70,460.01,0.00,0.00
312.9876,90.00,233.33,437498.28,15903.32,416.67,20.00,0.00
313.9630,40.00,133.33,436066.25,15726.50,480.01,0.00,0.00
314.9379,60.00,33.33,414598.15,16146.86,326.67,10.00,0.00
315.9127,70.00,33.33,450050.34,15793.23,483.34,10.00,0.00
316.8875,70.00,0.00,435963.97,16250.28,446.67,0.00,0.00
317.8629,140.00,100.00,434429.76,15756.53,373.34,40.00,0.00
318.8378,50.00,100.00,448514.98,34000.39,215344.99,5223266.48,353173.35
319.8126,10486279.84,7710474.65,131345169.60,678704.82,708364.50,15341381.02,106277.64
320.7880,4238033.37,13570843.01,235166038.59,337297.30,627096.12,16875071.00,37439.49
321.7628,3364690.89,14179037.82,240253005.37,259030.20,534335.66,16559731.00,56269.16
322.7377,3007454.33,14549850.33,240831838.72,244786.60,493551.13,16825403.50,23475.53
323.7125,3412965.89,14288786.78,236041888.61,248335.56,481894.77,16939493.50,32389.56
324.6879,3183936.83,14787154.50,239122722.01,226157.88,440372.48,17231909.74,33221.10
325.6627,3198904.95,14715217.00,244762972.14,227510.56,448664.93,17389604.74,25338.10
326.6376,3292486.51,14841490.96,245503338.82,217480.76,471496.34,17722928.49,21392.90
327.6129,3286579.64,15535723.26,249039755.57,206677.88,452593.99,17737624.74,26529.84
328.5878,2839311.21,15724397.23,249852855.58,196702.84,459289.93,17868005.98,19811.06
329.5637,2801908.71,15382014.93,243349938.77,190459.69,482383.73,18142379.73,19170.36
