D:\Agilent\ICPMH\1\DATA\Rachel Johnson\PC_LGH_20230328_#2.b\PCBN_PCBO_PCBP.d
Intensity Vs Time,CPS
Acquired      : 2023-03-28 16:42:53 using Batch PC_LGH_20230328_#2.b
Time [Sec],Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137
1873.9810,100246.59,731920.13,11446841.92,33011.98,116308.28,2312103.87,1110.03
1874.9558,88309.17,679892.66,12132136.73,30601.29,132890.85,2228459.97,900.02
1875.9307,80264.58,717179.38,11857004.43,31542.82,112840.59,2165158.72,1230.04
1876.9060,85155.21,759597.87,11828760.68,31860.02,109873.12,2192410.28,1070.03
1877.8809,99784.23,726244.03,12637597.16,31776.55,104435.62,2230485.59,890.02
1878.8557,72684.98,720915.58,11272565.88,30471.08,107774.36,2347725.43,750.02
1879.8311,68891.27,732335.63,13389466.97,32484.41,105555.18,2442622.46,940.03
1880.8059,75415.31,742065.32,14491387.82,30487.77,98905.87,2336943.40,670.01
1881.7808,77312.70,748612.26,12480790.90,30167.26,105380.87,2248942.15,680.01
1882.7556,78607.86,750483.15,12260929.44,29960.26,116630.26,2277800.43,730.02
1883.7310,88831.53,679064.08,12792681.54,29452.81,132414.16,2319788.72,960.03
1884.7058,85185.35,834512.97,12815171.12,29095.59,132162.40,2460759.49,750.02
1885.6807,87143.95,787453.53,12511769.03,28331.11,128920.02,2305762.31,720.01
1886.6560,92759.73,688318.24,12425203.40,28972.07,149481.30,2067527.31,1050.03
1887.6309,90870.89,714862.06,11560301.30,29185.73,135438.91,2153953.09,640.01
1888.6057,85406.31,729704.90,12837314.87,29923.54,132682.72,2218936.69,960.03
1889.5811,83498.08,766878.86,12953213.83,29646.44,128372.98,2290047.78,710.01
1890.5559,85878.38,699304.77,11664212.76,30187.29,175972.18,2125441.22,980.03
1891.5308,103674.41,704869.35,12083231.52,32067.04,279388.50,2323251.53,930.02
1892.5056,132709.29,707462.13,12070965.89,34935.42,340743.55,2290674.97,890.02
1893.4810,137270.65,641884.26,12154997.15,34320.97,252620.77,2331810.28,860.02
1894.4558,110712.88,666433.02,11719030.47,32233.99,136607.31,2250756.84,910.02
1895.4307,96186.25,688870.91,11377058.59,30083.80,105216.63,2203601.06,740.02
1896.4060,81871.21,703279.31,10836833.58,29976.96,99971.49,2234372.00,570.01
1897.3809,74853.15,653913.36,11977090.89,30157.25,96121.49,2345454.65,490.01
1898.3557,70537.13,628967.27,11585037.76,29155.68,96262.21,2420203.71,790.02
1899.3306,75124.18,734759.00,13493600.30,29342.64,103037.96,2526523.24,630.01
1900.3059,71289.86,778013.49,12483174.24,28755.07,111811.13,2477830.90,700.01
1901.2808,85376.18,776417.47,12919475.29,30948.51,106731.79,2341358.72,750.02
1902.2556,94457.84,689561.73,12836528.41,30210.66,143965.19,2500665.74,860.02
1903.2310,105373.45,690425.15,11759659.64,31559.52,156013.98,1532599.04,510.01
1904.2058,47317.25,254441.15,4192475.35,19806.98,22790.45,239144.66,60.00
1905.1807,8041.65,31759.57,1015868.25,16183.55,3323.63,32829.15,10.00
1906.1560,1300.04,10136.01,489225.21,15619.75,873.35,4620.58,20.00
1907.1309,480.01,866.69,398019.21,15980.05,546.67,840.02,0.00
1908.1057,150.00,933.36,403634.74,16000.07,396.67,180.00,0.00
1909.0806,50.00,66.67,396147.76,15606.41,390.00,20.00,0.00
1910.0559,140.00,133.33,396181.78,15896.65,416.67,20.00,0.00
1911.0308,140.00,33.33,408945.42,15663.12,416.67,10.00,0.00
1912.0056,80.00,33.33,415347.41,15889.97,373.34,0.00,0.00
1912.9810,120.00,0.00,403362.44,15839.93,360.00,4750.61,220.00
1913.9558,73347.46,265016.07,5732136.59,74455.58,136637.55,2393641.68,3580.36
1914.9307,191605.17,728770.46,12588392.99,57356.43,61393.30,1554592.63,3070.27
1915.9060,88992.26,554628.33,8682789.78,39661.35,45033.81,1229555.68,2400.16
1916.8809,64155.18,458645.55,7534587.15,33603.02,38619.58,979863.27,2540.18
1917.8557,63814.08,364730.97,6526058.48,31799.92,42604.84,1020772.25,2300.15
1918.8306,65309.00,363236.37,6406852.75,30704.79,41766.29,967654.13,1850.10
1919.8059,52279.87,362998.61,6899979.32,29643.10,51924.86,1016791.39,1990.11
1920.7808,89715.56,381621.13,6832224.63,31182.23,49799.12,978767.41,1970.11
1921.7556,57213.67,405503.10,7666554.34,31693.07,41879.87,956357.95,1580.07
1922.7310,53563.34,370846.46,6230393.89,30003.67,46260.12,977787.56,2100.12
1923.7058,71841.88,391619.38,7649430.90,31866.70,52359.40,1011280.77,2100.12
1924.6807,67636.89,370268.79,6964892.34,30661.38,47416.32,996003.34,2310.15
1925.6560,78979.35,336149.84,6531698.06,32160.53,45177.49,1113804.36,2520.18
1926.6309,73227.01,440119.54,8122426.22,32070.37,43249.64,969244.36,2600.19
1927.6057,56411.34,419158.34,6705085.05,33706.54,51941.58,854355.61,2720.21
1928.5806,49352.26,395599.78,6192473.06,28147.50,37557.43,920345.53,2330.15
1929.5559,66131.76,395157.50,7935461.64,27943.87,37477.28,919295.06,2530.18
1930.5308,62830.89,442131.62,6003854.82,28080.73,34888.98,998650.69,2270.15
1931.5056,81188.38,325163.06,7258057.97,31305.76,41605.94,846171.32,2640.20
1932.4811,66603.36,371050.30,6198437.12,28508.03,43967.97,849247.88,2420.17
1933.4558,88530.16,363711.92,6373037.64,29583.01,43496.87,889340.38,2630.20
1934.4307,76188.30,342968.86,6567760.56,26565.23,29977.18,799468.11,2330.15
1935.4055,50294.67,382063.16,6113358.47,26738.80,31679.97,740785.38,2430.17
1936.3810,49522.70,337031.71,6146054.30,26758.83,35042.59,760117.57,2700.21
1937.3557,62891.08,387911.99,6953190.78,27509.90,34344.64,758784.52,2520.18
1938.3306,45001.78,300025.46,5471325.12,28257.66,33690.13,782222.57,2920.24
1939.3060,49713.18,409724.68,5826836.59,26318.21,35319.77,844978.42,3380.32
1940.2809,37876.69,397913.49,6392356.91,27903.81,39367.79,807464.83,3010.26
1941.2556,39189.27,359941.90,6636651.71,29038.84,41559.17,859579.75,3200.29
1942.2311,56912.79,375128.43,6444039.21,30163.92,41816.40,831956.94,3270.30
1943.2069,37906.75,367720.52,6406416.81,29840.00,43577.06,869414.52,3270.30
1944.1818,41844.77,456358.70,7189226.72,30691.43,48235.06,900649.28,3140.28
1945.1566,46074.28,415820.22,8611750.19,33476.12,52015.12,902023.89,3460.34
1946.1320,47607.95,447657.46,8066446.01,34765.11,55722.36,834623.27,3140.28
1947.1068,37445.86,388422.11,8439845.50,34661.58,51042.46,900355.22,3160.28
1948.0817,49602.90,371152.29,6531335.04,33613.03,53475.86,929707.33,3400.33
1949.0570,48961.28,453730.84,7452648.60,36171.06,53549.40,1046990.69,3670.38
1950.0319,58838.48,454788.81,8305908.52,36899.12,54986.87,941576.70,3360.32
1951.0067,59951.86,487202.68,11044370.04,36515.05,60346.60,880596.00,3320.31
1951.9816,55990.14,446804.60,7581672.04,37830.96,61440.11,937580.85,3250.30
1952.9569,73367.53,445371.85,8014682.99,43907.33,66383.53,1004801.16,3660.38
1953.9318,85386.23,549312.12,8015059.03,40676.83,74932.20,1040477.72,3340.31
1954.9066,119172.43,489185.46,8916075.20,38756.15,58801.72,996699.36,3250.30
1955.8820,1397822.32,490997.47,8153045.49,42828.21,60400.10,942996.39,3430.33
1956.8568,79700.56,474046.14,7733458.51,44218.05,53074.73,930106.78,3590.36
1957.8317,52059.28,417489.20,7030053.80,39434.20,46149.85,941103.50,3410.33
1958.8070,48269.37,446156.49,7095035.58,41862.73,43513.57,924306.24,4340.53
1959.7819,42776.79,394851.31,7637126.73,41161.20,37286.90,803559.99,3740.39
1960.7567,34630.67,363779.83,5820641.80,52281.82,35971.01,757461.71,3500.35
1961.7316,34119.77,350469.12,6790586.61,38472.24,30998.84,762659.36,2930.24
1962.7069,43237.81,342459.84,6163557.95,37600.50,29195.96,764951.32,3140.28
1963.6818,75746.58,359228.72,6239228.79,35433.01,26338.42,922688.19,3080.27
1964.6566,70767.96,409894.83,6666442.34,37243.13,23731.62,817345.61,2930.24
1965.6320,53994.52,362081.55,6570584.52,35099.05,21408.83,848871.16,2260.14
1966.6068,56331.11,328112.60,5826977.21,30888.42,21231.97,854418.35,2210.14
1967.5817,44490.61,345445.97,6283558.47,29556.30,19596.86,733149.60,1910.10
1968.5570,51146.87,333199.10,5693626.17,28210.93,18932.85,883583.81,2480.17
1969.5319,41243.50,374550.63,6984032.45,28023.98,21078.46,910578.81,2180.13
1970.5067,41343.71,352403.98,6325157.95,28277.69,22226.45,913193.35,2120.13
1971.4816,53503.18,386245.58,7581107.98,27693.50,31382.81,854303.27,1570.07
1972.4569,68269.09,323434.25,5607427.73,27399.74,38976.98,946372.64,1830.09
1973.4318,54997.31,328553.39,5893296.49,29873.46,46400.46,1056394.36,1660.08
1974.4066,73618.47,395871.92,5944119.40,28851.88,59413.64,1110069.28,1450.06
1975.3820,56662.06,419771.53,7938537.68,31309.10,47720.42,1138940.06,1500.06
1976.3568,113760.31,410950.46,7703740.28,31763.19,52152.16,1194042.17,1330.05
1977.3317,73457.86,410678.00,6726907.96,32881.76,55775.86,1267300.68,1060.03
1978.3065,52761.16,377133.76,7323424.12,30855.03,51219.60,1266765.76,1190.04
1979.2819,56652.04,468034.74,6872739.22,29329.29,48435.58,1320082.32,1390.05
1980.2567,47808.44,453321.33,8827394.99,31218.96,52105.36,1211485.14,980.03
1981.2316,57213.67,416876.15,7695110.59,31886.73,53920.46,1321273.42,1180.04
1982.2070,48099.14,427574.16,7287656.41,31222.30,52529.87,1322893.26,1240.04
1983.1818,49723.21,382539.14,7114748.08,30861.70,53275.29,1335718.73,1030.03
1984.1566,51578.01,412857.33,7394677.77,32187.24,50173.46,1292446.78,1260.04
1985.1321,50876.17,432584.51,7853830.90,34133.96,48078.00,1223851.86,1070.03
1986.1069,54746.61,450420.94,8845979.36,36628.60,61366.55,1546913.73,1210.04
1987.0817,55147.74,428357.98,7431778.29,35990.72,72683.40,1542443.41,1280.05
1988.0565,72705.06,504815.64,7391153.29,36925.84,65570.68,1597887.32,1290.05
1989.0320,65409.33,448305.61,6901978.80,34277.56,56551.50,1419285.60,920.02
1990.0068,50234.51,414900.69,8778083.53,31743.16,52048.54,1207709.44,990.03
1990.9816,61687.25,438209.97,7441711.62,33205.65,56203.80,1222741.86,1100.03
1991.9570,56692.16,416024.62,7868732.47,33900.21,57006.20,1276695.76,1040.03
1992.9319,55468.65,352132.40,7433901.73,33416.01,58340.28,1380746.39,1310.05
1993.9067,61055.28,419464.92,8179602.27,33305.83,55498.37,1353753.73,1110.03
1994.8821,61516.72,457962.87,7635298.09,35005.55,59717.92,1237871.62,1240.04
1995.8569,64275.58,389782.59,7601213.71,35232.64,61403.34,1190238.19,1080.03
1996.8318,51197.01,407205.28,7402889.23,35346.18,58701.40,1379132.17,1030.03
1997.8066,53844.11,419158.34,6310234.52,32885.10,60848.19,1501523.57,1120.04
1998.7820,60182.57,436607.40,6806714.74,33375.95,58577.68,1486342.48,1010.03
1999.7568,66382.61,533098.03,7515233.50,34441.18,61911.66,1365608.73,1100.03
2000.7317,85968.77,461683.70,7373910.06,35276.05,63764.50,1395474.04,950.03
2001.7070,66332.44,427301.54,7876888.20,35185.88,66918.74,1671071.54,850.02
2002.6819,64245.48,472030.74,7849849.13,33302.49,59955.34,1624996.23,880.02
2003.6567,78808.66,427199.33,7438968.92,48277.91,58557.62,1628390.60,990.03
2004.6321,62891.08,451069.28,7596821.52,33045.38,57544.50,1503470.45,610.01
2005.6069,65790.61,399751.05,8412442.90,31900.08,60918.43,1593217.79,980.03
2006.5818,67887.76,433504.93,6987591.30,33542.91,62125.69,1799298.57,970.03
2007.5566,76338.88,397471.14,7123591.31,33208.99,64440.13,1643276.07,2420.17
2008.5320,71099.16,424813.94,7193003.81,32420.97,59711.23,1751230.29,1010.03
2009.5068,57815.43,437187.02,6589399.63,32150.51,54619.14,1478827.01,730.02
2010.4817,60423.31,457143.73,7556350.17,33719.89,52513.15,1358923.42,920.02
2011.4570,55418.51,376351.99,6359793.37,34123.94,52175.56,1308511.00,1270.05
2012.4319,63683.64,345751.34,7332549.64,37420.14,53037.95,1747682.79,1110.03
2013.4067,98166.05,369317.42,6258886.08,37269.85,42618.19,1339859.51,1040.03
2014.3816,81981.69,408635.13,6464366.81,33613.03,24836.38,444475.23,250.00
2015.3569,11343.29,69023.83,1437741.18,17514.74,2356.81,36876.78,40.00
2016.3318,910.02,4800.60,893958.09,15132.69,546.67,2100.12,0.00
2017.3066,120.00,300.00,388527.65,15349.53,450.01,310.00,0.00
2018.2820,160.00,533.34,405438.81,15249.45,403.34,60.00,10.00
2019.2568,80.00,66.67,396692.16,15573.04,313.34,120.00,20.00
2020.2317,120.00,100.00,394412.54,15586.39,386.67,80.00,0.00
2021.2070,100.00,33.33,395875.56,15543.02,340.00,20.00,0.00
2022.1819,70.00,0.00,384072.66,15306.16,346.67,40.00,0.00
2023.1567,100.00,66.67,379788.58,15613.08,343.34,60.00,0.00
2024.1316,100.00,66.67,391180.74,15499.65,366.67,21112.06,740.02
2025.1069,68008.19,439676.15,8252594.46,118810.28,167986.40,2569754.02,6231.09
2026.0818,125079.19,787592.34,12158877.36,67496.32,61403.34,1755923.57,4750.64
2027.0566,56782.42,513816.29,9281390.83,40596.66,40764.10,1355789.67,3270.30
2028.0320,44891.52,442472.70,6988706.41,31509.43,30074.01,1085109.44,2740.21
2029.0068,37305.59,357191.22,6146336.07,27566.64,23758.32,949444.52,1980.11
2029.9817,30694.10,316215.53,5183628.24,24192.06,22853.86,926407.56,1890.10
2030.9570,28250.42,285066.87,4956397.51,21709.06,19066.32,816656.00,1300.05
2031.9319,27098.79,266976.29,4439512.60,22239.67,17127.79,750131.55,1280.05
2032.9067,24154.92,250827.45,4663727.71,21595.60,17981.92,724788.97,1620.07
2033.8816,25646.83,242217.94,4273050.88,21141.76,20771.45,718042.96,1470.06
2034.8580,23273.85,234894.50,4469137.08,21925.98,22092.96,766107.57,1730.08
2035.8329,22913.43,211558.94,4034066.76,20911.50,24525.97,780762.64,1930.11
2036.8076,22563.02,241914.18,4536946.98,21215.17,23825.07,784433.50,1800.09
2037.7831,22623.09,247315.63,4590982.92,21191.81,27256.39,792382.25,2160.13
2038.7579,22182.59,252819.94,4448100.10,21044.98,27533.46,788157.02,1980.11
2039.7328,20010.24,231756.74,4183772.75,19806.98,29236.02,825287.33,2130.13
2040.7075,19860.09,222649.96,4415869.89,19596.77,29586.57,864082.72,2140.13
2041.6830,19489.72,239281.48,4676262.60,19566.73,29232.68,916123.19,2080.12
2042.6578,21341.65,266976.29,4698200.63,20070.59,27369.88,888920.85,2030.12
2043.6327,20320.56,262515.42,4787949.07,19459.96,28581.69,874276.24,1700.08
2044.6080,20751.02,257312.38,4521122.50,19993.85,27536.80,871300.30,2050.12
2045.5829,20771.04,276306.87,4483141.25,20420.96,25894.47,818912.72,1590.07
2046.5577,22983.52,261231.42,4536733.43,21545.54,28231.16,858229.13,1490.06
2047.5331,21601.94,280195.94,5483971.48,22686.87,26718.95,833891.24,1700.08
2048.5078,23874.58,286149.39,5237626.16,24288.85,26104.76,838095.30,1420.06
2049.4827,31445.29,316520.48,5022933.97,26705.42,27209.65,775184.91,1350.05
2050.4575,23804.49,307881.68,4911423.03,26131.29,26391.82,692276.63,1210.04
2051.4329,22773.27,241576.62,4662941.25,27716.87,25126.76,770379.99,1030.03
2052.4077,29251.89,291969.44,4601535.52,26011.12,24425.84,815287.57,1170.04
2053.3826,26988.63,285608.11,4999696.99,26174.68,22907.26,703872.96,1380.05
2054.3579,28100.20,256738.09,4833252.19,58195.64,25196.85,701806.40,1350.05
2055.3328,25616.79,260454.32,4911986.57,26381.64,24883.10,711839.68,1460.06
2056.3076,27279.04,266165.13,5046829.28,26778.85,26068.04,746207.25,1730.08
2057.2825,30173.29,251165.14,5020426.15,27162.73,25160.14,774027.80,1370.05
2058.2578,29662.50,284965.34,5724933.46,26788.87,26381.81,836066.32,1600.07
2059.2327,33218.22,306662.41,5259457.41,27156.06,26925.91,800543.11,1640.08
2060.2075,27068.74,279113.74,4856135.00,25430.34,27897.33,823207.64,1650.08
2061.1829,33098.02,308897.86,4883110.00,29843.41,30935.40,889644.52,1700.08
2062.1577,35422.09,290886.50,5469838.66,27853.73,29900.40,887830.38,1740.09
2063.1326,41774.62,329028.07,5669453.25,27877.10,28828.73,896850.85,2050.12
2064.1079,31815.89,307983.28,5548068.35,29145.67,30651.60,897522.25,2050.12
2065.0828,41343.71,305985.10,5533880.33,30013.69,31356.10,875554.52,1850.10
2066.0576,40181.29,299856.22,4957794.38,30814.96,31713.36,895245.77,1930.11
2067.0325,39209.31,282293.04,5081571.47,28144.16,33813.68,941555.61,2500.18
2068.0078,38568.04,303208.24,5578183.98,34678.28,40530.26,950549.20,2360.16
2068.9827,54947.17,314419.70,5700358.98,33385.97,48532.49,865339.52,1730.08
2069.9575,83668.82,335946.23,6430940.25,30641.35,50858.62,911723.27,2710.21
2070.9331,134582.05,269849.37,4937393.86,48712.35,58651.25,1008758.34,2170.13
2071.9077,121597.31,290243.53,5082280.84,36945.88,46694.52,972604.20,2490.17
2072.8826,72785.36,314351.93,6137958.47,30868.39,36712.43,882629.75,2160.13
2073.8582,50034.00,316147.76,5730363.67,30017.02,35513.47,912573.74,2190.14
2074.8330,60944.93,307543.01,6131925.66,28825.18,42030.21,876214.83,1950.11
2075.8076,51437.64,291867.88,5168175.64,30731.50,41007.96,943911.39,2210.14
2076.7825,60593.84,318858.67,5328155.85,30457.72,55471.62,1081189.12,2400.16
2077.7581,76891.04,343443.82,5568370.44,31449.34,47646.90,1058362.09,2060.12
2078.7329,77844.81,325875.01,5790303.78,32127.13,53749.97,1035435.69,1730.08
2079.7078,105755.53,326892.06,5801638.15,29943.57,65958.70,1119896.78,1510.06
2080.6831,198079.27,316994.86,6290565.24,30938.50,63654.13,1154715.92,1410.06
2081.6580,95151.19,375400.30,5869909.51,31649.67,89579.34,1119185.37,1190.04
2082.6328,79340.81,367584.64,6417311.60,31599.59,85306.22,1121298.03,1070.03
2083.6082,125159.70,355425.56,6664865.77,33516.20,76746.15,1107045.53,1040.03
2084.5830,87565.84,318350.37,5581482.42,29669.81,56163.68,1141076.08,890.02
2085.5579,86169.65,362862.77,5979874.61,30885.00,65895.15,1166471.39,970.03
2086.5327,100739.10,340458.08,6496220.98,32217.29,66470.51,1182024.90,930.02
2087.5081,92438.21,373293.14,6263632.43,37233.11,85450.20,1211250.53,1510.06
2088.4829,144311.12,428596.56,6883432.45,41207.96,89381.74,1253900.53,1320.05
2089.4578,145540.18,420963.84,7633537.67,45039.98,71769.92,1269996.54,1730.08
2090.4331,171307.91,371933.83,7139138.18,45003.23,60450.26,1307921.23,1470.06
2091.4080,148038.87,443530.06,6538106.40,47432.46,44656.24,1143074.12,1190.04
2092.3828,104579.21,374890.47,5717106.38,39871.79,37443.88,926260.53,910.02
2093.3577,109184.30,248261.07,4598232.92,33853.46,37460.57,795596.08,930.02
2094.3330,83166.68,217356.45,4176462.59,31092.08,39230.85,771776.63,840.02
2095.3079,81479.59,219986.15,3804755.29,33793.35,42150.48,760294.68,880.02
2096.2827,174021.76,230204.87,3895460.50,35366.22,51329.90,854062.57,930.02
2097.2581,89313.72,257886.68,4181072.49,38913.14,46093.04,886152.56,940.03
2098.2329,137441.84,260961.11,5655055.86,38839.65,55394.73,814253.27,1200.04
2099.2078,114444.29,243905.77,4461617.81,45577.93,52356.05,950265.06,1400.06
2100.1831,142538.18,285675.82,5694241.27,47141.73,63610.65,1002564.36,1710.08
2101.1580,202585.13,333877.35,5637547.52,48017.26,55287.75,1053643.58,1640.08
2102.1328,100507.91,293120.06,5705110.02,40837.17,69110.00,1026634.20,1670.08
2103.1077,106499.54,324417.26,5791619.92,46556.96,68079.57,1201802.17,1680.08
2104.0830,119041.63,441824.68,6051277.74,51660.12,78931.84,1254969.75,1630.08
2105.0579,239742.28,337506.62,6326806.91,58560.10,89093.72,1293957.32,2540.18
2106.0327,148653.50,377371.69,7115542.35,86184.99,107978.86,1300279.04,2970.25
2107.0081,151384.36,442131.62,7383253.81,70507.23,92114.88,1290743.57,2860.23
2107.9829,168937.40,414866.64,6941236.61,66880.83,98172.03,1315706.07,3240.30
2108.9578,170208.38,430232.56,7574584.54,70610.95,113038.43,1386547.79,3150.28
2109.9331,156756.49,470357.07,7864938.72,80312.70,106510.52,1627741.23,4260.51
2110.9080,176382.79,452809.52,7698143.92,78341.16,89746.81,1704474.35,3590.36
2111.8828,148089.24,440358.25,7800401.22,76369.83,82902.18,1607863.88,2590.19
2112.8577,137099.46,418102.35,8578242.38,73572.15,86448.09,1629847.16,3850.42
2113.8330,152573.55,492262.64,7452712.67,70647.76,88939.65,1506451.70,2780.22
2114.8079,139959.64,467044.38,8054334.03,74043.98,86612.18,1604368.41,2540.18
2115.7827,184254.96,413334.09,7896903.82,73642.42,96322.52,1937189.97,3320.31
2116.7581,130635.38,549552.23,7930911.64,69460.06,115728.04,1865144.19,2790.22
2117.7329,154034.98,546946.04,9593675.21,68891.33,133011.70,1894045.44,2800.22
2118.7078,137975.59,463151.80,9998556.47,65797.04,117441.95,1916166.85,2840.23
2119.6826,148300.84,484775.73,9485628.34,68663.84,107335.19,2090513.56,2860.23
2120.6580,139385.55,554285.30,8653900.71,71631.42,127282.27,2041714.19,2460.17
2121.6328,143817.50,535119.71,8745468.95,69476.79,115530.18,2116607.47,3160.28
2122.6077,181529.63,556618.11,9400998.13,65071.21,125896.35,2175628.72,3220.29
2123.5830,158298.82,551952.94,9271859.58,67566.58,123933.38,2243266.53,3280.30
2124.5579,138318.01,509298.29,9296518.96,73645.77,139760.35,2322168.09,2680.20
2125.5337,136706.72,579548.19,9208582.50,70671.17,161510.05,2628246.21,3430.33
2126.5090,160809.24,569658.87,9667726.26,79331.92,220942.65,2755275.27,3590.36
2127.4839,185516.79,587449.69,9465702.29,74472.31,114748.75,1074479.83,1270.05
2128.4587,44781.27,129803.88,2576237.30,25076.54,22436.70,136583.21,200.00
2129.4336,7551.46,17808.25,753019.09,18332.17,1893.43,18419.18,20.00
2130.4089,730.01,3600.34,525875.76,16420.42,563.34,1790.09,0.00
2131.3838,300.00,1766.75,432145.71,15526.34,506.67,830.02,10.00
2132.3586,130.00,233.33,394854.89,15699.82,313.34,60.00,0.00
2133.3340,80.00,133.33,393630.05,15409.58,463.34,50.00,0.00
2134.3088,40.00,833.35,409456.13,15402.91,403.34,100.00,0.00
2135.2837,40.00,100.00,403464.53,15516.33,323.34,0.00,20.00
2136.2585,40.00,66.67,401796.72,15966.71,376.67,60.00,0.00
2137.2339,140.00,133.33,390058.28,15736.51,313.34,80.00,0.00
2138.2087,110.00,0.00,387099.23,19289.79,421391.94,2322139.81,6941.36
2139.1836,557771.52,1328613.70,22076627.58,92357.22,373203.94,2498455.74,3160.28
2140.1589,269830.97,930988.17,14588822.20,50857.96,128728.73,1770742.00,2350.16
2141.1338,135286.88,599307.76,10921699.20,36882.43,110077.65,1471579.04,1900.10
2142.1086,98487.67,709260.04,10184325.23,32227.31,92925.51,1297803.42,1540.07
2143.0840,69372.97,458235.92,8914519.99,30824.98,53883.69,1185944.75,1300.05
2144.0588,83327.35,422667.29,6830242.34,30524.49,46704.55,1062891.55,1640.08
2145.0337,68590.22,470049.72,6375776.18,30347.55,68929.33,1026137.72,1860.10
2146.0085,98759.04,369419.31,7441869.44,32314.12,92657.54,1085162.41,1400.06
2146.9839,89092.72,466702.91,6763876.19,30327.52,102538.57,1071275.69,1590.07
2147.9587,115118.22,406013.81,9760880.43,32270.71,110734.83,1130186.08,1160.04
2148.9336,81831.06,423348.74,8398314.25,32451.01,65788.11,1094658.81,1210.04
2149.9089,95573.24,418545.22,10607389.82,31823.29,76622.31,1228581.00,1300.05
2150.8838,89584.97,606047.73,6656269.94,33252.40,56548.16,1261374.67,1340.05
2151.8586,75676.31,418068.30,7679046.53,33713.21,50196.85,1614175.60,1400.06
2152.8340,106419.11,532995.23,8295984.04,31876.71,55408.10,1292449.75,1680.08
2153.8088,97010.31,637853.27,9403364.79,31649.67,48455.64,1182908.97,8552.06
2154.7837,74752.77,485937.90,10899654.41,34154.00,80290.90,1093386.86,1320.05
2155.7590,111125.19,423144.35,7895528.30,32594.59,74865.27,1614138.41,1600.07
2156.7339,79109.88,514158.61,8992309.58,37663.95,58069.44,1196356.47,2050.12
2157.7087,124958.43,517239.73,7481794.44,36030.80,88654.98,1253355.45,2010.11
2158.6836,77362.90,559534.39,7382723.60,33763.30,69571.68,1183910.22,1760.09
2159.6589,77101.86,520389.79,9143386.66,33699.85,90014.75,1187936.70,1800.09
2160.6338,75375.15,441244.93,7852796.53,33025.34,69026.35,1122157.87,1640.08
2161.6086,68379.49,475105.19,7674637.67,33633.07,89840.59,1500147.32,1920.10
2162.5840,73869.41,531213.46,8157193.93,32758.21,65731.24,828485.46,1120.04
2163.5588,25897.16,208660.81,3284512.57,8268.46,9862.58,264774.57,520.01
2164.5337,23404.02,151595.98,2975701.89,10642.98,24479.24,754858.27,1220.04
2165.5090,46084.29,317570.91,6654078.27,29402.73,60557.27,856878.50,1050.03
2166.4839,53402.90,354237.25,6296319.93,32935.18,111710.53,1822424.50,3090.27
2167.4587,107967.58,610588.16,9956598.14,39764.89,78761.12,1189335.84,1980.11
2168.4336,90629.77,599342.14,9448630.42,46837.65,62326.36,1170281.47,2180.13
2169.4089,140322.23,480879.63,9653516.88,38632.56,116794.60,1318355.45,2400.16
2170.3838,82694.68,580441.35,11170611.71,42560.95,63824.70,1131120.76,2990.25
2171.3586,74019.98,538306.95,8358898.10,35162.51,63647.43,1002775.38,3180.29
2172.3340,79913.13,467898.15,7849199.65,36705.41,69618.52,1013254.75,3060.26
2173.3088,65359.17,427403.75,7240639.75,37921.13,59758.05,1021353.11,3370.32
2174.2837,73889.49,418953.95,9336067.92,35212.60,69012.97,949760.14,3050.26
2175.2585,84813.73,453765.02,8664372.07,37343.33,75119.61,1141118.50,4040.46
2176.2339,70246.08,506150.04,8080698.62,38595.83,84439.00,1017023.81,4100.47
2177.2087,102809.85,568354.44,8054316.85,38869.71,99777.12,1010320.45,3970.44
2178.1836,93362.60,528301.48,9181217.91,40676.83,142463.82,1003893.74,3730.39
2179.1589,94166.43,530802.32,8615821.55,37667.29,107831.36,1053484.91,2910.24
2180.1338,74230.78,412653.07,7651229.34,36875.74,120159.02,980453.42,2770.22
2181.1086,116938.99,458440.73,9844031.47,35827.08,98262.51,1050628.89,3800.41
2182.0840,132407.25,499854.99,8663030.40,38415.46,94231.98,1012315.38,3030.26
2183.0588,78668.10,454993.53,8892764.78,39207.07,89123.85,956421.00,2550.18
2184.0337,111869.44,494416.91,8457947.06,41071.00,108719.77,948708.11,3240.30
2185.0085,108299.40,425904.31,8410930.40,39778.25,140569.67,904049.44,2860.23
2185.9839,98497.71,435073.15,8262822.58,39958.64,126154.72,917162.80,2540.18
2186.9587,111064.86,483818.76,8456665.29,47653.01,133881.17,976122.80,2790.22
2187.9336,104790.33,431323.28,8968504.37,50901.41,149272.96,919715.22,2470.17
2188.9089,84823.77,398355.87,7431146.00,48876.10,149716.48,833138.43,2700.21
2189.8838,81349.04,451001.02,8534237.69,46222.81,114765.50,902412.25,2540.18
2190.8586,83076.30,408975.60,7231497.04,46640.50,102149.81,937875.14,2490.17
2191.8342,86993.29,398866.28,9717639.80,47582.84,94754.59,1013075.22,2430.17
2192.8088,102236.85,481460.56,10657640.86,49858.66,82671.16,1005951.16,1710.08
2193.7837,89584.97,444075.69,8904928.32,46266.26,75273.55,1074865.69,1530.07
2194.7585,78447.21,514672.08,8270653.83,40486.42,106054.64,1185518.50,1560.07
