D:\Agilent\ICPMH\1\DATA\Rachel Johnson\PC_LGH_20230328_#2.b\PCBN_PCBO_PCBP.d
Intensity Vs Time,CPS
Acquired      : 2023-03-28 16:42:53 using Batch PC_LGH_20230328_#2.b
Time [Sec],Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137
787.8190,186082.15,1933246.53,31351023.62,30524.49,534294.51,7100669.89,1480.06
788.7939,196725.66,1791782.59,29293883.99,29893.49,642189.19,8449593.62,1130.04
789.7687,271848.63,2058334.16,33398892.41,32938.52,830418.25,9173920.49,1420.06
790.7435,374057.65,2053113.72,32959631.99,41652.27,763654.92,8797279.24,1920.10
791.7189,392534.96,1995041.58,31872731.96,37650.59,625404.61,7977843.01,1450.06
792.6938,237454.57,1967122.31,29622659.00,31636.31,363850.12,7342248.64,1380.05
793.6686,165982.24,1873842.62,31296138.20,30811.63,304503.53,7424547.39,1490.06
794.6440,171378.53,1890299.78,32779294.48,29042.18,262328.92,7768363.63,1130.04
795.6188,178219.33,2164931.04,30145261.09,26712.09,285157.36,7835928.63,1250.04
796.5937,164509.88,1986544.97,29996148.59,24378.96,283083.06,8593751.75,1160.04
797.5690,181105.72,1948720.88,29910998.59,24929.68,288633.04,9120772.36,1510.06
798.5439,166950.43,1933238.06,31184217.36,26551.87,273902.07,9106805.49,1680.08
799.5187,179531.27,1841464.49,31708548.63,27590.01,330723.81,9889887.35,2000.11
800.4936,194170.31,1905574.13,31479117.37,26965.79,257229.21,10649383.59,2160.13
801.4689,192766.52,1919359.29,31463752.79,24802.84,257621.19,10016551.10,2410.16
802.4438,199786.52,1768922.17,30198536.09,25306.84,277693.69,10785046.09,2200.14
803.4186,193715.84,1903731.81,30713336.10,25804.17,307888.01,9734481.73,1410.06
804.3940,329628.00,1706318.79,28793867.31,27296.26,310158.16,9984338.60,1890.10
805.3688,241797.40,1926681.55,31443136.12,29876.80,331629.57,9767316.73,2140.13
806.3437,273988.24,1843311.11,30951573.61,32808.30,364611.29,9666479.86,2520.18
807.3185,284070.70,1903748.87,30616777.77,34347.69,383113.40,9256159.86,2850.23
808.2939,294513.67,2027185.72,30171484.01,31743.16,358899.70,9341849.86,2580.19
809.2687,307521.81,1937024.65,31576075.71,31315.79,397582.22,9224112.36,1900.10
810.2436,195372.20,986822.35,16701031.62,21715.73,86997.28,1787615.91,250.00
811.2189,29632.46,159123.18,2772951.36,15679.80,13641.61,611297.26,20.00
812.1938,4080.43,22346.33,1285907.71,14615.62,2516.84,38951.03,0.00
813.1686,840.02,2633.51,494497.73,13774.99,790.02,4410.53,20.00
814.1440,130.00,1233.37,398257.43,13961.79,380.00,360.00,0.00
815.1188,190.00,400.00,374859.74,14505.53,316.67,4890.65,0.00
816.0937,270.00,400.00,370203.98,14712.36,436.67,50.00,0.00
817.0685,80.00,0.00,380876.47,14392.11,263.34,30.00,0.00
818.0439,90.00,66.67,374723.80,14218.65,403.34,200.00,0.00
819.0187,100.00,100.00,371971.00,14031.85,376.67,210.00,0.00
819.9936,4460.51,34330.66,1599272.69,47218.60,281408.22,3899127.44,6611.23
820.9689,360913.78,1873353.43,33082786.16,56737.91,182510.64,4906189.30,5120.74
821.9438,248085.48,2122375.70,33683300.75,45203.71,164616.80,4887111.49,5951.00
822.9186,233284.80,2066596.79,34111850.76,45220.41,193361.54,4892804.93,6171.07
823.8940,246829.74,2214515.15,32856709.07,48511.84,224038.95,5490159.29,6721.27
824.8688,225696.42,2212910.99,36907263.32,50690.85,229963.06,5750604.91,8552.06
825.8437,219850.29,2152975.31,37483813.34,47980.50,265293.35,5854611.79,9922.78
826.8185,216857.15,2306165.16,37797696.68,46563.64,256921.73,5759252.41,7641.65
827.7939,207223.41,2206886.51,38233205.02,43292.59,243083.09,5596211.17,7121.43
828.7687,244784.25,2114547.05,35689325.80,41358.29,250928.35,5330562.42,6261.11
829.7436,220912.18,2144066.06,34752175.78,37256.49,265905.25,5173740.24,5880.97
830.7190,216847.01,2118801.74,34022794.51,34878.64,258415.33,5114659.61,5640.90
831.6938,197129.72,1979911.89,36268388.31,33526.22,268630.20,4905038.99,5690.91
832.6686,197523.67,2231831.56,32424748.64,33122.18,230516.48,4986946.80,6461.18
833.6440,205909.61,2219833.38,34537009.11,34330.99,249489.44,4864342.12,6911.35
834.6189,207850.02,2095779.60,35168734.12,36221.15,230243.12,4843954.93,8061.83
835.5938,207314.35,1965594.84,35087700.78,41759.17,257080.54,4778211.80,8562.07
836.5686,211266.38,2182613.46,35683309.13,45417.55,211194.99,4642130.56,8492.03
837.5439,190151.07,2146840.02,34283696.60,46978.00,212317.54,4500168.68,10523.12
838.5188,187445.11,2049986.50,34969075.78,50349.95,213207.52,4761327.74,10363.03
839.4937,181923.24,1975159.42,32461481.98,54849.04,211194.99,4447649.31,9862.74
840.4690,178532.18,1985991.84,37624042.51,57901.42,223846.66,4542290.87,9022.30
841.4438,183528.16,1913079.34,34928740.36,65144.81,232665.98,4595943.99,8582.08
842.4187,212216.58,2064273.74,35657234.13,90900.24,250772.98,4334894.94,9912.77
843.3936,222125.82,2169224.01,34104929.93,122396.26,278038.74,4396015.87,9812.71
844.3689,221013.32,2128881.04,36165125.81,140118.03,293626.08,4258115.56,10002.82
845.3438,255267.14,2144619.19,33514865.33,176105.59,294110.25,4087488.69,10142.90
846.3186,241827.75,2297175.05,33205050.74,144722.35,285993.24,4023497.75,9312.44
847.2939,254010.91,2074033.90,35758196.63,133517.43,257675.28,4070964.00,8592.08
848.2688,264600.11,1964497.18,32090317.38,137082.69,250979.03,3793810.88,9282.43
849.2437,227497.13,1815128.04,31819148.63,136726.80,244156.84,3847211.51,8181.89
850.2190,223946.46,1991182.60,34157538.26,138482.78,242282.85,3717204.01,8562.07
851.1938,216867.22,1799789.88,31669409.04,135242.89,237394.52,3656612.13,9702.65
852.1687,209638.96,1937114.11,32024836.13,135649.10,223145.10,3823015.26,9332.46
853.1436,205838.84,2074684.94,33314211.16,126157.40,234191.40,3705039.94,9292.43
854.1199,207051.62,2107675.70,31648354.87,107560.22,217658.04,3713356.51,8401.99
855.0948,197644.88,2045025.57,32307777.81,82599.14,234420.88,4301139.62,6871.33
856.0696,194443.02,2005725.04,31603350.71,57670.71,209324.28,4531744.93,4840.66
857.0450,174001.58,2053513.59,31315842.37,43001.94,210982.65,4832444.62,3570.36
858.0198,186435.49,2127506.82,33733517.42,42170.07,203945.75,5134820.86,2950.25
858.9947,179702.85,2030325.57,34352411.18,38689.34,210308.49,5156989.92,2280.15
859.9695,177926.70,2041383.51,32919596.57,36989.30,200674.16,5182385.24,1890.10
860.9449,169411.50,1949669.57,31473250.70,35406.29,198329.52,5360762.42,1670.08
861.9197,171782.07,1997071.01,32063192.38,34551.38,195223.96,5172502.42,1790.09
862.8946,161081.47,2187412.81,32486717.39,35673.46,195887.47,5597084.92,1530.07
863.8699,166859.67,1990748.61,32314479.89,34461.22,213740.17,5571435.54,1710.08
864.8448,172024.18,1972044.97,35252609.12,35422.99,209334.38,5580291.17,1480.06
865.8196,170430.29,1964399.26,32761090.32,34127.28,219853.30,5637711.79,1460.06
866.7950,168604.55,2024079.73,33310863.24,35095.71,238700.88,5405277.42,2180.13
867.7698,198574.27,2111526.22,34124342.43,51900.78,262687.20,5538793.67,2860.23
868.7447,359885.03,2170121.66,34740111.19,64833.75,317546.47,5558611.17,3010.26
869.7195,336025.66,1955349.65,33500975.75,46904.48,245099.00,5706648.66,1520.06
870.6949,212701.83,1965697.05,32793656.98,35182.54,236145.62,5902719.91,1600.07
871.6697,188091.27,2065928.82,35098475.78,34140.65,232217.15,5718608.04,1730.08
872.6446,182246.23,2204737.81,34069917.43,33933.60,225263.43,5683540.54,1380.05
873.6200,179723.02,2031802.00,34027088.26,34694.98,227948.77,5975489.91,1580.07
874.5948,196170.15,1993084.42,33170465.32,35225.96,233698.69,6093551.16,1570.07
875.5696,172700.10,2091686.64,32607465.31,33188.96,245835.17,6474819.90,1430.06
876.5450,210690.19,2130685.07,34902317.45,32938.52,271423.19,6443568.03,7011.39
877.5199,194503.63,2049190.93,34918888.28,34831.90,256600.75,6015116.79,1470.06
878.4947,172760.64,2050190.67,33287325.74,30461.06,232075.43,5880699.91,1560.07
879.4695,189545.23,2034282.47,32521546.56,32734.84,240658.92,5943101.79,1550.07
880.4449,170218.45,1939160.59,32863500.73,33616.37,260274.00,5836996.16,1150.04
881.4198,172246.11,2197683.64,33328550.74,34037.12,259152.02,5774109.91,2130.13
882.3946,179420.25,2105671.79,32996198.65,34437.84,264502.33,6074305.53,2120.13
883.3700,190383.32,1978018.53,34837882.03,35028.92,275843.40,6010253.66,2240.14
884.3448,190787.22,2086283.25,34961796.61,33870.16,267037.80,5994390.54,1520.06
885.3197,179470.72,2038490.41,33321948.66,32240.66,258780.30,5834454.91,1420.06
886.2946,179329.43,2039243.40,33128550.74,30521.15,249388.14,6225028.66,1550.07
887.2699,214137.38,2071021.66,34134234.10,31098.76,250560.17,6008129.91,1350.05
888.2448,225423.30,2070868.54,36088054.97,30821.64,240125.46,5962813.04,1120.04
889.2196,174738.12,2077922.70,32408150.72,31158.85,240814.21,6137458.66,1510.06
890.1949,166758.83,2008422.57,32572556.98,30294.13,243501.74,6351267.41,1700.08
891.1698,203292.40,2039145.62,34038298.68,30901.77,258097.67,6292924.91,1810.09
892.1447,196099.43,2101680.91,34686898.69,31472.71,264718.66,6378743.03,1680.08
893.1200,183931.93,2051437.29,33062142.41,34895.34,269637.78,6426448.65,1500.06
894.0948,183487.77,2063010.07,35019571.62,31602.93,255614.13,6200498.03,1480.06
895.0697,179470.72,1931804.21,33969377.84,30484.43,269745.98,6578931.15,1380.05
896.0446,178007.42,1976503.95,35954454.97,30387.61,262798.71,6572676.15,1490.06
897.0199,166647.89,2033908.12,32417531.97,30447.70,271916.89,6860834.27,1110.03
897.9948,173043.12,2030006.56,33393194.50,30471.08,270226.14,7049546.14,1110.03
898.9696,164842.65,2024458.38,36113525.81,32083.73,252978.92,6631438.65,1050.03
899.9449,172589.14,2050343.93,32906079.90,28808.49,239436.81,6866086.15,1060.03
900.9198,163077.93,1966194.84,34192738.26,31432.64,249219.23,6389526.78,1580.07
901.8947,165609.08,1999849.26,35377367.46,30848.35,255539.78,6786740.52,1270.05
902.8700,162029.24,2013106.95,32224467.39,40302.70,253377.54,6352332.41,1250.04
903.8448,159811.09,1920801.61,30835954.86,33235.71,264498.92,6737069.90,1400.06
904.8197,167091.66,2020195.23,32193104.89,39808.32,282545.07,6331413.66,1460.06
905.7946,181186.44,2037520.23,33572438.25,40613.35,296957.77,6642144.90,1890.10
906.7699,217888.51,2152298.88,32485475.73,44752.64,338045.53,6925068.65,2430.17
907.7448,292696.66,2102676.48,34639634.11,54257.35,387209.28,6608309.28,2450.17
908.7196,319440.84,2050977.78,33510946.58,53461.77,388029.23,6918999.27,2820.22
909.6949,325926.67,2122396.92,33199240.33,55594.54,413768.89,6888856.77,2880.23
910.6698,324716.81,2128047.18,36585738.32,56824.83,388767.59,6483927.40,2940.24
911.6447,322907.14,2105318.67,32905736.15,53782.67,397112.46,6844746.15,2350.16
912.6201,318658.22,2057674.66,34425044.52,51887.41,384310.79,6694716.15,2370.16
913.5948,308750.99,2186400.05,33785015.34,48124.20,371391.94,7030521.77,2330.15
914.5697,302910.62,2022097.05,34636711.19,42006.38,377287.49,6902146.15,2190.14
915.5446,284060.58,2168113.46,33942684.09,39925.23,359297.17,6913964.27,2190.14
916.5200,265563.04,2234524.79,35031159.12,40108.95,376583.58,7101976.14,1990.11
917.4948,282264.86,2198470.62,35572367.46,38498.96,370831.05,7096488.02,2430.17
918.4696,286079.68,2176005.91,36017859.14,36314.67,384695.14,7264649.27,2500.18
919.4450,276645.25,2256296.14,33917525.76,37680.65,430030.69,7668583.01,2340.15
920.4199,304576.23,2526927.92,37710621.68,43025.32,463771.23,7714313.64,3030.26
921.3947,328692.46,2278356.56,38936217.54,44608.97,428980.53,6399965.53,1560.07
922.3695,192867.50,1188119.82,20164392.12,30721.48,78764.48,929793.66,310.00
923.3449,24665.57,136516.85,3070803.45,17351.25,11360.09,95013.79,0.00
924.3198,2320.14,13938.39,923167.86,17337.90,1950.10,22003.10,10.00
925.2946,650.01,4633.89,495174.95,16246.94,636.68,2550.18,0.00
926.2700,60.00,100.00,405813.32,15502.99,450.01,970.03,0.00
927.2448,110.00,166.67,395229.11,16086.81,366.67,210.00,0.00
928.2197,160.00,400.00,395671.43,16053.44,423.34,160.00,0.00
929.1950,230.00,366.67,396862.31,16300.32,396.67,320.00,0.00
930.1699,80.00,0.00,394310.49,15980.05,416.67,20.00,0.00
931.1447,60.00,33.33,389479.99,16290.31,450.01,190.00,0.00
932.1196,90.00,0.00,398699.78,15479.63,9519.07,602934.29,3350.32
933.0949,321057.05,817226.06,15892677.44,61964.20,119810.14,3394226.82,8472.02
934.0698,209467.15,1583026.73,25334865.15,42584.33,107687.20,3851667.13,8532.05
935.0446,154569.15,1801359.94,29387208.99,41014.21,111485.89,3562196.51,8071.84
936.0200,147917.97,1759272.57,28462583.97,42417.29,108763.36,3661192.45,7501.59
936.9948,158147.61,1827160.33,27540992.28,41612.18,116885.16,3697043.07,8542.06
937.9697,150114.63,1693001.73,29989163.17,45434.25,118018.88,3830160.88,7501.59
938.9450,132085.10,1659572.69,27195736.02,45043.33,119454.57,3857241.51,7681.66
939.9199,146547.67,1888253.30,28118929.80,46590.38,129816.15,3743360.57,6901.34
940.8947,143404.48,1783703.03,30557696.52,45287.24,139421.18,3704084.32,6911.35
941.8696,183618.98,1700421.78,28688554.81,47813.41,176624.91,3250334.33,7041.40
942.8449,180459.76,1793484.55,25353167.23,43867.24,194361.78,2965117.46,6011.02
943.8198,172215.84,1873817.10,26143313.08,45731.63,185109.22,3185896.20,6571.22
944.7957,171307.91,1551154.85,28081738.13,43489.71,166550.36,3206509.01,6681.26
945.7710,156786.73,1733663.71,28502423.55,44538.80,154185.67,3525337.13,5730.93
946.7458,164872.91,1621097.56,29560486.08,46453.37,145846.26,3121750.89,7031.39
947.7207,173809.88,1945542.62,29070904.82,53354.80,158703.00,3438654.01,7891.76
948.6956,169502.28,1645293.92,28321419.38,59867.48,136993.43,3293352.76,8201.90
949.6709,146809.64,1652488.58,27950263.12,66613.23,125077.57,3675348.07,7671.66
950.6458,151333.97,1591506.29,27064942.27,72059.71,125473.54,3587177.45,8742.16
951.6206,133635.57,1756643.27,27972033.96,76905.31,116345.15,3357414.95,8542.06
952.5959,137633.20,1555286.10,26644088.10,75710.52,112528.75,3457534.01,7611.63
953.5708,154861.46,1776359.41,24957085.97,72675.37,111982.16,3335847.76,6941.36
954.5457,138539.57,1520963.58,28784006.89,62756.79,111884.92,3630596.82,5170.75
955.5210,148210.14,1483156.54,25442031.82,52793.23,113340.24,3419219.64,3550.36
956.4958,138751.05,1563978.42,26625702.68,42677.88,138225.74,3655909.01,3100.27
957.4707,158631.53,1780528.95,24965173.47,38011.31,142030.55,3991722.13,2490.17
958.4456,143918.25,1607440.01,28863565.23,31509.43,125698.35,4154500.88,2270.15
959.4209,156514.55,1654773.34,26319554.75,31072.05,116395.48,4435760.25,1580.07
960.3958,148552.75,1740228.68,27254027.69,32491.08,113397.26,4654710.87,1640.08
961.3706,139012.93,1687976.86,28709719.39,28321.09,112565.61,4968798.05,1510.06
962.3460,140674.73,1704748.87,27736750.62,29055.53,107603.39,5043193.36,1090.03
963.3208,133977.92,1663737.93,28862669.40,29319.27,124084.37,5135800.24,1470.06
964.2957,203878.49,1634401.99,25143573.48,32935.18,147539.37,5251192.42,1190.04
965.2705,199443.04,1724116.18,28509527.72,33953.64,123930.02,5682899.92,1360.05
966.2459,137230.37,1537769.57,27084650.61,30604.62,109038.28,5107902.11,1100.03
967.2207,124113.05,1506850.81,26506646.43,27786.97,107868.23,5615349.92,920.02
968.1956,121506.75,1601415.40,28675725.64,27910.48,108055.98,5481692.42,1150.04
969.1710,119856.60,1578869.83,27447502.70,29623.07,109423.84,5394670.54,790.02
970.1458,124525.67,1577206.29,27286979.78,25430.34,108843.83,5363756.80,610.01
971.1207,131621.97,1752094.96,27327796.44,28180.88,120699.12,5395991.79,1000.03
972.0960,127444.40,1814357.98,27443417.28,26575.23,107237.98,5317434.92,860.02
973.0709,136434.82,1777163.58,28548552.72,27119.34,108733.19,6057174.91,880.02
974.0457,134783.45,1669077.64,28077488.13,27166.07,126272.17,5672293.04,1050.03
975.0206,147101.81,1605580.77,28049179.79,25880.95,110298.94,5809520.54,1000.03
975.9959,125280.48,1607627.25,28535204.80,24395.65,106544.06,5470935.54,950.03
976.9708,129185.78,1650535.71,27069748.52,24712.73,106916.16,6114787.41,970.03
977.9456,123237.54,1698779.60,29597042.33,25076.54,105256.84,6164815.53,560.01
978.9210,131007.87,1714866.44,28813904.81,25500.43,108964.51,5897615.54,730.02
979.8958,128843.55,1654484.02,28590015.22,24729.42,107432.41,5674461.79,740.02
980.8707,122996.01,1824088.45,25905448.50,24702.71,94590.43,5689408.04,670.01
981.8460,113518.91,1684211.50,26051275.58,23965.10,94791.45,5837958.04,600.01
982.8209,107987.67,1656373.08,25862225.58,23844.95,94081.23,5782511.16,490.01
983.7957,116164.41,1575840.53,25563788.07,23514.54,97438.25,6308783.66,470.01
984.7706,110059.19,1540309.67,26984021.44,22847.06,93752.94,6178708.03,520.01
985.7459,102065.97,1892248.48,26022906.83,22186.28,93635.69,6158393.66,510.01
986.7208,98176.10,1531583.37,28102308.96,22076.15,93920.45,6618968.03,470.01
987.6956,99030.39,1879765.15,27702246.45,21785.81,95742.91,6722395.52,500.01
988.6710,186627.32,1523005.89,25174227.65,22363.15,98064.82,5974455.54,520.01
989.6458,103634.19,1712169.05,27240602.69,22169.59,99941.32,5861851.16,620.01
990.6207,114454.36,1597292.61,27061248.52,22586.75,105303.77,6059813.03,730.02
991.5960,120591.11,1726260.59,27062404.77,23084.01,111609.96,5891433.04,760.02
992.5709,119001.39,1571445.48,27878786.04,23407.74,110875.63,5915150.54,590.01
993.5457,124153.31,1598930.63,27219471.44,23424.43,116157.34,6183613.66,690.01
994.5206,123770.90,1901089.63,26131223.50,22363.15,113383.84,5862781.16,420.00
995.4959,123267.72,1751099.39,29496058.99,22887.11,112656.15,5907111.79,550.01
996.4708,121587.24,1867673.35,27742525.62,23958.43,123148.24,5585571.79,550.01
997.4456,121557.05,1638516.18,29239811.07,25056.51,114326.18,5729884.91,390.00
998.4210,110421.22,1664852.77,26774652.68,24131.98,113984.12,5225547.73,460.01
999.3958,133313.38,1763221.00,26558456.84,25373.59,147512.48,5498841.17,890.02
1000.3707,284750.50,1648935.97,23676669.28,30290.79,183177.10,5293504.92,1380.05
1001.3455,399820.46,1809218.27,27996958.96,40469.71,210864.68,6110982.41,1610.07
1002.3209,436769.21,1760123.48,32738052.82,35386.25,194674.99,5303416.17,1080.03
1003.2957,378542.77,1645455.64,23907796.37,31756.51,137063.97,4538124.93,1220.04
1004.2706,327299.37,1372241.18,22868563.01,34204.09,157684.46,5261380.55,1330.05
1005.2460,397381.48,1750775.95,27918873.54,36438.23,173728.13,5351589.92,1000.03
1006.2208,324513.45,1600445.35,25110740.14,30327.52,165736.54,5013816.49,1250.04
1007.1956,291326.40,1569509.54,26747079.76,30274.10,179626.46,5694007.42,920.02
1008.1710,310793.04,1917282.99,28161929.80,29699.86,187458.94,5748598.66,900.02
1009.1459,272629.43,1815017.49,28518286.05,29626.41,173516.23,5624122.42,790.02
1010.1207,279079.53,1995926.48,27658531.87,31566.20,164149.41,5542743.67,1120.04
1011.0955,257364.41,1673396.13,29518044.41,28578.14,149719.81,5619196.17,820.02
1012.0709,218171.68,1640903.16,29614025.66,24465.74,143699.85,5573358.67,1070.03
1013.0458,176049.80,1647144.70,27119479.77,22283.06,76538.65,2097923.56,150.00
1014.0206,49923.72,362141.48,7136096.51,16627.27,13955.17,368752.26,30.00
1014.9960,5270.71,44718.68,1515749.12,15232.77,2126.79,34161.57,0.00
1015.9708,1110.03,5634.16,601822.28,14832.45,566.68,6761.24,0.00
1016.9457,380.00,1166.70,408468.76,15182.73,433.34,1220.04,0.00
1017.9210,150.00,500.01,390387.48,14979.24,426.67,70.00,0.00
1018.8959,80.00,33.33,382338.52,14795.76,486.67,70.00,0.00
1019.8707,60.00,0.00,392677.55,14852.47,386.67,180.00,0.00
1020.8456,50.00,66.67,389513.97,15082.65,320.00,50.00,0.00
1021.8209,50.00,33.33,382882.56,15035.95,386.67,210.00,0.00
1022.7958,130.00,0.00,392031.13,15206.08,36568.82,1673997.79,5680.91
1023.7706,265573.20,1472209.28,24417242.21,81561.33,232824.57,5629058.04,8161.88
1024.7460,205080.97,1886172.70,29949538.17,51162.12,146067.96,5238940.86,7031.39
1025.7208,155960.14,1742798.48,30349473.60,43770.35,109494.25,4670190.87,5640.90
1026.6957,135347.29,1657862.28,26405556.84,44187.98,101965.48,4460440.87,5870.97
1027.6705,174203.38,1492563.58,26239163.09,41308.19,90406.62,4152695.25,5340.80
1028.6459,125220.10,1436354.98,24230269.29,40369.51,75889.36,3870052.13,4800.65
1029.6207,127857.10,1405989.35,21992983.82,40640.08,63874.87,3507635.57,5000.71
1030.5956,123801.08,1352529.33,22665394.26,39110.20,62393.25,3461992.76,4220.50
1031.5709,127615.52,1330847.43,20723354.63,38635.90,54308.24,3178744.95,3500.35
1032.5458,129145.53,1199045.86,21275562.98,37005.99,53526.00,3087560.27,3510.35
1033.5206,126820.37,1167084.27,19154850.43,36107.61,52900.91,2906678.71,3360.32
1034.4960,133202.63,1265962.27,19519585.85,35957.32,64998.71,2929801.83,3500.35
1035.4719,138761.15,1384447.95,23031294.26,37657.27,69273.92,3135062.14,3490.34
1036.4468,129568.32,1275672.68,21394917.14,36458.28,52673.60,3040767.14,3340.31
1037.4215,125330.80,1210484.27,19919900.45,35245.99,44245.28,2936984.64,3680.38
1038.3970,109908.35,1286892.35,19244875.43,37303.25,45708.77,2857846.83,3580.36
1039.3718,115963.22,1092261.87,19767273.36,36274.59,46724.59,3198020.26,3900.43
1040.3467,117311.20,1213428.41,19839456.69,37957.87,50541.10,3273728.08,3570.36
1041.3220,98769.09,1129853.67,18294831.66,33876.83,48709.62,3556021.82,4070.47
1042.2969,81258.67,1036784.40,21481769.23,36211.13,69842.69,3703139.01,4350.53
1043.2717,85516.80,1116258.88,17958960.82,31796.58,65928.60,3131193.70,4310.52
1044.2466,94347.30,1077503.34,18566387.91,32006.93,77686.68,3464504.32,4440.56
1045.2219,104247.45,1277225.68,19284994.18,32026.97,74657.78,3353773.70,4280.52
1046.1968,104267.55,1313241.57,22293917.16,41802.60,94164.98,4318905.25,5510.86
1047.1716,125934.66,1385885.97,21869292.16,34030.44,96396.23,4106724.00,4950.69
1048.1470,127454.45,1379797.56,22956713.01,32451.01,99143.78,3860297.13,5790.95
1049.1218,126156.08,1365582.71,21162610.89,30524.49,127819.23,3659401.51,5180.76
1050.0967,140090.55,1317964.22,21797377.57,33536.23,138531.31,3619484.95,5410.83
1051.0720,161061.31,1283743.91,21544187.98,37263.17,132229.54,3554889.32,6151.07
1052.0469,139073.34,1224161.23,20274565.04,38218.39,126768.84,3091549.02,6381.15
1053.0217,132014.62,1161493.52,20285010.87,36979.28,121601.57,2898597.14,6981.37
1053.9966,133122.10,1168995.34,19387400.43,39534.42,106741.83,2635700.59,6991.38
1054.9719,115882.73,1104790.00,18450604.58,40803.76,107844.16,2649105.90,7411.55
1055.9468,117210.61,1130206.93,19391625.43,43850.54,101687.31,2890644.64,8151.87
1056.9216,109385.42,1164040.91,20067329.62,45778.41,95277.22,2897106.52,7231.47
1057.8970,104850.66,1122578.54,19754477.52,44388.45,104851.27,2591176.99,7101.42
1058.8718,100487.82,1202151.20,19869790.03,46643.85,89656.38,2621261.21,6621.24
1059.8467,103503.49,1176535.57,21077377.55,46169.35,88484.18,2573467.93,6401.16
1060.8220,95683.78,1216408.23,20943544.22,46363.16,86943.69,2722318.40,7291.50
1061.7969,117572.79,1185778.93,20089523.37,47763.28,89190.84,2868530.58,7761.70
1062.7717,100889.88,1324699.38,20863323.38,49267.12,86592.08,2847491.21,8211.90
1063.7466,107213.45,1325818.39,19664467.11,59820.67,86669.10,3008819.33,8722.15
1064.7219,110310.60,1218489.74,21649062.98,57008.72,89686.52,2880437.77,8241.92
1065.6968,102709.33,1222156.80,19796696.28,63241.73,94747.89,3031841.20,8692.13
1066.6716,110944.19,1208037.27,21466602.56,67680.31,85637.71,3128218.39,9112.34
1067.6470,131410.57,1311037.66,20878344.22,65756.91,81569.71,3012279.02,8592.08
1068.6218,111547.60,1244600.81,20928992.13,61502.70,79219.71,3213516.51,7291.50
1069.5967,128863.66,1323537.92,21207337.97,55500.93,72629.87,3100084.02,5680.91
1070.5720,115872.66,1308667.74,20260519.20,47703.14,70193.99,3303353.08,5280.79
1071.5469,121305.50,1325299.38,22309490.08,42193.46,65503.78,3411699.64,3830.41
1072.5217,128581.81,1169054.58,20294748.37,34858.61,66380.19,3776638.38,2290.15
1073.4966,116757.91,1303609.01,22502421.34,31412.61,64423.41,3714726.82,2450.17
1074.4719,118357.51,1285764.87,20141923.37,29903.51,66751.51,3909354.94,1890.10
1075.4468,121536.93,1282424.90,20693315.05,29202.42,66768.23,3957764.94,1400.06
1076.4216,112503.05,1210265.52,20825448.38,28821.84,62731.04,4303679.62,1580.07
1077.3970,102809.85,1330473.08,20404460.87,29115.62,64302.99,4132730.25,1550.07
1078.3718,126488.23,1438499.38,23173990.10,29746.60,64801.36,4080790.56,1430.06
1079.3467,125119.45,1385720.08,22305246.33,31809.93,68179.93,4117171.50,1520.06
1080.3220,109958.63,1427062.79,22757333.84,31673.04,69993.25,4123039.00,1560.07
1081.2969,116295.17,1366327.24,23350110.94,30981.91,77445.68,4162419.00,1390.05
1082.2717,111185.55,1441111.75,22930933.85,31215.62,72833.99,4261035.87,1590.07
1083.2466,112774.62,1474009.02,23540360.94,30571.24,69571.68,4070686.19,1190.04
1084.2219,105825.90,1429692.22,22457615.09,29319.27,66450.44,4173685.56,1090.03
1085.1968,97030.40,1311684.40,22081877.58,28851.88,66771.58,4465657.12,970.03
1086.1716,96487.72,1439571.52,21599854.65,28768.43,64871.61,4471463.68,1130.04
1087.1470,100337.04,1426867.09,21975112.99,28013.97,62684.22,4688082.43,1110.03
1088.1218,103161.69,1488253.68,22417650.50,27947.20,63065.49,4528022.12,1230.04
1089.0967,106750.92,1422701.72,23209267.19,28044.01,62991.91,4675988.37,1010.03
1090.0720,107786.57,1432896.00,23502635.94,26692.06,67146.22,4395034.93,1010.03
1091.0469,97874.59,1399126.59,21725648.40,25380.27,66186.17,4622211.81,790.02
1092.0217,99502.80,1423046.39,23154183.85,25437.01,65393.41,4347033.69,910.02
1092.9966,113096.48,1383265.14,23111827.60,24439.04,69277.27,4346473.37,790.02
1093.9719,107796.63,1537046.26,22276294.25,24929.68,71331.59,4390499.31,830.02
1094.9468,106509.61,1487066.57,23170075.52,27202.79,74664.48,4297993.69,770.02
1095.9216,100568.23,1383520.34,21895948.41,25283.48,78821.36,4675526.18,480.01
1096.8970,109234.59,1518555.50,23712740.11,24782.81,78322.63,4660040.24,670.01
1097.8718,104046.39,1454233.24,25180477.65,25734.08,87626.85,4583918.06,930.02
1098.8467,111869.44,1384575.55,22312915.08,24325.56,95391.13,4592684.93,820.02
1099.8215,96759.06,1409061.23,22397323.42,24759.46,92279.01,4777812.12,790.02
1100.7969,98738.93,1393484.80,22733698.42,25303.50,94583.73,4788348.99,730.02
1101.7717,98789.19,1273979.33,23738006.78,24779.48,79782.08,4702143.05,950.03
1102.7466,101925.23,1395480.24,24777963.05,23711.45,78014.68,4659121.81,570.01
1103.7219,104086.58,1523103.68,23490708.86,24836.22,69675.41,5039583.67,840.02
