G_NIST610_1
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-03-28 16:43:59.310,0,213561,90278.4,2.02785e+06,521982,126641,474550,43553.4,3.49842e+06,213481,90225.9,1.66605e+06,507560,126233,474506,43553.1,3.12161e+06,2.36607,18.4654,5.62544,1.39907,5.25909,0.482712,8.2144,467.471,88457.6,504.24,527.867,602.181,524.189,
2023-03-28 16:44:00.285,0.9748,245412,100529,2.19015e+06,517629,127678,455478,45578.5,3.68246e+06,245332,100478,1.82862e+06,503212,127269,455434,45578.2,3.30591e+06,2.44166,18.1993,5.0082,1.26664,4.53269,0.453616,8.2144,482.417,87181.6,449.015,477.93,518.986,492.591,
2023-03-28 16:44:01.260,1.9502,227234,106696,2.0198e+06,555681,119196,455622,42290.4,3.52652e+06,227154,106645,1.65853e+06,541269,118787,455577,42290.1,3.15024e+06,2.13,15.5519,5.07543,1.11385,4.2719,0.39655,8.2144,420.852,74498.4,455.146,420.304,489.107,430.621,
2023-03-28 16:44:02.235,2.925,218253,116418,2.22626e+06,523579,130655,424104,37950.6,3.67722e+06,218172,116369,1.86525e+06,509172,130245,424059,37950.3,3.30121e+06,1.87483,16.0288,4.3755,1.11925,3.6441,0.326121,8.2144,370.445,76782,392.467,422.364,417.211,354.14,
2023-03-28 16:44:03.210,3.8999,217282,105589,1.88679e+06,469759,108968,401722,43092.3,3.2332e+06,217201,105541,1.52604e+06,455357,108558,401677,43092,2.85746e+06,2.05798,14.4592,4.31452,1.02859,3.80589,0.408297,8.2144,406.644,69262.3,387.085,388.174,435.717,443.375,
2023-03-28 16:44:04.185,4.8752,200039,85791.2,1.87542e+06,497639,122413,435290,40085.3,3.25668e+06,199958,85743.4,1.51494e+06,483242,122003,435244,40085,2.8812e+06,2.33205,17.6682,5.63591,1.42288,5.07613,0.467499,8.2144,460.811,84632.9,505.751,537.008,581.117,507.662,
2023-03-28 16:44:05.160,5.8501,223896,100295,2.17447e+06,472889,126232,472355,43583.5,3.61372e+06,223815,100248,1.81425e+06,458497,125821,472308,43583.2,3.23851e+06,2.23262,18.0976,4.57364,1.2551,4.71141,0.434756,8.2144,441.174,86688.5,410.519,473.713,539.343,472.104,
2023-03-28 16:44:06.135,6.8249,206577,99456.9,2.08518e+06,526405,121491,447773,42039.8,3.52893e+06,206496,99411,1.72522e+06,512019,121080,447727,42039.5,3.15398e+06,2.07719,17.3544,5.15053,1.21797,4.5038,0.422886,8.2144,410.472,83127.3,462.403,459.726,515.556,459.214,
2023-03-28 16:44:07.111,7.8003,208093,98954.3,2.00595e+06,540883,114343,476899,46160,3.49129e+06,208012,98909.3,1.64625e+06,526502,113931,476852,46159.8,3.11661e+06,2.10305,16.644,5.32308,1.15188,4.82111,0.466688,8.2144,415.593,79723.4,478.003,434.804,551.857,506.777,
2023-03-28 16:44:08.085,8.7751,225444,107165,2.0729e+06,511482,109843,431728,38301.3,3.49686e+06,225362,107121,1.71345e+06,497106,109431,431681,38301.1,3.12245e+06,2.10382,15.9955,4.64061,1.02157,4.02985,0.35755,8.2144,415.755,76616,416.814,385.638,461.266,388.263,
2023-03-28 16:44:09.060,9.75,208547,101534,2.08903e+06,540197,117593,495828,38581.9,3.59131e+06,208466,101491,1.72985e+06,525826,117181,495780,38581.7,3.21717e+06,2.05403,17.0443,5.181,1.15459,4.88496,0.380148,8.2144,405.927,81638.4,465.456,435.878,559.121,412.801,
2023-03-28 16:44:10.035,10.7248,240967,96106.6,1.97821e+06,465527,128722,457590,42099.9,3.40922e+06,240886,96064.4,1.61929e+06,451161,128309,457542,42099.7,3.03534e+06,2.50755,16.8563,4.69644,1.33566,4.76286,0.438245,8.2144,495.566,80736.5,422.02,504.266,545.126,475.887,
2023-03-28 16:44:11.010,11.7002,208558,95570.6,1.9483e+06,482851,124977,447558,42320.4,3.35013e+06,208476,95529.3,1.58964e+06,468490,124564,447510,42320.2,2.97652e+06,2.18233,16.6403,4.90415,1.30393,4.68453,0.443008,8.2144,431.304,79700.9,440.784,492.317,536.139,481.058,
