Baseline_9
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-03-28 17:33:29.193,0,560.01,266.67,354614,15579.7,346.67,50,0,371417,425.169,84.0576,-1987.02,124.449,2.71499,-8.6902,-1.44829e-05,-2116.05,5.05807,-23.6388,1.48052,0.0322992,-0.103384,-1.72298e-07,,,,,,,,
2023-03-28 17:33:30.168,0.9749,270,133.33,352882,15252.8,396.67,460.01,0,369395,135.189,-50.8179,-1741.47,-116.853,54.5474,400.811,-5.43638e-06,-2074.15,-2.66027,34.2689,2.29946,-1.07339,-7.8872,1.06978e-07,,,,,,,,
2023-03-28 17:33:31.144,1.9502,160,66.67,354546,15382.9,316.67,680.01,0,371152,25.2201,-119.031,1955.46,101.262,-23.5671,620.299,3.32504e-06,1805.49,-0.211879,-16.4281,-0.850722,0.197991,-5.21124,-2.79342e-08,,,,,,,,
2023-03-28 17:33:32.118,2.9251,90,100,351762,15089.3,333.34,1550.06,0,368925,-44.7487,-87.2707,1259.74,-102.003,-4.95996,1489.84,1.17897e-05,1758.08,0.512757,-14.4349,1.16882,0.0568341,-17.0714,-1.35094e-07,,,,,,,,
