MACS3_1
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-03-28 14:02:02.590,0,2.93385e+07,1.49403e+07,2.30422e+08,1.81844e+07,492206,1.85319e+08,202460,4.78898e+08,2.93384e+07,1.49401e+07,2.29966e+08,1.81676e+07,491750,1.85319e+08,202458,4.78423e+08,1.96373,15.3925,1.21603,0.0329148,12.4041,0.0135514,,,,,,,,
2023-03-28 14:02:03.564,0.9748,2.93444e+07,1.58045e+07,2.36976e+08,1.83389e+07,476274,1.83894e+08,199688,4.85034e+08,2.93442e+07,1.58043e+07,2.36519e+08,1.83221e+07,475817,1.83894e+08,199687,4.84559e+08,1.85672,14.9655,1.15931,0.0301068,11.6357,0.012635,,,,,,,,
2023-03-28 14:02:04.539,1.9497,2.92557e+07,1.46008e+07,2.19194e+08,1.77323e+07,489867,1.82148e+08,188416,4.63609e+08,2.92555e+07,1.46006e+07,2.18738e+08,1.77155e+07,489410,1.82148e+08,188415,4.63134e+08,2.00372,14.9815,1.21334,0.0335199,12.4754,0.0129046,,,,,,,,
2023-03-28 14:02:05.514,2.9246,2.84792e+07,1.40427e+07,2.14605e+08,1.69161e+07,487647,1.90731e+08,197848,4.65459e+08,2.84791e+07,1.40425e+07,2.14149e+08,1.68993e+07,487190,1.90731e+08,197847,4.64984e+08,2.02806,15.25,1.20343,0.0346938,13.5824,0.0140891,,,,,,,,
2023-03-28 14:02:06.489,3.8999,2.86027e+07,1.45257e+07,2.12976e+08,1.7151e+07,488755,1.85514e+08,191317,4.59449e+08,2.86025e+07,1.45255e+07,2.1252e+08,1.71342e+07,488298,1.85513e+08,191316,4.58974e+08,1.96912,14.6308,1.17959,0.0336166,12.7716,0.013171,,,,,,,,
2023-03-28 14:02:07.464,4.8748,2.86479e+07,1.47863e+07,2.29189e+08,1.75613e+07,469900,1.76443e+08,188699,4.67286e+08,2.86478e+07,1.47862e+07,2.28732e+08,1.75445e+07,469444,1.76443e+08,188698,4.66811e+08,1.93747,15.4693,1.18655,0.0317488,11.933,0.0127618,,,,,,,,
2023-03-28 14:02:08.439,5.8496,2.82178e+07,1.43389e+07,2.20154e+08,1.7654e+07,480616,1.81917e+08,192338,4.62955e+08,2.82176e+07,1.43388e+07,2.19697e+08,1.76372e+07,480159,1.81917e+08,192337,4.62479e+08,1.96793,15.3219,1.23004,0.0334868,12.6871,0.0134138,,,,,,,,
2023-03-28 14:02:09.415,6.825,2.84594e+07,1.40646e+07,2.20518e+08,1.73658e+07,476145,1.73873e+08,188982,4.54946e+08,2.84592e+07,1.40645e+07,2.20062e+08,1.7349e+07,475688,1.73873e+08,188981,4.54471e+08,2.02348,15.6467,1.23354,0.033822,12.3625,0.0134368,,,,,,,,
2023-03-28 14:02:10.389,7.7998,2.73904e+07,1.35184e+07,2.08421e+08,1.72732e+07,498677,1.75785e+08,190660,4.43077e+08,2.73903e+07,1.35182e+07,2.07964e+08,1.72564e+07,498220,1.75785e+08,190659,4.42601e+08,2.02617,15.384,1.27653,0.0368554,13.0035,0.0141038,,,,,,,,
2023-03-28 14:02:11.364,8.7747,2.83698e+07,1.39538e+07,2.10692e+08,1.76626e+07,577723,1.81132e+08,196665,4.52585e+08,2.83697e+07,1.39536e+07,2.10235e+08,1.76458e+07,577266,1.81132e+08,196664,4.52109e+08,2.03315,15.0668,1.26461,0.0413705,12.9811,0.0140941,,,,,,,,
2023-03-28 14:02:12.339,9.7495,2.8643e+07,1.41785e+07,2.11245e+08,1.7318e+07,534349,1.8109e+08,184202,4.53194e+08,2.86429e+07,1.41783e+07,2.10789e+08,1.73012e+07,533892,1.8109e+08,184201,4.52718e+08,2.02019,14.867,1.22026,0.0376556,12.7723,0.0129917,,,,,,,,
2023-03-28 14:02:13.314,10.7249,2.77095e+07,1.33501e+07,2.12839e+08,1.72691e+07,466866,1.76377e+08,184899,4.48197e+08,2.77093e+07,1.33499e+07,2.12382e+08,1.72523e+07,466409,1.76377e+08,184898,4.47721e+08,2.07562,15.9089,1.29231,0.0349373,13.2119,0.0138501,,,,,,,,
2023-03-28 14:02:14.289,11.6997,2.86693e+07,1.36307e+07,2.08418e+08,1.74505e+07,463320,1.8032e+08,192944,4.49145e+08,2.86691e+07,1.36305e+07,2.07962e+08,1.74336e+07,462863,1.80319e+08,192943,4.48669e+08,2.1033,15.2571,1.27901,0.0339578,13.2291,0.0141552,,,,,,,,
2023-03-28 14:02:15.264,12.6746,2.83371e+07,1.3894e+07,2.06797e+08,1.70724e+07,447651,1.76405e+08,186678,4.43141e+08,2.83369e+07,1.38938e+07,2.06341e+08,1.70556e+07,447194,1.76405e+08,186677,4.42665e+08,2.03953,14.8513,1.22757,0.0321866,12.6967,0.013436,,,,,,,,
2023-03-28 14:02:16.239,13.6499,2.76399e+07,1.40653e+07,2.06138e+08,1.65835e+07,467030,1.78481e+08,188507,4.43564e+08,2.76397e+07,1.40651e+07,2.05682e+08,1.65666e+07,466573,1.78481e+08,188506,4.43088e+08,1.96512,14.6235,1.17785,0.0331723,12.6896,0.0134023,,,,,,,,
2023-03-28 14:02:17.214,14.6248,2.74778e+07,1.35453e+07,2.07072e+08,1.59648e+07,466832,1.76959e+08,187648,4.41673e+08,2.74777e+07,1.35451e+07,2.06615e+08,1.5948e+07,466375,1.76959e+08,187647,4.41198e+08,2.0286,15.2538,1.1774,0.0344312,13.0644,0.0138535,,,,,,,,
2023-03-28 14:02:18.189,15.5996,2.74932e+07,1.36889e+07,2.04829e+08,1.65986e+07,481922,1.79316e+08,201286,4.42609e+08,2.74931e+07,1.36887e+07,2.04373e+08,1.65818e+07,481465,1.79316e+08,201285,4.42134e+08,2.00845,14.93,1.21135,0.0351725,13.0996,0.0147045,,,,,,,,
2023-03-28 14:02:19.165,16.575,2.90186e+07,1.37563e+07,2.17906e+08,1.74839e+07,495272,1.79425e+08,195623,4.58281e+08,2.90184e+07,1.37562e+07,2.17449e+08,1.7467e+07,494815,1.79425e+08,195622,4.57805e+08,2.10949,15.8074,1.26976,0.0359705,13.0433,0.0142207,,,,,,,,
2023-03-28 14:02:20.139,17.5498,2.90431e+07,1.39676e+07,2.17433e+08,1.77372e+07,474613,1.72454e+08,186142,4.51297e+08,2.9043e+07,1.39675e+07,2.16977e+08,1.77203e+07,474156,1.72454e+08,186141,4.50821e+08,2.07933,15.5345,1.26869,0.0339472,12.3469,0.0133268,,,,,,,,
2023-03-28 14:02:21.114,18.5247,2.72814e+07,1.28576e+07,2.05298e+08,1.71194e+07,492412,1.78403e+08,191620,4.41643e+08,2.72812e+07,1.28575e+07,2.04841e+08,1.71025e+07,491955,1.78403e+08,191619,4.41168e+08,2.12182,15.9317,1.33016,0.0382622,13.8754,0.0149033,,,,,,,,
2023-03-28 14:02:22.089,19.4995,2.66758e+07,1.36765e+07,2.04372e+08,1.64499e+07,484066,1.82778e+08,190629,4.44626e+08,2.66756e+07,1.36764e+07,2.03915e+08,1.6433e+07,483609,1.82778e+08,190629,4.44151e+08,1.95049,14.91,1.20157,0.035361,13.3645,0.0139385,,,,,,,,
2023-03-28 14:02:23.064,20.4749,2.76249e+07,1.38347e+07,2.04309e+08,1.64875e+07,452372,1.70494e+08,190559,4.33393e+08,2.76247e+07,1.38345e+07,2.03852e+08,1.64706e+07,451915,1.70494e+08,190558,4.32917e+08,1.9968,14.735,1.19055,0.0326658,12.3238,0.0137741,,,,,,,,
2023-03-28 14:02:24.039,21.4497,2.80589e+07,1.3779e+07,2.13646e+08,1.66113e+07,435511,1.72779e+08,183535,4.45493e+08,2.80587e+07,1.37788e+07,2.13189e+08,1.65944e+07,435054,1.72779e+08,183534,4.45017e+08,2.03636,15.4723,1.20434,0.0315742,12.5394,0.01332,,,,,,,,
2023-03-28 14:02:25.014,22.4246,2.77192e+07,1.30402e+07,2.09121e+08,1.66687e+07,453734,1.72355e+08,181858,4.39539e+08,2.77191e+07,1.304e+07,2.08664e+08,1.66518e+07,453277,1.72355e+08,181857,4.39063e+08,2.1257,16.0018,1.27698,0.0347606,13.2174,0.0139461,,,,,,,,
2023-03-28 14:02:25.990,23.4,2.72681e+07,1.32875e+07,2.09797e+08,1.65119e+07,471366,1.68663e+08,181818,4.3618e+08,2.72679e+07,1.32874e+07,2.0934e+08,1.64951e+07,470910,1.68663e+08,181817,4.35704e+08,2.05217,15.7548,1.24141,0.0354404,12.6935,0.0136834,,,,,,,,
2023-03-28 14:02:26.964,24.3748,2.67293e+07,1.32785e+07,2.05222e+08,1.59716e+07,488625,1.77928e+08,184859,4.39803e+08,2.67291e+07,1.32783e+07,2.04765e+08,1.59548e+07,488168,1.77928e+08,184858,4.39327e+08,2.01299,15.421,1.20157,0.0367643,13.3999,0.0139218,,,,,,,,
2023-03-28 14:02:27.939,25.3496,2.78584e+07,1.3799e+07,2.03379e+08,1.63389e+07,454817,1.76807e+08,189973,4.38827e+08,2.78582e+07,1.37988e+07,2.02922e+08,1.63221e+07,454360,1.76807e+08,189972,4.38351e+08,2.01888,14.7058,1.18286,0.0329274,12.8132,0.0137672,,,,,,,,
2023-03-28 14:02:28.915,26.325,2.87512e+07,1.36912e+07,2.13659e+08,1.70676e+07,461165,1.77024e+08,193834,4.50847e+08,2.8751e+07,1.36911e+07,2.13202e+08,1.70507e+07,460708,1.77024e+08,193833,4.50371e+08,2.09998,15.5723,1.24539,0.0336503,12.9299,0.0141576,,,,,,,,
