PC_samples_6
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-05-23 13:47:36.294,0,250223,2.49628e+06,4.3678e+07,66977.8,98741.7,6.04891e+06,6591.23,5.26457e+07,249985,2.4961e+06,4.27761e+07,18315.7,98206.8,6.04889e+06,6583.66,5.16943e+07,0.10015,17.1372,0.00733774,0.0393441,2.42333,0.00263758,38.8,79.8214,393755,2.50634,87.1854,1229.25,10.4766,
2023-05-23 13:47:37.269,0.9749,262583,2.56243e+06,4.2086e+07,67971.4,86407.9,6.42892e+06,7081.41,5.15014e+07,262346,2.56225e+06,4.11844e+07,19312.6,85873,6.4289e+06,7073.83,5.05502e+07,0.102389,16.0735,0.00753735,0.0335147,2.50908,0.00276079,38.8,81.6056,369312,2.57451,74.267,1272.75,10.9661,
2023-05-23 13:47:38.245,1.9502,286455,2.73088e+06,4.41549e+07,69266,75397.4,6.88608e+06,7301.5,5.42103e+07,286218,2.7307e+06,4.32535e+07,20610.6,74862.5,6.88606e+06,7293.92,5.32593e+07,0.104815,15.8397,0.00754775,0.0274152,2.52172,0.00267109,38.8,83.5394,363938,2.57805,60.7504,1279.16,10.6099,
2023-05-23 13:47:39.219,2.925,317174,2.73422e+06,4.63107e+07,68131.9,61854.8,6.60923e+06,6951.36,5.61083e+07,316937,2.73404e+06,4.54094e+07,19479.9,61319.9,6.60921e+06,6943.78,5.51575e+07,0.115923,16.6089,0.00712494,0.0224283,2.41738,0.00253975,38.8,92.3923,381608,2.43362,49.6994,1226.23,10.0882,
2023-05-23 13:47:40.194,3.8999,322724,2.78494e+06,4.37216e+07,66579.8,52519.8,6.53474e+06,6661.25,5.34898e+07,322487,2.78475e+06,4.28205e+07,17931.1,51985,6.53472e+06,6653.66,5.25391e+07,0.115805,15.3768,0.00643902,0.0186677,2.3466,0.00238932,38.8,92.2983,353296,2.19933,41.3659,1190.33,9.49079,
2023-05-23 13:47:41.169,4.8748,341479,3.15984e+06,4.75235e+07,70079,41595.9,5.56138e+06,4380.54,5.67023e+07,341242,3.15966e+06,4.66226e+07,21433.7,41061,5.56136e+06,4372.95,5.57518e+07,0.108,14.7556,0.00678355,0.0129954,1.76012,0.001384,38.8,86.0778,339021,2.317,28.7964,892.828,5.49751,
2023-05-23 13:47:42.145,5.8511,293407,2.68805e+06,4.22583e+07,68596.9,29609.9,4.69498e+06,2890.24,5.00358e+07,293171,2.68787e+06,4.13575e+07,19955,29075,4.69496e+06,2882.65,4.90856e+07,0.109072,15.3867,0.00742411,0.0108171,1.74672,0.00107247,38.8,86.9323,353520,2.53578,23.9695,886.033,4.26009,
2023-05-23 13:47:43.120,6.8259,257445,2.37391e+06,3.8056e+07,77206.5,22863.9,5.7429e+06,2440.17,4.65327e+07,257209,2.37373e+06,3.71554e+07,28568,22329,5.74289e+06,2432.57,4.55827e+07,0.108356,15.6527,0.0120351,0.0094067,2.41935,0.00102479,38.8,86.3621,359628,4.11068,20.844,1227.22,4.07073,
2023-05-23 13:47:44.095,7.8008,291194,2.56354e+06,4.40101e+07,95760.7,19049.6,6.03081e+06,2470.17,5.30129e+07,290958,2.56336e+06,4.31097e+07,47125.5,18514.7,6.03079e+06,2462.57,5.2063e+07,0.113507,16.8177,0.0183843,0.00722285,2.35269,0.000960681,38.8,90.467,386390,6.27929,16.0047,1193.41,3.81611,
2023-05-23 13:47:45.070,8.7761,329760,2.58648e+06,4.27257e+07,121863,16457.2,7.37377e+06,2310.15,5.31564e+07,329524,2.5863e+06,4.18255e+07,73231.1,15922.3,7.37375e+06,2302.55,5.22067e+07,0.127411,16.172,0.028315,0.0061564,2.85108,0.000890287,38.8,101.549,371552,9.67117,13.6415,1446.22,3.53651,
