Baseline_4
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-03-28 14:23:52.028,0,70,33.33,480031,16160.2,506.67,20,0,496821,-55.0887,-66.4743,-6530.2,-843.009,55.2009,-9.32018,-1.35036,-7661.36,0.828722,98.2365,12.6817,-0.83041,0.140207,0.0203141,,,,,,,,
2023-03-28 14:23:53.003,0.9749,60,133.33,475896,16860.8,516.67,0,0,493467,-65.4913,33.6262,-10624.1,-141.459,65.205,-29.1483,-1.36584,-10966,-1.94763,-315.945,-4.2068,1.93911,-0.866833,-0.0406183,,,,,,,,
2023-03-28 14:23:53.978,1.9497,60,33.33,481398,17051,406.67,10,0,498959,-65.894,-66.2733,-5080.42,49.6871,-44.7909,-18.9768,-1.38125,-5423.6,0.994277,76.6586,-0.74973,0.675851,0.286341,0.0208418,,,,,,,,
2023-03-28 14:23:54.954,2.9252,80,166.67,457934,16894.2,403.34,0,0,475478,-46.297,67.1672,-28500.5,-106.11,-48.1168,-28.8054,-1.39662,-28851.9,-0.689281,-424.322,-1.57979,-0.716374,-0.428861,-0.0207931,,,,,,,,
2023-03-28 14:23:55.928,3.8999,60,33.33,472377,17010.9,450.01,20,10,489962,-66.6997,-66.0725,-14011.1,11.7094,-1.44273,-8.63444,8.5881,-14313.7,1.00949,212.057,-0.177221,0.0218355,0.130681,-0.12998,,,,,,,,
2023-03-28 14:23:56.903,4.8748,70,33.33,479245,17077.7,496.67,100,10,497032,-57.1026,-65.9723,-7096.62,79.5271,45.2214,71.5362,8.57288,-7187.2,0.865554,107.57,-1.20546,-0.68546,-1.08434,-0.129947,,,,,,,,
2023-03-28 14:23:57.878,5.8496,30,400,478493,16670.6,463.34,20,0,496077,-97.5053,300.798,-7799.33,-326.377,11.8954,-8.29349,-1.44226,-8084.93,-0.324156,-25.9288,-1.08504,0.0395463,-0.0275716,-0.00479479,,,,,,,,
2023-03-28 14:23:58.854,6.8251,120,166.67,485567,16927.5,413.34,50,0,503245,-7.90833,67.5681,-673.923,-68.3096,-38.1005,21.8766,-1.45735,-857.266,-0.117042,-9.97399,-1.01097,-0.563883,0.323771,-0.0215686,,,,,,,,
2023-03-28 14:23:59.828,7.7998,40,66.67,482867,16800.8,440.01,20,0,500235,-88.3109,-32.3319,-3321.5,-193.883,-11.4264,-7.95384,-1.47235,-3806.26,2.73138,102.731,5.99664,0.353409,0.246006,0.0455384,,,,,,,,
2023-03-28 14:24:00.803,8.7747,90,66.67,473300,16964.2,466.67,30,0,490917,-38.7135,-32.232,-12834.2,-29.1649,15.2377,2.21539,-1.48727,-13060.2,1.20109,398.184,0.904846,-0.472751,-0.0687329,0.0461426,,,,,,,,
2023-03-28 14:24:01.779,9.7502,70,66.67,491140,16770.7,440.01,0,0,508487,-59.1162,-32.132,5062.26,-221.374,-11.4182,-27.6157,-1.50212,4574.92,1.83979,-157.546,6.88951,0.355353,0.859444,0.0467484,,,,,,,,
2023-03-28 14:24:02.753,10.725,4560.53,66.67,469508,16520.5,436.67,20,10,491123,4431.01,-32.0322,-16510.8,-470.261,-14.7541,-7.44722,8.48312,-12722.5,-138.33,515.446,14.6809,0.460604,0.232492,-0.264831,,,,,,,,
2023-03-28 14:24:03.728,11.6999,60,66.67,489259,17047.6,486.67,40,0,506960,-69.9204,-31.9324,3300.62,58.2467,35.25,12.7208,-1.53155,3184.35,2.18964,-103.363,-1.82406,-1.10389,-0.398367,0.0479624,,,,,,,,
2023-03-28 14:24:04.704,12.6752,190,133.33,511255,17221.1,430,50,0,529280,59.6776,34.8274,25358.8,233.159,-21.416,22.8885,-1.54615,25574.8,1.71353,728.13,6.69471,-0.614917,0.657199,-0.0443947,,,,,,,,
2023-03-28 14:24:05.679,13.6501,80,33.33,486080,16260.3,413.34,10,0,502877,-50.724,-65.073,248.179,-726.213,-38.0719,-16.9443,-1.56065,-754.551,0.779494,-3.81386,11.16,0.585064,0.260389,0.023983,,,,,,,,
2023-03-28 14:24:06.653,14.6249,180,200,503350,16340.4,533.34,30,0,520634,48.8747,101.697,17584.9,-644.63,81.9322,3.22241,-1.57505,17077.7,0.480594,172.915,-6.33875,0.805654,0.0316865,-0.0154878,,,,,,,,
