D:\Agilent\ICPMH\1\DATA\Rachel Johnson\PC_LGH_20230523.b\PC_2016_08_09.d
Intensity Vs Time,CPS
Acquired      : 2023-05-23 13:30:14 using Batch PC_LGH_20230523.b
Time [Sec],Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137
0.9846,180.00,200.00,864165.32,48481.77,516.67,60.00,30.00
1.9599,170.00,0.00,857858.16,47963.79,570.01,0.00,10.00
2.9348,200.00,33.33,923048.07,48438.33,540.01,0.00,40.00
3.9096,290.00,33.33,864897.15,47308.82,483.34,0.00,10.00
4.8850,150.00,200.00,846050.80,47208.57,473.34,0.00,0.00
5.8598,150.00,33.33,859704.71,47756.60,553.34,40.00,0.00
6.8347,230.00,133.33,863084.92,47599.54,633.34,50.00,10.00
7.8095,70.00,166.67,889693.18,46503.50,573.34,30.00,0.00
8.7849,170.00,433.34,867058.22,46924.54,490.01,10.00,0.00
9.7597,220.00,66.67,839053.40,46597.06,636.68,50.00,10.00
10.7346,160.00,33.33,821379.45,45898.70,630.01,0.00,0.00
11.7100,190.00,233.33,900269.81,46714.01,550.01,10.00,10.00
12.6848,200.00,100.00,880063.95,48064.04,486.67,0.00,0.00
13.6596,270.00,66.67,894230.29,47429.12,536.67,20.00,10.00
14.6345,210.00,166.67,888925.41,48658.88,453.34,20.00,20.00
15.6099,160.00,300.00,865872.94,47502.64,490.01,30.00,20.00
16.5847,360.00,100.00,856673.65,47602.89,550.01,30.00,10.00
17.5596,280.00,466.67,856778.14,47749.92,543.34,0.00,0.00
18.5349,220.00,266.67,829309.85,47636.31,513.34,30.00,0.00
19.5098,180.00,100.00,865141.03,47031.47,506.67,20.00,0.00
20.4846,150.00,200.00,888925.41,47272.07,486.67,30.00,0.00
21.4600,230.00,0.00,887145.85,47054.85,523.34,40.00,0.00
22.4348,160.00,233.33,870125.74,47626.27,513.34,0.00,0.00
23.4097,220.00,0.00,881598.78,48358.12,483.34,20.00,0.00
24.3845,170.00,166.67,891717.34,46483.46,470.01,30.00,10.00
25.3609,300.00,166.67,903307.64,47148.42,546.67,10.00,10.00
26.3357,220.00,133.33,877796.83,47432.46,516.67,10.00,0.00
27.3106,240.00,233.33,858868.57,47011.42,523.34,0.00,0.00
28.2860,240.00,66.67,879157.05,47435.80,573.34,20.00,20.00
29.2608,290.00,266.67,866082.12,46934.56,433.34,20.00,0.00
30.2356,200.00,66.67,850891.30,46269.60,556.67,40.00,20.00
31.2105,130.00,266.67,888541.56,47452.51,400.00,0.00,30.00
32.1859,260.00,266.67,869742.27,47783.33,526.67,10.00,0.00
33.1607,120.00,33.33,894509.53,47950.42,496.67,0.00,0.00
34.1356,150.00,133.33,854931.72,47352.26,523.34,130.00,10.00
35.1109,160.00,66.67,880308.22,47348.92,513.34,10.00,20.00
36.0858,220.00,166.67,834807.31,47572.81,550.01,0.00,40.00
37.0606,160.00,133.33,895591.69,47729.87,526.67,0.00,20.00
38.0360,160.00,33.33,862143.96,47783.33,506.67,0.00,10.00
39.0108,60.00,433.34,858764.02,46851.02,570.01,40.00,20.00
39.9857,320.00,0.00,876960.05,47900.29,520.01,40.00,20.00
40.9605,220.00,433.34,896010.57,47927.03,460.01,30.00,0.00
41.9359,250.00,66.67,864513.76,47148.42,530.01,0.00,30.00
42.9107,140.00,100.00,865942.79,48110.82,493.34,10.00,0.00
43.8856,160.00,66.67,860471.37,47783.33,553.34,40.00,0.00
44.8609,240.00,0.00,863607.57,47362.29,720.01,40.00,0.00
45.8358,270.00,100.00,842012.13,47860.19,436.67,20.00,30.00
46.8106,100.00,66.67,867546.11,47950.42,476.67,0.00,10.00
47.7860,240.00,166.67,856394.88,47830.12,553.34,10.00,0.00
48.7608,240.00,166.67,860854.64,47790.01,523.34,0.00,0.00
49.7347,330.00,0.00,883761.67,47024.78,520.01,0.00,0.00
50.7105,270.00,66.67,885017.47,46667.24,470.01,20.00,0.00
51.6859,210.00,233.33,845702.56,47462.53,536.67,0.00,20.00
52.6607,260.00,933.36,854200.21,47840.14,493.34,10.00,0.00
53.6356,210.00,233.33,897546.50,47626.27,580.01,20.00,20.00
54.6109,150.00,133.33,893985.89,46981.34,473.34,30.00,20.00
55.5858,180.00,33.33,864897.15,47231.96,446.67,10.00,0.00
56.5606,230.00,100.00,853399.04,46757.45,440.01,10.00,0.00
57.5360,280.00,133.33,908651.39,48040.65,523.34,0.00,10.00
58.5108,190.00,133.33,875669.55,47743.23,513.34,0.00,0.00
59.4857,130.00,0.00,900933.29,47405.73,510.01,50.00,0.00
60.4605,210.00,433.34,858241.36,47522.69,540.01,0.00,0.00
61.4359,260.00,100.00,858276.26,47171.81,373.34,20.00,0.00
62.4108,490.01,33.33,830388.23,47743.23,486.67,20.00,0.00
63.3856,190.00,66.67,861656.14,48294.62,580.01,50.00,10.00
64.3610,330.00,133.33,842221.05,47048.17,480.01,60.00,40.00
65.3358,110.00,500.01,904390.25,122812.26,86300.74,744604.36,95355.78
66.3107,549779.68,205224.08,4297394.63,1426669.42,255249.26,1243693.89,144617.50
67.2855,651713.66,247518.25,5381372.00,1726200.45,269401.08,1288997.56,146654.12
68.2609,667017.49,285371.33,5680322.00,1761771.39,270408.77,1309046.86,144073.08
69.2357,722136.47,271133.93,5508558.46,1753604.10,260368.66,1285784.90,149023.76
70.2106,681090.93,253698.13,5049452.20,1762888.68,262906.89,1303118.96,158182.61
71.1859,677892.49,296437.08,4935381.88,1636065.14,261646.19,1323848.26,149870.85
72.1608,655083.66,291157.27,5492216.79,1662236.81,260392.28,1308886.23,153864.85
73.1356,732314.99,261400.40,5275764.70,1617251.39,268173.74,1351927.01,144224.31
74.1110,677944.29,283240.11,5210983.97,1633438.48,253607.23,1265417.72,140161.90
75.0858,735792.02,270288.81,5009207.40,1674680.77,247327.88,1247348.58,148045.63
76.0607,718402.41,254306.08,5378513.66,1667795.77,262396.53,1291675.45,146281.07
77.0355,668051.87,285439.00,5416422.00,1675584.20,267781.55,1299560.84,143014.59
78.0109,663635.07,256332.74,5746948.57,1711939.10,257979.42,1363567.79,139224.58
78.9857,736799.05,247889.64,5580029.81,1668172.85,263755.30,1291097.17,151655.95
79.9606,660553.27,294406.19,5448062.62,1630976.71,258026.71,1289865.29,143952.12
80.9359,662238.90,270322.61,5272539.18,1681337.22,252060.02,1289940.29,139597.49
81.9108,708572.88,252313.35,5140913.66,1632919.52,265770.04,1217320.68,140585.26
82.8856,672221.47,262887.12,5136320.95,1679399.62,266909.31,1305316.31,138801.27
83.8610,673866.71,282090.08,5294246.99,1649738.89,265168.30,1300932.56,135445.48
84.8358,681536.01,278504.95,5525643.35,1605049.42,260067.83,1345942.79,154308.70
85.8107,683264.83,245593.74,5002991.26,1671821.39,251120.93,1226232.25,142742.39
86.7855,679351.79,265793.37,5315932.93,1644149.93,249624.57,1271227.09,141974.99
87.7609,665983.04,256636.77,5610529.81,1702931.60,257296.79,1250725.84,142611.35
88.7357,650245.97,288551.63,5004999.07,1678180.04,255539.78,1306420.45,134095.25
89.7106,695184.60,263833.31,4990716.78,1580567.85,256404.76,1203028.34,139678.14
90.6860,676060.54,263664.36,5110046.47,1595626.60,257847.59,1252959.75,144879.63
91.6608,664669.44,249240.29,5097092.82,1602184.42,255245.85,1237957.09,142500.47
92.6357,645936.44,240732.80,5732845.96,1618642.44,251864.10,1207880.06,138075.64
93.6105,623216.01,237391.59,5313369.39,1640083.37,258570.77,1311394.98,134236.33
94.5859,644954.87,249105.23,5172695.43,1667355.14,253759.29,1189886.62,126983.18
95.5607,471257.06,169107.98,3244276.11,761159.24,47653.59,178377.36,19931.20
96.5356,49923.72,23247.40,1372221.12,113115.67,5230.73,17708.49,1150.04
97.5109,4930.62,2100.11,1096038.05,57677.40,1263.38,2370.15,250.00
98.4858,1230.04,533.34,867894.68,48625.47,623.34,1440.06,160.00
99.4606,300.00,200.00,851518.25,45190.34,513.34,140.00,0.00
100.4360,190.00,66.67,834320.20,45387.48,393.34,0.00,50.00
101.4108,360.00,266.67,822596.63,46533.57,473.34,30.00,0.00
102.3857,270.00,66.67,888436.93,45280.55,503.34,20.00,30.00
103.3605,220.00,233.33,871555.23,46025.67,470.01,0.00,0.00
104.3359,90.00,133.33,832684.72,45751.67,493.34,20.00,0.00
105.3107,190.00,66.67,836095.07,46196.08,510.01,40.00,0.00
106.2856,200.00,133.33,884215.12,45357.40,513.34,20.00,20.00
107.2609,260.00,100.00,874623.52,45608.00,580.01,20.00,20.00
108.2358,90.00,266.67,879994.29,46981.34,506.67,40.00,10.00
109.2106,180.00,300.00,817345.79,45648.10,550.01,10.00,0.00
110.1860,140.00,233.33,832162.91,62649.77,53592.86,492315.85,70660.54
111.1608,405556.95,163761.95,3818588.89,1346876.61,241050.51,1238661.93,140454.23
112.1357,672376.55,283646.07,5400776.68,1646328.58,258526.84,1293464.28,146250.82
113.1105,716442.33,268362.05,4908611.57,1628369.41,252732.26,1314676.54,145323.24
114.0859,680386.94,258765.03,5617031.90,1723578.37,261960.46,1208594.67,139486.62
115.0607,683751.40,264002.25,5220340.22,1627450.35,262305.28,1206749.59,143710.16
116.0356,695350.22,243737.00,5147142.82,1702808.58,250489.23,1237967.79,149054.01
117.0109,684010.30,294101.54,5049661.57,1652128.16,256448.71,1221920.06,138871.82
117.9868,697567.33,266874.89,6013660.03,1597886.39,263626.84,1213255.84,139627.74
118.9617,635079.05,267449.49,5378782.93,1681200.35,267189.91,1238427.09,150354.95
119.9365,689912.41,272621.41,5212056.37,1637774.21,256026.37,1239110.76,139355.59
120.9119,652488.97,268395.84,5130510.53,1682421.70,259834.63,1272115.53,149679.24
121.8867,625868.74,268801.49,5088787.61,1668102.33,248749.73,1230246.62,144143.65
122.8616,659033.19,276881.74,5336414.18,1674905.77,258239.63,1324191.39,149951.53
123.8369,668672.65,251975.64,5916200.13,1608476.71,261521.08,1240819.90,138760.97
124.8118,676226.08,268057.88,5622658.98,1678101.18,266932.96,1268177.64,143407.72
125.7866,631547.18,279384.25,5043107.93,1720176.91,261233.82,1263856.07,142853.27
126.7620,655042.26,248531.19,4976626.67,1671973.48,250117.72,1296946.23,150919.70
127.7368,678244.36,240969.05,5077153.76,1766194.30,256664.91,1309711.78,136503.54
128.7117,692802.18,262076.13,5283604.28,1680709.52,256445.30,1245115.22,137309.73
129.6865,674042.65,246606.61,5493934.50,1647658.37,247162.36,1200512.17,140544.94
130.6619,728257.57,247754.60,4960562.61,1732245.76,257560.35,1153971.55,148721.24
131.6367,670814.13,254204.71,5417613.66,1640021.60,252218.79,1294685.76,127255.13
132.6116,594758.98,207852.10,3988156.60,925516.63,66674.56,195681.27,22434.18
133.5869,57654.96,16273.56,1418024.51,122570.71,6861.25,16767.61,2130.13
134.5618,9292.21,4200.46,1121774.37,55397.30,1203.37,3870.41,270.00
135.5366,1230.04,733.35,851692.40,46617.11,603.34,460.01,0.00
136.5120,530.01,266.67,845911.54,46643.85,583.34,310.00,20.00
137.4868,140.00,66.67,838148.39,45430.91,446.67,0.00,0.00
138.4617,170.00,200.00,832963.10,46145.96,513.34,10.00,10.00
139.4365,240.00,133.33,809594.09,45808.48,460.01,90.00,20.00
140.4119,120.00,100.00,854444.16,45624.71,533.34,10.00,0.00
141.3867,180.00,166.67,838844.55,45283.89,440.01,0.00,20.00
142.3616,220.00,133.33,837730.75,45718.26,500.01,10.00,20.00
143.3370,230.00,100.00,843021.76,46316.38,546.67,0.00,10.00
144.3118,190.00,0.00,857091.69,46179.38,456.67,10.00,0.00
145.2867,180.00,166.67,846016.03,46373.18,543.34,20.00,0.00
146.2615,180.00,166.67,828196.57,45755.02,470.01,20.00,0.00
147.2369,90.00,133.33,808690.38,47061.54,13071.20,202393.00,40526.27
148.2117,252238.18,112796.96,3505407.89,1034067.77,223367.67,1121266.08,126650.82
149.1866,614227.92,276306.87,5161745.43,1609125.67,263904.05,1295060.61,157567.18
150.1619,654153.31,285303.65,5138747.51,1701370.04,257584.03,1167397.17,139264.89
151.1368,654328.97,256434.07,4960951.67,1708315.45,248901.73,1270659.90,138629.95
152.1116,637681.71,248396.16,5287590.74,1569472.44,255712.10,1241952.40,136664.77
153.0870,634356.12,258359.62,4801081.88,1622418.16,247260.33,1272029.75,138216.74
154.0618,646298.19,226292.13,5020511.57,1630983.16,248898.38,1220415.29,135636.94
155.0367,639458.47,262042.36,4981907.40,1596804.73,245136.11,1216179.12,145978.60
156.0115,635130.62,272384.77,5022365.74,1631402.12,249442.13,1214546.70,133490.72
156.9869,675584.52,249442.89,5108431.36,1589441.71,252742.41,1224823.26,144244.47
157.9617,636659.21,288822.37,5095161.57,1614762.02,247351.47,1251880.22,132110.47
158.9366,645450.85,240327.77,4965664.17,1600274.42,253259.29,1175593.26,135143.17
159.9119,668496.79,255758.47,4711931.88,1598588.89,244497.88,1316724.82,134558.76
160.8868,617085.81,249139.00,4703891.25,1589800.77,248445.72,1230353.42,137632.22
161.8616,692294.52,237087.88,5563179.81,1669739.00,246047.91,1244506.15,136453.16
162.8370,679527.80,257886.68,5046846.47,1625344.94,249219.23,1278408.42,135616.78
163.8118,640367.53,259981.27,4890078.23,1587605.87,259669.08,1203636.00,136382.62
164.7867,666986.32,262380.26,5463673.56,1622035.66,247388.66,1251709.12,138468.68
165.7615,689332.65,263495.35,5334513.14,1634055.56,250310.22,1272361.47,140575.20
166.7369,674270.30,311912.67,5192130.32,1589423.69,254022.83,1229936.86,129138.67
167.7117,633808.70,256130.05,5211355.32,1590463.58,245825.02,1201621.00,154802.98
168.6866,675812.18,244648.49,5145907.93,1637154.73,259963.09,1166013.65,125563.11
169.6620,692304.91,244986.07,5288393.87,1579459.42,243741.50,1288098.11,134316.94
170.6368,634624.60,240935.31,5140260.01,1622248.06,235551.55,1283975.29,140101.45
171.6116,662383.66,233544.85,4998112.09,1587188.37,256421.66,1218622.72,139788.99
172.5870,674166.86,251806.79,5195018.35,1611816.92,244609.37,1173868.65,139033.07
173.5619,657720.07,259440.73,4873732.40,1620018.27,248199.23,1168291.00,135576.45
174.5367,670772.80,268193.06,5006259.49,1607400.46,251772.88,1175561.39,133339.60
175.5116,656148.58,226427.02,4528124.58,1566666.92,236715.98,1208658.73,125865.26
176.4869,595274.41,259440.73,4529205.31,1504994.42,234134.03,1068438.27,119924.29
177.4618,504286.63,195085.91,3466495.65,729049.29,48084.68,176378.24,12174.18
178.4366,45883.83,15039.22,1253049.51,114634.75,5954.28,14655.81,1750.09
179.4120,4290.47,2900.22,913821.70,58098.68,1066.70,3220.28,570.01
180.3868,1660.07,266.67,839679.90,48224.44,703.35,1510.06,60.00
181.3617,780.02,366.67,839157.77,46633.82,493.34,1120.03,40.00
182.3365,390.00,133.33,871136.80,45628.05,523.34,80.00,0.00
183.3119,430.00,166.67,843474.37,46419.96,620.01,30.00,10.00
184.2867,120.00,100.00,857300.67,46603.74,443.34,120.00,20.00
185.2616,170.00,0.00,837173.98,45090.10,580.01,0.00,0.00
186.2369,150.00,100.00,874344.49,46012.31,566.68,40.00,0.00
187.2118,260.00,33.33,857509.72,47125.03,450.01,40.00,10.00
188.1866,220.00,166.67,821692.40,45290.57,433.34,0.00,20.00
189.1620,140.00,266.67,894404.90,45608.00,526.67,40.00,10.00
190.1368,130.00,66.67,866047.42,46967.98,506.67,10.00,0.00
191.1117,160.00,66.67,843056.66,45561.23,523.34,0.00,20.00
192.0865,130.00,100.00,818423.78,47572.81,8335.18,68035.10,7821.73
193.0619,62620.22,150856.89,3313521.43,137811.26,18222.15,153142.33,9282.43
194.0367,77844.81,210581.61,4661215.21,159960.45,18522.44,150793.14,10252.96
195.0116,84632.95,201147.95,4419800.10,160918.51,18836.09,161422.44,10182.92
195.9869,81760.75,219716.44,4748622.50,159032.72,19333.26,153838.09,10503.11
196.9618,79210.28,217794.70,4315726.92,157836.15,19940.56,170453.02,10282.98
197.9366,76599.90,221199.99,4988255.84,157721.88,19516.78,162854.91,9472.53
198.9120,84703.25,191247.55,4573073.54,160037.77,19563.50,164095.82,10783.28
199.8868,78999.43,221739.47,4501721.45,159748.67,19006.26,155078.40,9132.35
200.8617,82393.41,193873.72,4720626.15,161258.01,18852.77,165639.51,10062.85
201.8365,81168.29,209536.92,4980779.28,162155.59,18575.83,145662.20,10343.02
202.8119,82544.04,225685.05,4811818.34,160205.84,20110.74,162572.43,9832.73
203.7868,82694.68,202933.24,4559261.04,156535.42,19279.87,170493.38,9962.80
204.7616,78196.21,220761.64,4469081.35,159308.34,18649.23,164963.51,10853.32
205.7370,76509.55,227202.79,4759995.42,161789.16,20047.34,151095.61,10403.05
206.7118,71781.64,249105.23,4465253.22,167064.54,19343.27,159697.51,9712.66
207.6867,77252.46,193772.69,4703758.96,163994.63,18979.57,153505.33,9242.41
208.6615,81128.13,212570.01,5015551.67,161873.22,18635.89,167435.60,11573.78
209.6369,87344.85,219480.38,4338626.66,162004.33,18102.03,156016.25,10713.24
210.6117,83236.97,218367.84,4733370.42,158111.74,18986.24,165488.14,10443.07
211.5876,74973.61,207751.05,4591418.85,161379.06,19820.43,169585.08,9432.51
212.5629,77443.21,198015.66,4411550.62,160152.04,18902.82,156944.08,10873.33
213.5378,74100.29,226663.14,5011471.47,154478.72,18585.84,162017.58,10693.22
214.5126,83046.16,216614.83,4494915.73,155893.54,19296.55,161059.26,11423.68
215.4880,79672.15,198184.04,4556842.81,166687.91,19590.19,164539.74,10363.03
216.4628,79983.41,231250.64,4200144.10,161315.18,18582.50,131959.78,6361.14
217.4377,43187.69,100328.05,2636459.69,82880.35,3076.92,16207.11,670.01
218.4125,4970.63,8168.40,1236959.92,50119.34,763.35,2620.19,80.00
219.3879,640.01,2133.45,884250.02,46570.32,496.67,420.00,30.00
220.3627,270.00,500.01,847896.44,45875.31,433.34,130.00,0.00
221.3376,260.00,133.33,905193.51,46546.94,530.01,110.00,20.00
222.3130,320.00,266.67,863259.13,45273.87,523.34,60.00,10.00
223.2878,230.00,33.33,862562.26,45791.78,500.01,0.00,20.00
224.2626,220.00,200.00,856325.28,46176.04,523.34,40.00,0.00
225.2375,190.00,133.33,803443.38,45694.87,500.01,20.00,0.00
226.2129,240.00,166.67,830666.69,46209.45,516.67,0.00,60.00
227.1877,180.00,166.67,854444.16,46513.52,510.01,40.00,20.00
228.1626,100.00,233.33,878110.76,46139.28,530.01,0.00,10.00
229.1379,180.00,133.33,855802.69,46516.86,506.67,0.00,0.00
230.1128,190.00,200.00,844414.41,47001.39,433.34,0.00,0.00
231.0876,130.00,66.67,869742.27,46757.45,480.01,20.00,0.00
232.0630,230.00,233.33,907254.12,52853.40,10863.13,87104.94,6011.02
233.0378,68700.60,156938.66,3918039.67,147664.86,16880.90,153021.36,9052.31
234.0127,79893.05,239416.49,4185943.06,163745.81,18986.24,156954.16,9302.44
234.9875,73628.50,232802.59,4466176.14,163117.13,18265.52,164317.79,9742.68
235.9629,75816.85,200609.02,4649944.90,160323.51,19727.00,171724.72,10112.88
236.9377,78236.37,220896.51,4329945.15,159466.32,19213.14,174540.95,10012.83
237.9126,79200.24,223054.58,4271598.27,156095.19,18148.74,165054.31,8792.18
238.8879,71882.03,218199.26,4565541.25,159022.64,18916.17,159828.65,10042.84
239.8628,76348.92,229192.89,4169986.03,158978.95,18786.04,162511.90,10443.07
240.8376,77131.99,220761.64,4281270.93,164041.71,19139.73,162148.74,10343.02
241.8130,79170.13,251300.20,4252116.76,165948.13,18555.81,159213.38,11013.42
242.7878,81469.55,204988.24,4751091.77,159933.55,18819.40,152779.35,10002.82
243.7627,74060.13,216918.22,4783236.57,159160.45,18589.18,157397.91,9742.68
244.7375,74833.07,211592.62,4473763.64,157856.32,18786.04,166961.31,10543.13
245.7129,83347.44,213109.25,4143296.71,166173.44,18852.77,155592.69,12264.24
246.6877,75806.82,229867.53,4540120.93,154603.05,18342.27,156651.61,9852.74
247.6626,76097.94,213008.14,4855460.00,159815.89,19269.86,160907.95,10373.03
248.6380,81650.30,208155.38,4339109.21,159701.63,19606.87,153545.67,9822.72
249.6128,71771.61,227944.83,4406680.31,158629.36,19049.64,159606.74,10012.83
250.5876,71149.35,216008.03,4481872.50,158642.82,18779.37,166688.88,9312.44
251.5630,72966.03,221739.47,4642357.40,158478.14,19830.44,158184.57,9522.56
252.5379,74562.04,212199.27,4696778.23,162219.46,19233.16,162723.76,9542.57
253.5127,75365.11,200710.06,4087188.63,162290.10,19079.67,165357.01,9672.64
254.4875,68279.13,231959.14,4996215.22,157422.72,18982.90,164378.32,9572.58
255.4629,71731.46,222211.54,4698982.40,161375.68,18152.08,150561.26,9822.72
256.4377,73176.82,225044.24,4329218.85,138643.97,9105.54,51180.82,2660.20
257.4126,16216.73,54142.88,1686974.52,59706.99,1443.39,5120.71,350.00
258.3880,1920.09,5367.42,1102925.02,47906.97,676.68,680.01,50.00
259.3628,610.01,733.35,819432.11,46506.84,516.67,90.00,20.00
260.3377,320.00,400.00,820475.28,46206.11,620.01,40.00,20.00
261.3125,180.00,100.00,829483.87,45918.74,460.01,60.00,0.00
262.2879,230.00,266.67,850194.75,46032.35,460.01,20.00,0.00
263.2627,200.00,33.33,825274.69,45380.79,536.67,0.00,60.00
264.2376,220.00,33.33,794863.69,46403.25,456.67,20.00,10.00
265.2129,270.00,33.33,831814.93,45791.78,560.01,20.00,20.00
266.1878,230.00,66.67,845841.88,46186.06,450.01,20.00,10.00
267.1626,180.00,166.67,869498.20,46296.33,496.67,0.00,10.00
268.1380,280.00,200.00,827292.14,46206.11,513.34,40.00,0.00
269.1128,150.00,66.67,850995.85,45016.59,510.01,0.00,20.00
270.0877,150.00,200.00,867546.11,46784.19,496.67,20.00,0.00
271.0625,230.00,66.67,881528.99,46703.99,533.34,1510.06,430.01
272.0379,17617.94,39674.28,1685782.46,92762.54,16507.24,129673.67,8782.17
273.0127,70476.91,201417.44,4408786.04,155628.04,18422.34,155885.16,10172.92
273.9876,79431.17,202091.10,4642374.58,159069.71,19440.03,153122.19,10152.91
274.9630,73809.18,212266.67,4790102.19,160999.19,18552.47,152829.77,9292.43
275.9378,83427.78,210682.72,4341523.27,162579.21,17995.26,160050.53,10012.83
276.9126,76208.38,226258.40,4306990.20,164535.94,18532.45,161190.41,11183.53
277.8880,73759.00,205122.99,5315206.89,159836.09,19369.96,172562.46,10192.93
278.8629,73809.18,182462.73,4295057.65,159120.12,19536.80,161825.93,9422.50
279.8377,75445.42,215333.88,4259746.97,155671.73,18579.17,162269.78,9792.70
280.8125,82624.38,215064.21,4220347.75,158491.57,18198.79,159485.69,9792.70
281.7879,78617.90,202731.12,4428233.95,164989.84,19303.23,160877.70,9662.63
282.7628,77764.49,202427.95,5042543.86,159674.73,19316.57,159717.70,10393.05
283.7376,75897.16,211356.71,4976058.44,156212.79,18365.62,162794.37,10403.05
284.7130,76690.25,207279.32,4852824.07,157997.45,18232.16,174359.22,10272.98
285.6878,78196.21,220559.33,5156862.09,161150.42,18949.53,167677.83,10633.19
286.6627,80907.22,194782.83,4858933.44,161782.44,17948.56,155955.74,10353.02
287.6380,75897.16,229901.27,4451539.16,169051.97,18962.88,157680.29,10503.11
288.6129,73799.15,224369.78,4260541.76,160340.32,18679.26,163964.67,9372.48
289.5877,76991.44,224909.33,4906185.01,155184.43,19263.19,166436.66,11063.45
290.5626,78658.06,213918.17,4510232.39,160168.87,18305.57,166729.26,9652.63
291.5379,73578.31,225617.60,4357608.43,160236.09,18645.90,151146.00,10783.28
292.5128,77533.57,202394.26,4488076.14,157318.54,18685.94,159112.51,9662.63
293.4876,74662.42,227034.14,4338156.61,161523.60,19289.88,161190.41,10763.27
294.4630,78648.02,235198.18,4503178.75,163897.12,18192.12,167072.34,11173.52
295.4378,76961.32,214861.98,4487264.16,155574.28,17928.53,152587.78,10102.88
296.4127,80435.28,180712.93,4478027.70,155833.04,16654.03,109875.90,6991.38
297.3875,38858.61,93225.73,2199492.76,70721.36,16690.73,15226.28,920.02
298.3629,4260.47,9235.55,940846.64,46306.35,556.67,1510.06,120.00
299.3377,800.02,633.34,599144.09,43011.96,530.01,180.00,10.00
300.3126,360.00,900.02,592612.58,42594.35,386.67,370.00,0.00
301.2879,270.00,133.33,605024.36,41956.26,493.34,20.00,20.00
302.2628,300.00,66.67,711934.26,45494.40,506.67,0.00,0.00
303.2376,170.00,233.33,816407.11,44662.42,486.67,0.00,10.00
304.2140,200.00,166.67,805076.39,45460.98,443.34,20.00,0.00
305.1889,180.00,133.33,839436.28,46105.86,566.68,0.00,0.00
306.1637,280.00,200.00,820197.09,47442.49,420.00,40.00,10.00
307.1385,290.00,233.33,847374.04,46690.62,520.01,40.00,0.00
308.1139,370.00,100.00,838531.27,45531.15,500.01,10.00,40.00
309.0888,180.00,333.34,877169.16,45424.22,480.01,10.00,20.00
310.0636,70.00,233.33,872601.19,45975.55,496.67,20.00,10.00
311.0390,160.00,0.00,870578.86,45922.08,570.01,40.00,0.00
312.0138,190.00,233.33,873542.66,46149.31,516.67,20.00,0.00
312.9887,320.00,66.67,846468.64,45621.36,506.67,0.00,60.00
313.9635,12674.11,21044.86,1676276.60,103765.88,85256.00,2924698.39,35916.35
314.9389,1965999.81,2982246.94,51407817.82,167370.54,130802.96,3962569.94,26569.90
315.9137,807818.19,3284584.45,55486772.07,126754.70,122624.85,4027584.63,18799.96
316.8886,809336.78,3359628.46,54294976.21,122902.85,125393.02,3962965.25,38852.53
317.8639,631846.67,3644305.03,56704142.93,114685.03,114919.79,4021148.07,8722.15
318.8388,732813.19,3519983.41,57122859.61,119467.72,126349.37,3888759.94,11163.51
319.8136,713248.58,3350195.91,54474334.55,122369.42,133595.80,4047889.94,11533.75
320.7890,1452637.17,3460234.71,54466547.05,124405.89,132769.99,4118843.38,39644.28
321.7638,842158.19,3432596.43,57929997.13,112116.45,134844.66,4077286.19,8772.17
322.7387,740930.93,3459511.54,57064013.78,114202.14,129846.36,4152821.50,10022.83
323.7135,728132.96,3465063.88,53423101.19,126187.60,130232.35,3926092.13,26730.14
324.6889,672552.41,3272692.78,54960930.40,116962.18,127782.31,3933303.07,10142.90
325.6638,781309.44,3241595.12,53502597.03,123338.99,133280.26,3768244.63,16097.31
326.6386,838853.74,3177940.96,50185980.29,127761.39,130752.61,3696200.26,11293.60
327.6140,764233.50,3125974.29,51862201.16,116502.70,123648.17,3709385.57,9572.58
328.5888,1176113.50,3131199.03,50734401.13,117502.17,125325.91,3775027.44,7331.52
329.5637,693249.13,3247372.99,54000767.87,103527.93,125876.22,3813771.51,6061.04
330.5390,590276.12,3349017.52,54521951.22,96826.06,129832.95,3893283.69,4450.56
331.5139,631836.40,3368959.19,53945338.71,98618.58,123285.80,3917833.69,4720.63
332.4887,690326.71,3101271.42,54948430.39,94186.18,103627.83,3621005.26,4830.66
333.4636,562339.72,3074126.63,50497946.96,92149.56,99237.61,3801021.82,11823.94
334.4389,729398.90,3154603.98,53808488.70,123013.55,113403.97,3726733.38,10943.38
335.4138,717852.65,3045224.55,49970367.78,132184.83,113900.27,3607476.82,15546.82
336.3886,741232.10,2989692.51,50193546.96,124402.55,123440.15,3730269.01,10523.12
337.3640,739653.97,3253895.39,51009046.97,124634.07,140687.21,3531000.88,11353.64
338.3388,786460.14,2915112.30,47960659.41,142048.95,146145.22,3609839.95,10062.85
339.3137,760626.71,3158301.37,49988371.95,117971.74,158356.75,3908231.50,12714.56
340.2885,799202.02,3485613.88,53910992.87,142613.16,169227.43,3994351.19,9492.54
341.2639,806450.93,3430324.30,54226826.21,138476.08,165070.74,3944581.50,10973.40
342.2387,900300.53,3426584.45,55227909.57,146133.09,166540.28,3994739.00,10553.14
343.2136,895026.24,3342818.30,55008513.73,152220.59,169748.74,3642734.32,20251.56
344.1889,753113.82,1956655.77,31133398.61,91717.47,34234.44,500679.76,1850.10
