Basline_17
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-05-23 14:12:26.110,0,720.01,266.67,734460,44241.4,396.67,530.01,0,780615,471.886,122.077,-25084.3,-283.113,-70.6176,456.226,-6.71124,-24434.4,3.86548,-205.48,-2.31914,-0.578469,3.7372,-0.0549755,,,,,,,,
2023-05-23 14:12:27.085,0.9749,240,0,777230,44445.3,486.67,60,0,822461,-8.10303,-144.766,17710.3,-73.4264,19.4028,-13.9617,-6.77548,17443,0.0559734,-122.338,0.507209,-0.134029,0.0964436,0.0468031,,,,,,,,
2023-05-23 14:12:28.061,1.9502,290,500.01,763113,44248.1,416.67,620.01,0,809188,41.9181,355.071,3618.62,-264.663,-50.5767,545.871,-6.83979,4199.86,0.118055,10.1912,-0.745379,-0.142441,1.53735,-0.0192631,,,,,,,,
2023-05-23 14:12:29.035,2.9251,130,233.33,784066,44281.5,460.01,30,0,829201,-118.061,88.2187,24596.9,-225.378,-7.21623,-44.3171,-6.90412,24243.9,-1.33827,278.817,-2.55476,-0.0817993,-0.502355,-0.0782614,,,,,,,,
2023-05-23 14:12:30.010,3.8999,230,166.67,779589,44178,523.34,30,10,824727,-18.0397,21.386,20144.9,-323.059,56.1342,-44.4948,3.03152,19800.6,-0.843529,941.964,-15.1061,2.62481,-2.08055,0.141753,,,,,,,,
2023-05-23 14:12:30.986,4.8753,290,200,766372,44826.2,516.67,30,0,812235,41.9814,54.5432,6953.22,331.027,49.4847,-44.6725,-7.03291,7339.51,0.769692,127.481,6.06908,0.907257,-0.819031,-0.128942,,,,,,,,
2023-05-23 14:12:31.961,5.8511,330,333.34,732037,43847.2,483.34,330,20,777380,82.0026,187.71,-27357.3,-642.022,16.1751,255.15,12.9026,-27484.3,0.436857,-145.742,-3.42028,0.0861708,1.35927,0.0687368,,,,,,,,
2023-05-23 14:12:32.936,6.826,130,200,753823,45708.2,493.34,380,0,800735,-117.976,54.1974,-5545.84,1224.92,26.1956,304.972,-7.16185,-4099.42,-2.17679,-102.327,22.601,0.483337,5.62706,-0.132144,,,,,,,,
2023-05-23 14:12:33.911,7.8008,200,133.33,761622,44064.4,456.67,20,20,806516,-47.9551,-12.6454,2278.23,-413.052,-10.454,-55.2059,12.7737,1713.15,3.79229,-180.163,32.6641,0.826701,4.36568,-1.01014,,,,,,,,
2023-05-23 14:12:34.887,8.7762,250,0,746547,45130.2,420,0,20,792367,2.06608,-146.148,-12772,658.685,-47.1036,-75.3838,12.7091,-12405.6,-0.0141368,87.3907,-4.50696,0.3223,0.515803,-0.0869605,,,,,,,,
2023-05-23 14:12:35.861,9.751,310,33.33,749665,44568.9,466.67,0,0,795043,62.0873,-112.991,-9628.84,103.259,-0.413127,-75.5615,-7.35537,-9698.03,-0.549487,85.2176,-0.913871,0.00365628,0.668738,0.0650968,,,,,,,,
2023-05-23 14:12:36.836,10.7259,390,200,765436,44278.2,400,40,20,810764,142.108,53.5059,6167.73,-181.514,-67.0627,-35.7393,12.5801,6053.56,2.65594,115.272,-3.3924,-1.25337,-0.66795,0.235116,,,,,,,,
2023-05-23 14:12:37.812,11.7012,200,266.67,735464,43960.8,476.67,30,0,780398,-47.8703,120.003,-23779.2,-493.003,9.62773,-45.9172,-7.48448,-24281.7,-0.39891,-198.155,-4.10826,0.0802291,-0.382634,-0.0623691,,,,,,,,
2023-05-23 14:12:38.786,12.6761,300,300,794239,45013.3,430,0,0,840282,52.1509,153.16,35020.7,565.366,-37.0218,-76.0949,-7.54903,35633,0.340499,228.654,3.69134,-0.24172,-0.496833,-0.0492885,,,,,,,,
