Basline_9
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-05-23 13:50:18.146,0,260,200,887495,47509.3,423.34,20,30,935938,45.8185,5.78714,-13573.3,-626.615,-113.294,-1.40902,23.6462,-14179.1,7.91729,-2345.43,-108.277,-19.5768,-0.243474,4.08598,,,,,,,,
2023-05-23 13:50:19.122,0.9754,170,233.33,892555,47977.2,460.01,0,0,941395,-44.0488,39.0409,-8648.97,-156.52,-76.6434,-21.4459,-6.34452,-8856.34,-1.12827,-221.536,-4.00913,-1.96316,-0.54932,-0.16251,,,,,,,,
2023-05-23 13:50:20.096,1.9502,180,166.67,882575,47883.6,540.01,20,0,931366,-33.9165,-27.6952,-18765.3,-247.846,3.33681,-1.48302,-6.33529,-19022.4,1.22463,677.565,8.94904,-0.120483,0.0535478,0.22875,,,,,,,,
2023-05-23 13:50:21.071,2.9251,270,200,936371,47846.8,510.01,40,0,985238,56.2155,5.55878,34892.1,-282.392,-26.6831,18.4797,-6.32615,34712,10.1129,6276.94,-50.801,-4.80017,3.32441,-1.13805,,,,,,,,
2023-05-23 13:50:22.046,3.8999,240,33.33,907569,49440.9,550.01,20,0,957853,26.3471,-161.187,5950.81,1313.87,13.2968,-1.55788,-6.31711,7188.54,-0.163457,-36.9187,-8.15123,-0.0824931,0.00966503,0.0391912,,,,,,,,
