PC_Samples_6
Absolute Time,Elapsed Time,Mg24,Ca43,Ca44,Mn55,Zn66,Sr88,Ba137,TotalBeam,Mg24_CPS,Ca43_CPS,Ca44_CPS,Mn55_CPS,Zn66_CPS,Sr88_CPS,Ba137_CPS,TotalBeam_CPS,Mg24_CPS/Ca43_CPS,Ca44_CPS/Ca43_CPS,Mn55_CPS/Ca43_CPS,Zn66_CPS/Ca43_CPS,Sr88_CPS/Ca43_CPS,Ba137_CPS/Ca43_CPS,InternalStandard_Ca,Mg24_ppm,Ca44_ppm,Mn55_ppm,Zn66_ppm,Sr88_ppm,Ba137_ppm,
2023-03-28 17:01:49.872,0,193332,1.35694e+06,2.1611e+07,45324,35420,3.67644e+06,4180.49,2.69226e+07,193194,1.357e+06,2.12903e+07,30932.3,35042.5,3.67633e+06,4180.45,2.6587e+07,0.142369,15.6893,0.0227946,0.0258236,2.70917,0.00308066,38.8,136.175,350228,10.364,48.5938,1435.72,15.7562,
2023-03-28 17:01:50.847,0.9749,170128,1.45494e+06,2.38746e+07,44786.1,39013.7,3.63456e+06,4080.47,2.92221e+07,169990,1.455e+06,2.35537e+07,30392,38636.5,3.63444e+06,4080.43,2.88863e+07,0.116831,16.1881,0.020888,0.0265542,2.4979,0.00280441,38.8,111.75,361360,9.49682,49.9701,1323.8,14.3433,
2023-03-28 17:01:51.822,1.9497,186627,1.50363e+06,2.44551e+07,76647.6,45013.8,3.6065e+06,4820.66,2.98784e+07,186489,1.50368e+06,2.41342e+07,62251.3,44636.7,3.60639e+06,4820.61,2.95425e+07,0.124022,16.05,0.0413992,0.0296849,2.39837,0.00320587,38.8,118.63,358275,18.8219,55.8629,1271.1,16.3965,
2023-03-28 17:01:52.798,2.9251,177230,1.53289e+06,2.5058e+07,43947.4,48492.4,3.84005e+06,4890.67,3.07055e+07,177092,1.53295e+06,2.47369e+07,29548.9,48115.4,3.83993e+06,4890.62,3.03695e+07,0.115524,16.1368,0.0192758,0.0313874,2.50493,0.00319033,38.8,110.503,360209,8.76341,59.0686,1327.62,16.317,
2023-03-28 17:01:53.772,3.8999,174516,1.58518e+06,2.67724e+07,43125.6,50527.7,4.01912e+06,4540.58,3.26494e+07,174378,1.58524e+06,2.64512e+07,28724.7,50151,4.01901e+06,4540.52,3.23133e+07,0.110001,16.6859,0.0181201,0.0316362,2.53527,0.00286425,38.8,105.222,372464,8.23778,59.5384,1343.74,14.6492,
2023-03-28 17:01:54.747,4.8748,200170,1.68535e+06,2.76672e+07,40199.1,60176.1,4.39276e+06,4960.69,3.40508e+07,200032,1.6854e+06,2.73459e+07,25796,59799.4,4.39264e+06,4960.63,3.37146e+07,0.118685,16.2251,0.0153055,0.0354808,2.60628,0.00294329,38.8,113.53,362175,6.95806,66.7757,1381.43,15.0534,
2023-03-28 17:01:55.722,5.8496,200271,1.83393e+06,3.06152e+07,34985.5,68183.3,4.76434e+06,5920.99,3.75228e+07,200133,1.83399e+06,3.02938e+07,20580.1,67806.8,4.76423e+06,5920.93,3.71865e+07,0.109125,16.518,0.0112215,0.0369723,2.59774,0.00322844,38.8,104.386,368709,5.10128,69.5848,1376.95,16.5118,
2023-03-28 17:01:56.697,6.825,182125,1.93523e+06,3.27824e+07,35372.9,72402.3,5.21696e+06,6061.04,4.02306e+07,181987,1.93529e+06,3.2461e+07,20965.2,72026,5.21684e+06,6060.97,3.98942e+07,0.0940361,16.7732,0.0108331,0.0372172,2.69564,0.00313182,38.8,89.9543,374403,4.92461,70.0476,1428.9,16.0176,
2023-03-28 17:01:57.672,7.7998,192686,1.95852e+06,3.24868e+07,34835.2,78587.1,5.65899e+06,6271.11,4.04167e+07,192548,1.95858e+06,3.21652e+07,20425.3,78210.9,5.65887e+06,6271.04,4.00802e+07,0.09831,16.4228,0.0104287,0.0399326,2.88928,0.00320184,38.8,94.0442,366578,4.74063,75.1604,1531.6,16.3756,
2023-03-28 17:01:58.647,8.7747,183458,2.03378e+06,3.45933e+07,33816.7,73730.8,5.82064e+06,7871.75,4.27466e+07,183319,2.03383e+06,3.42717e+07,19404.6,73354.9,5.82052e+06,7871.68,4.241e+07,0.090135,16.8508,0.00954088,0.0360673,2.86185,0.00387037,38.8,86.2251,376129,4.33696,67.8872,1517.11,19.7947,
